GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
ANGPT1,259,81,263,172,149,119,124,225,444,230,72,270
NSDHL,1284,855,1251,858,898,902,1139,1080,1492,1091,640,1575
SNORD1C,16,8,13,27,36,4,25,6,3,9,38,3
C17orf100,164,296,188,169,176,125,195,197,189,267,211,197
SLA,16184,10446,22184,17691,26332,11528,16462,10825,15066,11168,14241,17587
LOC386597,29,48,16,28,25,68,72,27,40,28,55,55
STAM,3062,1704,3743,3733,4712,4049,3996,2923,3174,2838,3426,3183
PMAIP1,8147,2611,15652,7851,11896,4315,9132,12331,5865,8581,7465,5744
SLC22A7,3,3,9,7,3,1,5,2,5,3,8,3
MIR1243,0,0,0,0,0,0,0,0,0,0,0,0
PBX1,380,604,322,189,411,267,362,446,507,370,292,373
OR6T1,0,0,0,0,0,0,0,0,0,0,0,0
EYA1,1,0,1,0,0,0,0,1,1,0,0,1
CST5,0,0,0,0,0,0,0,0,0,0,0,0
DCP1B,1304,2086,1063,1295,887,1274,2042,746,1913,903,1087,1955
AGR3,0,0,1,0,0,0,0,0,0,0,0,0
SNAR-G2,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A7,0,0,0,0,0,0,0,0,0,0,0,0
TNS3,7912,1523,8588,5605,4626,3507,2302,7278,6128,6650,1816,7185
MIR510,0,0,0,0,0,0,0,0,0,0,0,0
MAD1L1,4985,4142,4475,3368,3435,4251,4838,3361,6393,5033,4024,5361
CD37,45705,35674,43313,34021,37327,45303,40400,43495,53789,44726,42191,52285
WBP11,11218,8682,12275,10609,15547,12471,11651,12255,11657,12320,13490,11493
RHEB,1327,1091,1326,892,1260,981,1073,1510,1293,1297,780,1521
PGLS,8972,5609,8560,6792,5931,8586,6286,9212,10707,7912,5097,11433
ALS2CR11,16,7,12,19,23,27,8,9,10,10,34,25
PPIA,6844,7520,6573,5605,7286,8905,7845,6479,7553,6364,6400,8460
TMEM41B,931,704,1062,748,1449,442,883,893,905,1065,1968,1025
RPL3L,0,0,0,0,6,1,0,0,0,0,0,0
TCEA1,3264,3929,3170,2976,3387,4309,3859,3603,5214,3116,2580,4139
C7orf49,2907,2676,2648,2268,2193,2601,2694,2199,3931,2251,1806,4097
FAM72B,13,19,41,18,15,21,14,24,32,6,9,22
HSD17B4,9720,5365,8820,6317,4484,6299,5481,7960,9852,7712,3573,10708
SLX1A,1,0,3,1,4,3,0,0,0,0,0,0
MIR572,0,0,0,0,0,4,0,3,1,0,1,0
ABHD16B,702,342,928,683,595,582,611,688,944,658,629,1049
ZNF211,1592,1602,1839,2209,1958,1896,1810,1487,2305,1304,2704,2272
PSMA3,4671,3905,4325,3477,4009,4375,4150,3813,5261,3381,3935,5421
SF3B3,14775,13664,13555,12697,12536,12707,16195,9904,17622,12550,15132,19072
LCK,23230,46714,21106,24738,24947,33143,44194,14542,38011,22788,31237,37384
C17orf62,16319,12909,15647,12366,9780,11533,13149,12309,20399,11980,10275,21754
PTPN5,0,0,0,4,2,0,1,0,0,3,1,0
FBXO9,5318,5739,7091,5775,5476,7040,6048,6052,8940,5764,6414,8209
MC2R,0,0,0,0,0,0,0,0,0,0,0,0
BTBD3,1422,302,1915,1020,1053,1271,598,1934,1371,1378,600,1512
FAM21B,580,289,643,561,310,555,602,214,363,615,547,337
PHEX,134,24,331,130,146,126,94,124,122,237,39,134
TACC2,0,0,0,0,0,0,0,0,0,0,1,0
SSTR1,0,0,0,0,2,0,1,0,0,3,1,0
HIST2H4A,0,0,0,0,0,0,0,0,0,0,0,0
IAH1,2812,3046,2567,2221,2214,3123,2955,2526,3874,2320,1961,4209
SFXN5,2148,1056,3002,1885,1585,1984,1167,2661,2639,2224,1045,2770
ITPK1-AS1,45,40,44,72,56,13,18,51,5,59,23,23
CLIC2,1404,330,1107,630,605,990,585,902,1019,1086,232,1194
TMLHE,1217,662,1208,877,671,926,855,1117,1285,866,807,1368
RAD52,748,668,811,681,536,474,534,325,890,605,1153,950
SDC3,2227,175,986,905,852,740,476,782,1808,632,126,1327
CETN2,1463,1573,1338,1250,1257,1764,1735,1638,2061,1418,1003,1843
PTPRQ,0,0,0,0,0,0,0,0,0,0,0,0
SMC1B,55,16,62,42,120,24,33,56,25,69,98,28
C6orf138,0,0,0,0,0,1,0,0,0,2,0,0
MIR548AA1,0,0,0,0,0,0,0,0,0,0,0,0
CDC14B,1497,3190,973,1099,1648,1134,2134,1421,1925,1138,949,1704
SDC4,679,310,586,410,1033,342,448,1424,517,1179,438,399
PTAR1,5388,4026,5656,6822,7531,4456,6132,4273,5872,4715,9030,5911
RNFT2,115,159,107,103,176,154,136,73,135,114,287,186
MCL1,148024,61481,173471,128683,214958,107800,100724,224780,144832,208579,137366,155392
C5orf44,2256,2021,2098,1914,1955,2999,2272,1933,3199,1587,2258,3283
C3orf21,2846,1408,3333,2384,2270,3363,1619,3012,3556,2483,1296,3497
CNDP2,20429,8874,13324,10299,10051,11842,11214,12965,16484,12395,8028,17828
ZNF107,2161,2928,2126,2802,4396,3156,3170,2033,4036,3479,5972,4103
CANX,69789,50758,74779,55119,51898,80580,52586,64330,85744,70827,29647,82545
SNORD119,10,9,24,29,24,7,16,17,7,27,34,16
OR7A17,0,0,0,0,0,0,0,0,0,0,0,0
FLJ30838,6,1,4,2,15,8,4,14,6,9,6,3
BCHE,0,0,0,0,0,0,0,0,0,0,0,0
MAP1B,66,31,48,51,66,63,29,119,30,115,73,56
SWT1,967,531,1267,1072,1416,639,1019,1060,934,1289,1708,818
HIST1H4K,2,4,1,3,3,0,2,4,5,5,11,3
LOC157273,0,0,0,0,0,0,0,0,0,0,1,0
FAM83E,7,9,7,6,18,5,3,5,2,4,18,11
TMEM116,785,977,1069,945,990,777,1441,829,946,854,1193,897
NHLRC3,2140,1118,2147,1403,1598,1249,1413,2020,1937,1669,1385,2277
CDS1,89,35,229,86,134,52,91,137,80,201,122,81
DNAJB2,6460,6992,7479,4741,8697,6815,7988,6641,6776,7242,8596,7946
IQCF5,0,0,0,0,0,0,0,0,0,0,0,0
FAM21A,310,227,310,280,280,244,210,185,322,289,229,354
TBCCD1,1505,1432,1498,1375,1169,1766,1963,1310,1820,1335,1770,1907
ABCD1,4863,1771,5243,3420,3082,3896,2955,4106,5617,4401,1896,4861
CHURC1,11299,6463,6100,4713,8063,5590,6975,5064,8728,9262,9678,9589
MAP1S,4913,3606,4248,3687,4906,4824,3842,3851,5254,3885,2680,6218
TPM3,48986,42454,50891,41035,43821,59695,42425,52949,56049,46538,27541,55990
PITPNB,5606,6116,5666,4292,4397,4978,5553,4922,7432,5354,4337,7452
PRKACB,15897,20486,12950,11834,14089,13244,20763,12446,23500,14061,15749,23214
EPHB4,410,255,598,365,508,277,230,694,740,655,1145,1013
IL21,1,2,6,1,1,2,1,1,8,4,7,6
IPO11,1680,1373,1656,1672,1796,1628,2120,2030,1747,1979,2461,1676
PLK1,219,289,306,157,193,177,122,116,377,116,129,194
HTR2B,23,12,27,35,36,19,19,32,6,31,23,19
AKR1C4,1,6,4,6,4,0,2,2,2,0,4,3
FASTKD1,1480,1134,1545,1383,1217,1013,1212,1289,1990,1587,1787,2009
DHRS4,957,645,1028,740,671,994,688,867,1089,954,574,1414
ACAD10,2684,1664,3059,2531,2547,2179,2239,2498,3050,2625,3735,3053
EBF2,0,0,0,0,0,0,0,0,0,0,3,0
ECM2,17,10,9,18,15,15,4,14,9,6,5,13
FPR1,25452,9455,27203,11675,14963,14341,11275,31755,23488,23004,5218,33306
TRIM6,42,8,28,7,16,25,19,30,19,24,10,20
CLASRP,3754,2614,6345,4520,7100,4085,3456,4110,5924,4581,8818,6143
KIR2DS4,733,532,563,404,458,228,319,585,97,329,21,1408
PCDHA1,1,0,0,0,0,0,0,0,0,0,0,0
NLRC5,26796,26347,31741,37775,55191,20905,37163,19282,32586,25810,64685,38422
ZDHHC14,659,642,639,706,859,748,824,846,925,838,602,1039
LALBA,0,0,0,0,0,0,0,0,0,0,0,0
UHRF1BP1L,8255,3897,9323,7110,7563,7609,5304,9513,8815,8056,5286,8567
MIR181B1,1,0,3,3,2,0,1,0,0,0,0,1
CYTH2,5126,4448,6270,4917,6080,5557,6013,6204,6440,6519,6032,6909
AACSP1,0,0,0,0,0,0,0,0,0,1,0,0
HS3ST4,0,0,1,0,0,0,0,0,0,0,0,0
CLCN7,16106,7403,17410,11872,14022,13727,10729,17216,16152,14933,12739,16564
SCAMP5,1173,292,2193,633,909,724,434,1229,1244,1143,168,1096
MED18,591,421,628,378,775,382,414,458,756,496,444,895
PLS1,185,249,135,154,155,204,398,174,351,204,282,241
TTTY2B,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB7C,134,3,44,51,19,155,7,51,35,55,8,50
DEXI,2269,2822,2593,2413,2089,2693,2970,1986,3465,2143,2063,2806
GTPBP3,1011,849,1381,969,1584,1064,1332,1221,1272,1344,2172,1535
CALCRL,693,108,564,458,253,195,163,690,295,723,131,552
FLJ46906,112,35,86,68,58,89,69,130,133,91,19,126
FLCN,4361,2679,4965,3633,3511,2763,3064,3294,4368,3969,4566,5173
CLCA3P,0,8,1,3,0,0,0,1,0,1,1,1
VIPAR,2461,1508,2209,1869,1610,1949,2095,2116,2836,1869,2412,2978
PPM1K,4030,4507,3105,2989,4454,2850,5519,3249,4620,3574,6305,5919
PHKG2,3609,2829,4168,3417,3560,3970,3453,3646,4709,3140,3696,4542
CBWD5,24,20,21,12,18,15,15,17,19,14,62,36
RILP,1430,635,1511,1047,810,1162,724,1636,1579,1206,461,2066
RC3H1,14696,9943,14969,14669,14145,10924,11739,14620,12751,13484,12786,12145
C10orf107,0,0,0,0,0,0,0,0,1,0,0,0
MRO,1,1,7,5,3,4,2,2,1,1,0,7
DEFA1,0,0,0,0,0,0,0,0,0,0,0,0
C9orf174,423,414,921,644,995,365,578,285,1182,391,1369,699
TIMM44,2251,1747,2726,1927,2495,1867,2089,1896,2715,2053,2595,2694
FAM35B,0,2,6,4,3,5,1,2,2,1,0,8
CD274,517,477,292,509,532,351,649,215,580,288,554,573
SNAR-A8,0,0,0,0,0,0,0,0,0,0,0,0
EIF3E,26105,25428,28909,25490,25677,37045,31149,27470,40458,31297,39110,36847
MAGEC2,0,0,0,0,0,0,0,0,0,0,0,0
GANAB,36934,31876,38187,33212,33541,39787,41095,36577,40748,37094,30695,43242
RAX2,1,2,11,7,23,1,4,3,1,11,23,2
CLTCL1,607,172,814,542,301,342,223,530,594,285,241,675
ISOC2,1916,1300,1382,1079,984,1880,1378,1256,1757,1237,647,2028
OR6C70,0,0,0,0,1,0,1,1,0,0,0,0
GNA15,5842,1985,6763,4331,5216,4604,2723,8681,5740,7652,1761,5712
CHD3,28891,31324,38894,38849,48885,37553,45058,25391,40623,42128,74124,43692
SYNPO2,44,32,202,48,151,94,39,303,146,352,79,59
PPP2R2C,1,34,2,0,3,1,7,0,2,4,1,0
UTP14A,1834,1747,1891,1291,1413,1766,1751,1486,2260,1598,2081,2401
GRIN3B,25,22,49,42,158,10,39,43,37,61,147,16
GALNTL2,4,5,3,5,6,0,1,4,2,3,3,0
C8orf38,466,477,582,537,577,464,664,449,555,396,925,507
NKIRAS1,382,277,352,289,384,239,390,354,405,317,310,373
GCDH,2049,1796,1644,1449,1622,1838,1623,1586,2414,1606,2025,2725
LOC149837,78,60,63,135,71,64,65,145,117,102,56,89
SNX8,3201,1431,2883,1896,2351,2411,1805,3083,3141,2793,1505,3294
IQCF6,0,0,0,0,0,0,0,0,0,0,0,0
HIST1H4D,8,11,8,7,7,9,12,4,4,10,16,4
MTUS2,50,12,31,38,35,42,39,49,16,55,32,67
LOC100188949,450,914,526,549,447,1000,948,404,772,288,436,744
ING3,3613,1821,4730,2654,5243,3044,3006,4328,3307,4392,4365,3301
NDUFA6,4716,4577,3989,3299,3751,7760,4070,4400,5438,3835,3329,5807
GLA,3355,822,4655,2755,2798,1992,1769,4410,2877,3604,2830,2820
MRPL55,1437,1579,1422,1314,1460,1893,1416,1240,1769,1204,1743,1827
SMARCC1,17696,15341,18629,16869,20129,20253,18259,16454,22257,19756,18199,21346
CCDC121,84,69,73,21,41,24,52,156,71,164,49,107
NDUFAF4,705,979,624,491,730,787,851,544,1033,593,800,1068
PHLDB1,73,59,109,86,150,43,89,72,114,118,244,86
CCDC127,720,834,546,524,542,643,651,492,811,460,553,1067
STARD7,18836,15165,19058,14941,18924,19402,14732,15416,26629,15167,11730,24004
CHD1,15805,6139,21466,16511,25579,6973,12864,15703,10351,17593,24447,13163
HAPLN1,0,0,0,0,0,0,0,0,0,0,0,0
DUOX2,0,3,6,4,5,4,2,2,1,4,8,1
CLCNKB,0,1,1,0,1,0,0,0,0,2,0,0
ATL1,287,372,302,230,499,236,436,274,347,317,336,332
RNF167,15308,18495,14278,13327,12036,17526,20235,14118,18220,13261,10772,19395
PRKRIP1,2769,2242,3446,2381,4131,2793,2926,2960,2766,2946,4442,3279
RSPH10B,1,0,5,0,6,1,4,0,4,2,3,1
MIR188,0,0,0,0,0,0,0,0,0,0,0,0
YPEL5,44840,14310,68601,35989,100246,33217,53406,95817,28957,98128,91839,27933
METAP1,4662,4430,4914,3966,4148,4070,4726,4275,5597,4243,4651,5834
CEND1,30,30,32,25,20,23,23,24,28,22,24,39
EPHB2,1803,190,1259,587,741,545,408,1176,729,1115,123,2308
MAP2K2,8042,7020,8292,6824,7438,9549,8442,7428,9385,7649,6427,9986
RCHY1,3781,6136,4284,3463,4438,5192,4951,4119,6751,4979,3369,7261
PDE4C,1,0,4,4,7,0,0,10,0,7,3,1
S1PR3,3433,975,4224,1895,2050,1608,1028,2616,2274,2960,427,5066
B3GAT3,3433,3624,3721,2878,3203,4577,4035,3382,4268,3429,3803,4562
SPICE1,926,695,1159,1354,1031,793,1488,893,1217,879,2508,1009
SAMD9,10957,9368,6436,7451,6172,7137,9540,5515,12485,7347,6927,17025
SLC29A2,357,583,388,363,562,474,638,263,521,504,1160,512
EAPP,4240,4531,4313,3826,5072,5978,4391,4134,6240,3775,5423,5701
LOC100132987,0,1,6,1,0,0,0,8,0,7,1,0
VSTM2L,13,3,5,4,4,0,2,11,19,3,3,5
PDHA2,124,108,130,84,103,93,100,104,135,99,79,171
SNORD115-36,0,0,0,0,0,0,1,0,0,0,0,0
PRRT1,38,50,102,36,64,102,100,38,92,118,322,82
INHBB,22,0,13,7,23,9,10,26,6,27,12,17
TXLNA,6432,6504,6390,4462,4572,5397,5192,4997,7462,5480,3523,8077
SCUBE2,38,7,41,26,28,55,12,36,14,59,7,22
CXADR,33,33,23,30,39,20,51,41,44,78,47,33
C19orf48,1752,2154,1993,1768,3005,2774,2340,1556,2464,1813,3068,2111
LRFN3,815,1942,726,1125,1155,1265,1903,377,1491,838,903,1522
USP37,3036,2361,3183,3231,2420,2374,3732,2195,3300,2660,4106,3546
RBM42,7132,5811,7430,5282,6082,6497,6466,6477,7727,6331,5067,8571
CRB2,61,66,141,185,130,58,62,121,54,139,128,80
SCARNA20,0,4,0,3,0,4,4,1,1,2,1,2
GATSL1,0,0,0,0,0,0,0,0,0,0,0,0
COPS8,2372,2429,2115,1734,2391,2425,2623,2331,2640,2258,1991,2826
SPINK14,0,0,0,0,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0,0,0,0,0
CORO2A,2575,2442,2667,3040,3644,2643,4063,2995,3767,2373,4464,3514
KBTBD13,1,0,4,1,10,0,0,4,0,7,3,0
VCX,1,0,0,0,0,0,0,0,0,0,0,0
MIR4789,0,0,0,0,0,0,0,0,0,0,0,0
TAPBP,42979,36242,35631,35143,37812,39911,41831,39186,40035,42027,28282,42048
TYROBP,59785,20742,50403,37228,29659,52731,27095,57545,62448,45218,11897,78998
LOC100506548,2247,2669,2955,2230,2417,3660,3363,1925,3478,2929,4046,3050
KLK10,2,0,0,4,1,0,6,2,1,0,0,0
KCTD21,1099,647,969,665,636,601,616,753,1120,733,441,1442
LIMS3L,0,0,0,0,0,0,0,0,0,0,0,0
EGLN1,8599,9260,9095,8536,8855,11524,9911,8673,13076,8987,6758,12325
COPS2,9527,7353,9656,8288,10548,12832,9382,10676,12514,9522,10377,11304
ERH,5062,4699,4289,3637,4025,5733,4796,4541,6336,4071,3280,6192
SPATA13,19716,16973,25376,21497,33351,18113,23824,17355,18978,22163,30291,19969
ACAA2,4975,5884,4060,3445,4011,4797,4458,4658,4553,4270,2759,5818
GSR,13883,11221,12328,8821,8242,14826,9942,11855,15504,10536,5532,16289
CREM,5513,1418,9571,3439,22745,3218,7452,13564,2406,14395,15755,1688
LOC148709,12,4,16,25,31,10,15,17,6,12,21,6
C7,0,0,0,0,0,0,0,0,1,0,1,0
C17orf39,2341,2200,1827,1626,1245,1812,2335,1756,3063,1565,1182,3277
TAF5,1006,751,1087,946,1005,839,1052,716,1098,642,1074,1127
WDR81,12494,8148,14049,10652,12184,11269,9758,10922,12833,11771,9554,15378
EXOG,934,808,1178,1215,1358,830,1223,946,1004,979,1854,1056
ITGB1BP1,3288,4600,3707,3372,3039,4370,4496,3400,4940,3454,2745,4554
OR2W3,113,135,109,39,80,93,38,774,130,114,45,165
MT1M,1,0,0,0,0,2,2,3,0,1,0,2
TPD52L3,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506835,0,3,0,1,0,0,1,0,0,0,0,0
COL4A3BP,8637,3491,9840,7602,9641,6763,5672,9049,8708,8980,7110,8205
POLB,1676,1253,1670,1232,1358,1041,1480,1472,1688,1420,1540,1885
KLHL7,2251,2627,2245,2258,2195,2714,2698,2341,3153,2220,2387,3512
OR8D2,0,0,0,0,0,0,0,0,0,0,0,0
LOC645212,670,816,684,602,476,911,810,496,1097,501,739,1063
CYP4F2,0,1,2,0,1,2,1,1,1,1,1,2
GLYCTK,1061,937,1452,1127,1241,915,1168,1110,1083,992,1523,1387
MDGA2,1,0,9,0,1,13,3,1,2,0,5,2
KIF4B,22,23,32,20,29,30,16,27,34,10,10,22
MIR101-1,0,0,2,0,1,1,0,0,0,0,0,1
LOC100506422,0,0,0,0,0,0,0,0,0,0,0,0
SMPD3,1277,658,1347,1157,1486,1334,891,1817,1693,1553,615,1557
KIAA0319L,7694,5096,8328,7212,6202,6506,6386,7055,8898,7035,8270,9985
OR2T8,0,0,3,1,0,0,0,0,1,1,8,1
PRB3,13,14,8,16,13,13,11,10,14,27,39,17
HIST1H2BH,91,170,44,41,64,63,59,74,79,109,42,62
ZNF681,361,601,341,450,289,507,670,220,902,526,850,927
CHODL,33,50,12,14,58,38,99,29,23,30,18,21
KRTAP5-7,0,2,0,1,0,1,1,0,2,1,4,4
SLC25A39,7209,6975,7527,6162,7661,9711,8274,18743,9369,7628,7933,8868
CACNB1,760,1093,902,887,828,581,1063,553,754,622,900,999
FLJ31813,12,10,8,17,6,8,10,14,19,22,20,16
LOC100506469,128,179,195,153,152,169,170,157,218,157,415,207
TOR2A,3905,2886,4037,3230,3196,4324,2967,4379,4902,3539,1453,4919
PHKG1,48,38,91,74,121,20,55,37,31,43,175,49
ZNF99,1,1,2,3,0,7,3,1,2,0,1,0
PKHD1L1,557,626,143,196,461,272,217,707,390,284,149,432
LAMB2P1,115,101,112,128,190,147,148,69,147,102,293,152
ISX,0,0,0,0,0,0,0,0,0,0,0,0
ZNHIT1,4150,3890,4003,2911,2750,4213,3810,3797,4794,3538,2336,5648
PCGF1,1099,897,1090,970,935,1040,1013,913,1243,905,1100,1421
IL1RAP,2181,1045,2194,1773,2531,1494,1714,3209,1957,2448,1753,2359
LOC727982,0,0,0,0,0,0,0,0,0,0,0,0
FCN1,228047,63389,200036,190996,94639,165671,98454,249974,207610,194273,41195,278263
ACTL6A,1873,2132,1549,1215,1189,1446,1727,1237,2970,1321,1402,3194
NUAK1,203,469,848,1686,1478,564,1103,196,415,318,188,513
MAN2A2,8395,6929,11749,8862,12225,8807,8516,12257,10098,9667,11353,11426
TRMT61A,2044,1451,2105,1410,1809,2665,1786,2029,2112,2125,1997,2711
DKFZp686K1684,0,0,0,0,0,0,0,0,0,0,0,0
GPR176,6,4,14,6,11,3,3,27,3,23,6,11
PCOLCE,143,160,220,218,189,199,217,230,220,173,223,184
CDC42EP3,16355,14426,18585,13546,11865,14342,15630,18685,18390,18095,4926,19693
SLTM,9808,8592,14173,11146,11733,11193,10045,8828,15218,9817,14337,14476
DUXA,0,0,0,1,0,0,0,0,0,0,0,0
AFAP1-AS1,45,53,32,51,52,43,20,18,33,21,24,19
CTSB,82180,26335,84931,55795,45708,71358,33047,83438,94968,73441,20778,88968
FOSL2,40223,8954,65610,33637,92393,32132,37808,73337,24617,73758,44094,21417
ANGPTL4,14,7,28,17,29,7,13,13,4,12,29,7
MIR503,0,0,0,0,0,0,0,0,0,1,0,0
GCFC1-AS1,405,181,421,375,386,353,286,411,340,453,409,485
CLINT1,13458,9745,16596,10960,13380,11663,11558,14922,15935,13546,12901,16053
DNAJC16,2981,2560,2733,2370,2116,2559,2982,2302,3794,2646,3112,3695
VIT,90,98,50,42,57,96,93,37,97,7,20,92
TSEN15,2947,4121,2468,2543,2371,3519,3927,2530,4378,2365,2448,3952
ADRBK2,15667,3539,15726,10477,10574,9346,5191,16854,14151,14582,5362,14808
FAM96B,3810,3690,3292,2640,2966,3766,3718,3539,4286,3227,2808,4766
PROP1,0,0,2,0,3,0,0,0,0,4,0,0
IFIT3,4531,719,1026,909,572,920,868,606,1747,782,274,8997
RFXAP,921,964,1012,1013,678,1165,1105,749,1510,780,1095,1322
OPALIN,0,0,0,0,0,0,0,0,0,0,1,0
GGCT,1533,1327,1571,1051,1047,1695,1323,1199,1811,1106,972,1573
MIR4785,39,30,46,54,47,45,36,45,56,53,45,50
COMMD3-BMI1,7764,10643,6931,7325,7731,9021,11260,6876,12897,7147,8185,9767
ATP7B,113,87,170,122,112,133,117,134,161,166,209,122
SCGB1D4,0,0,1,0,0,0,0,0,0,0,0,0
B9D2,697,475,884,606,936,542,732,946,708,929,864,806
C16orf93,16,8,22,10,16,12,7,27,23,15,14,12
MCM2,1888,2244,2086,1146,2096,2149,1892,1544,2556,1463,1814,2082
C6orf35,1812,1480,1802,1601,1674,2298,1992,1585,2319,1536,1542,2405
SLC25A24,7308,5013,6145,5404,5265,6520,5124,6253,8603,5761,2147,9577
HPS6,2646,3298,1949,1644,2553,4476,1880,1963,4397,1996,1602,4782
HNRNPK,36029,26838,38151,28729,35101,37329,30862,36030,39882,34072,30803,38416
MIR543,0,0,0,0,0,0,0,0,0,0,0,0
EXT1,3677,1027,3570,2991,2881,2755,2262,4154,3602,3575,2449,3582
TNNC1,26,51,47,40,43,78,57,22,84,41,138,87
FBXL20,5507,3172,5177,5935,6892,4246,5304,4845,5795,5353,7415,5310
TIPIN,308,285,302,337,295,277,289,274,358,263,391,328
MIR643,0,0,0,4,0,0,0,0,0,0,4,0
RAET1K,9,3,6,6,10,1,7,9,6,5,7,4
SORCS3,62,152,154,58,138,148,102,31,64,253,887,255
A2MP1,24,100,17,81,42,19,44,1,13,18,21,20
GBP4,20100,11736,8156,11501,11001,10934,15571,7789,17921,5420,10680,20275
SNORD116-26,0,1,0,2,1,0,3,0,1,0,2,0
CHRNB2,61,9,49,69,103,12,21,21,7,68,151,13
NDUFS8,3066,3386,2953,2443,2744,3556,3103,3149,3983,2955,2776,4668
DEPTOR,310,207,638,220,342,448,281,515,503,545,325,417
OR2T29,1,0,0,0,0,0,0,0,0,0,0,0
FOXR2,0,0,0,0,0,0,0,0,0,0,0,0
S100A13,196,171,257,281,358,294,118,304,268,272,322,364
MIR3157,1,0,1,0,2,0,2,0,0,0,0,1
DMRTC1,0,0,0,0,0,0,0,0,0,0,0,0
CCT3,14160,15086,14189,9782,9896,14245,14508,11477,19855,13577,12857,17344
POGK,7160,5864,7860,6168,7094,6366,6793,7295,7897,7193,5517,8463
EMX2OS,1,0,1,0,1,0,0,0,0,0,0,0
SH3GL2,0,0,0,0,0,0,0,0,1,0,0,0
IGFL1,0,0,0,0,0,0,0,0,0,0,0,0
CCDC67,6,2,3,11,2,1,4,2,3,1,0,1
WDR82,27407,28737,24676,24704,28502,34744,31639,21871,35523,23206,24954,36992
HMG20A,3726,3009,3539,3213,3546,3106,3698,2963,4236,3008,4144,4494
VNN3,651,233,869,279,507,282,208,570,1080,543,417,632
FLJ40194,8,7,11,7,18,30,6,10,17,5,10,6
BMI1,376,468,332,346,404,473,548,293,606,389,455,492
SLC25A41,11,1,7,9,20,0,15,2,11,6,19,26
SEMA3D,27,34,4,4,27,18,30,26,34,21,31,23
CCR8,101,100,112,100,139,73,112,79,107,146,123,162
AKR1C3,757,591,750,549,446,1892,616,768,1366,353,284,1622
NPTN,9976,7448,9352,8049,6748,9129,7391,9357,11739,8511,3676,12175
AACS,1497,1389,1540,1238,1581,1701,1559,1322,2009,1367,1657,2227
MIR449C,0,0,0,1,0,0,0,0,0,0,1,0
QTRT1,1237,1275,1327,1035,1409,1620,1322,1103,1672,1229,2036,1848
SLC25A11,7118,5514,6294,4956,3956,7511,6026,6276,8313,5613,3038,9399
LOC151658,0,2,1,0,2,0,1,2,0,3,1,0
MRPL45,2276,1990,2570,2003,2076,2677,2348,2484,2889,2453,2639,2958
ACVR1,3173,1976,3216,3433,2902,2162,3067,3438,3404,3780,3506,3293
ALPI,0,0,0,0,0,0,0,0,0,0,0,0
MEGF11,19,4,16,41,47,10,9,14,4,26,49,17
PTPLAD1,2457,2493,2409,1790,2972,1843,2580,2036,2972,2313,2444,3227
LOC100192426,1,1,1,1,1,0,0,0,0,1,0,1
SLC19A2,669,199,1513,558,1208,226,507,1109,432,1202,799,526
SEC61G,3620,3668,3358,2901,2921,4653,4188,3066,4773,3227,2717,4101
FAM38B,2,1,9,4,6,8,3,1,2,10,2,2
BMP8B,473,229,467,290,484,436,405,556,612,278,339,540
CRAT,2992,2883,2853,2464,2510,3428,2972,3912,4005,3117,2162,3723
KRTAP6-3,0,0,0,0,0,0,0,0,0,0,0,0
ROBO3,430,262,483,235,347,696,893,406,308,551,902,402
SERPINB11,0,0,0,0,0,0,0,0,0,0,0,0
KCNMB1,963,157,849,426,484,581,317,640,652,521,156,752
TMEM194A,2328,1408,1588,1145,1155,964,1513,1427,1842,1769,2067,2024
SNORA11D,0,0,0,0,0,0,0,0,0,0,0,0
FAM83A,3,1,2,1,6,0,2,261,4,1,4,2
MIR485,0,0,0,0,0,0,0,0,0,0,0,0
OR2L13,9,15,6,3,12,2,14,10,11,25,17,41
CACNB3,328,728,410,448,421,337,686,256,528,344,397,371
SNHG6,8024,12109,7631,8384,9126,13938,14020,7956,12662,8771,13191,10964
SACM1L,6666,6805,5342,5791,5712,4298,6041,5689,8007,4844,6394,8612
GTPBP5,1821,1972,1557,1352,1106,1629,1800,1172,1747,1217,1174,2777
DAB2IP,104,1515,51,62,63,384,376,87,127,105,239,199
LOC285577,0,0,0,0,0,0,0,0,0,0,0,0
PI16,685,735,784,1225,365,1200,745,603,917,441,513,1343
SRPK1,3807,4476,4049,3290,3628,3889,4225,3178,5614,3434,4208,5400
PPID,3289,3672,3048,2292,1980,3269,3216,2576,4242,2466,2269,4234
MTRNR2L7,0,0,0,2,1,1,1,0,0,0,2,0
EFNB2,123,34,219,50,682,31,260,597,67,707,241,55
SHROOM4,26,35,12,17,34,21,10,71,45,29,6,27
TMEM218,1788,1183,1759,1367,1184,1610,1843,1648,2300,1710,967,2184
FLJ42393,22,37,23,46,13,18,10,18,4,17,11,18
SALL4,2,4,5,13,12,9,7,5,17,10,5,11
FAM181A,3,0,4,0,0,0,0,1,1,4,0,0
MAP3K11,22099,11688,24723,18495,16743,19897,14614,23555,22436,20726,9357,26272
FOXJ1,590,25,999,221,1926,57,632,1565,75,2569,2510,125
