,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ACP5,8.424697909029698,8.520525221531829,8.518943907606838,8.236357478978851,8.609318678315411,8.75592723706443,7.824549192423944,8.66051641704534,7.9698157977577555,8.494299674887811,8.59119057271497,8.889236359351619,8.50351685691137,8.622323745504676,8.393502221756563,8.438993358472354,8.393482057626295,8.633101487509377,8.457422291829396,8.382597701202751,8.438211706019212,8.41825822636018,8.47914509594074,8.027383491586061,8.192601246961424,8.514867841374619,8.4101878474418,8.38308682510097,8.517232655840592,8.629255846497424,7.9462828487446675,8.640482545521744,8.274487414183433,8.429788591916783,8.611326846102907,8.321384953229757,8.694268310230688,8.381593736616882,8.286062193345103,8.326091245599994,8.349193680174565,8.039225762505337,8.546796631046139,8.659916782780185,8.336527803979887,8.17790872550653,8.299210399977127,8.026756279965689,8.429685377586159,8.412042420496133,8.529155927895097,8.56999013716759,8.518899582735976,8.463965819451825,8.294888679344412,8.496683439461338,7.97985981051788,8.334093132742364,8.093263210871292,8.248696587582426,8.553055903082344,8.259681647764634,8.364516316670468,8.5024328054389,8.329098878263663,8.771843200046304,8.665079904937443,8.073490041945142,8.433053705354487,8.590078854826706,8.329602800086713,8.634056332365347,8.257305686885864,8.366089790468957,8.507122401741972,8.34790686771326,8.423239348284573,7.825324505631005,8.276727325799717,8.264184815683192,8.26285011231387,8.268487870442753,8.445987643568088,8.45120060073017,8.663038071037537,8.580431341322852,8.920704270394983,7.76326585013078,8.747670902191887,8.231921809875372,8.433729140189545,8.278185056061712,8.356559634612237,8.65559340255564,8.364489177285417,8.600381381704096,8.448699048889734,8.250966593406128,8.497670321326742,8.294996673588777
ACTB,15.5871229289438,15.753121980394178,15.806896283271744,15.405115064022615,15.69510720074957,15.506664336200778,15.689488746445686,15.409153097273391,15.690050423172297,15.556269687423567,15.804765590769831,15.747082774156302,15.629069805838565,15.705985000054588,15.499087647143075,15.680040079776274,15.375844306393429,15.36784552961687,15.62774751998023,15.637967431555346,15.687281656945542,15.509547246102532,15.684242443461194,15.63721430469407,15.59524037440698,15.551995108109395,15.463788468550781,15.41530082608751,15.614043720520101,15.78616265715853,15.193937951088339,15.725246605325834,15.587817356284443,15.617068051635748,15.480084297903293,15.488884441678316,15.739124630268408,15.68289080945765,15.475422208636823,15.537389352441943,15.693786126706401,15.764012713932809,15.735716520095576,15.478727978368862,15.78423595864263,15.449161448205146,15.738365985669002,15.234053565847757,15.299591648401721,15.46065157863059,15.635892524229137,15.619070751563708,15.94700413632607,15.58972580709392,15.64443272991062,15.409037992921643,15.61310334220318,15.378066571466332,15.459465175251717,15.697258290150899,15.55593229927916,15.631984820618829,15.576037096340647,15.593254317067032,15.663466626490937,15.494790721743604,15.514656796351003,15.600459007321838,15.368894604204254,15.54325864373698,15.641614778175594,15.269605025982827,15.348309681558403,15.58815454573267,15.62098453645821,15.714011087512038,15.593344462058003,15.574248480932832,15.424192079123927,15.568691995982581,15.57774060719581,15.488132203982731,15.539761989426859,15.423904980115347,15.499729560124157,15.704843467810287,15.794278195521926,15.59468572823582,15.559884728995325,15.49604440564723,15.810895095328068,15.487691273344218,15.77171608502039,15.595517617550106,15.512830875278192,15.594263946001785,15.499785109285394,15.624839111800364,15.600662666289999,15.370165881541453
ACTG1,13.800912808505823,13.958817740989685,14.076796310894466,13.573409972929323,13.902234182904909,13.608870412258204,14.002151738438334,13.717261031586853,13.959112149697855,13.884364458863947,13.998467820136453,13.895434480212472,13.734678124426926,13.86158946387649,13.846616128802555,13.740038985128741,13.638141337452124,13.62113104093316,13.97911700875818,13.966647704645053,13.958653437765317,13.885359584455927,13.784026274489035,13.919203731990805,13.767393138318774,13.763163494484585,13.612960390169214,13.589650058173696,13.796668774303228,13.916186441567673,13.48983594629114,14.001041782498485,13.747058378253172,13.854855335068436,13.655681223369848,13.751993576006445,14.051857650880157,13.859077533731512,13.8036527970501,13.856092674336095,13.820775407070519,14.01519322968369,13.972660886509033,13.677411825055414,13.974269649754142,13.702168647805498,13.936265992249258,13.532688676036681,13.605909577092635,13.559040207240539,13.835461673796475,13.72592690822974,14.113543667894925,13.878184118231733,13.819349214100184,13.751612311427195,13.937306272747318,13.596713150729673,13.769313263345385,13.922173964119368,13.696155629772345,13.821644910785718,13.813854315968682,13.742780887873941,13.935646978819285,13.672776105389431,13.403744639237834,13.799214221315575,13.744299758630806,13.682377576773561,13.747770810049945,13.487001525101613,13.595011750066453,13.736524927243815,13.865170463633312,13.924586053586268,13.89634896150329,13.833429203715863,13.581193048249721,13.787725394049199,13.838963020241277,13.595561119547513,13.63624691713308,13.632102003311719,13.739693539234603,13.872308870204327,13.764927452630657,13.881188378794844,13.798888034715608,13.779919681352224,13.983304408486774,13.752703784505094,13.982372909484411,13.627933875950658,13.665354905734166,13.767805867565452,13.623063799711407,13.919054553076313,13.777241237543425,13.547504812085267
AGR2,11.56075691705269,11.262621630106251,10.066805687419693,11.698636210915856,11.411650447088258,11.645174618888184,11.353832058697677,11.508437596056572,11.261042280977453,11.156522361251815,11.049322162364646,10.91591300772497,11.790237196804789,11.494265638565674,11.512460820469943,11.797375057608566,11.807153409698978,11.906309207629409,10.500901069660978,10.635312784877792,11.207333667242775,10.961230299801652,11.620076832127532,11.454257892922492,11.825028288841835,11.79431266447316,11.637389102968832,11.899457334024937,11.469051386934023,11.359440835569268,12.24919148179368,10.511173765941441,11.79076899043914,11.266177019678006,11.73939962048625,11.6695423312319,10.386977873423302,11.568758035589937,11.325173936703486,11.466274952175427,11.755401227193921,11.274904696169413,10.903308112055248,11.482665671347338,11.318580132881694,12.001033282489248,11.188211786969024,11.82930466948387,11.61620338263384,12.174940034499334,11.589028795060194,11.972851542003598,10.676242245663015,11.237722086350686,11.704593111142133,11.252044644405824,11.51489050230707,11.818267620494478,11.554929664908764,11.635636323732312,11.842804536190465,11.609815738542256,11.166094047597257,11.80543893398682,11.119055724799152,11.797930812169866,12.057490042890265,11.728132296564318,11.56121650564429,11.550849595382,11.843094869505563,11.911345805132653,11.892324187388454,11.758054718597714,11.294128643936743,11.159345325588887,11.095570692909062,11.96718807591476,11.807534551364284,11.294670240752833,11.10226527439599,11.565786039338224,11.69324261954081,11.522297907389634,11.079894460379302,11.269340697138034,11.3857602061233,11.390314397147232,11.565810881694249,11.202509258494352,11.085442715322978,11.385133601682591,11.240633697194022,11.841373592752966,11.868186318302026,11.310517873059682,11.692079185834826,11.02875175659374,11.733153523894929,11.969941661431703
AIF1,10.902450232168729,10.875120978105038,11.210102937815105,10.796196325034806,10.711130142967626,11.567697688215734,8.905649193648559,11.277613283360342,10.481137940560789,10.168236235553847,11.282103539708716,11.719777970951501,11.337138495876804,11.017694444351012,8.484764218772405,11.161733380308874,9.003591359087348,9.444237941043303,9.67820833126063,9.891221328288408,11.127903772582863,9.227039761084379,11.890367891945063,10.122670557782124,9.491127659153223,9.78829696180096,11.055619815843306,11.269019133566202,10.43743437399642,11.453528212344136,9.677384083542654,11.507783165971356,11.190921726177697,10.26834951895951,11.771944985488455,10.431397186681327,9.22505679580738,10.992379413650486,10.842652782626859,9.507424386839379,10.415853187360026,8.960717945258722,10.859117850946113,10.71015915887825,10.479801389051818,9.242392931250711,11.106917734366776,10.157211970108465,10.441119188867603,11.544690396101018,11.004908307710373,11.545989391206696,11.626245758978314,10.420308151833439,11.552978494566917,10.1682437959857,9.788261034361254,10.844708643523148,9.366385997443851,9.199540067191377,11.369518404818871,10.710952589552287,10.595208324531685,11.249777958861776,10.711812173470136,10.607061716269014,11.802428702174707,10.546942339981328,9.778919627716867,11.2811135376406,11.060446491386672,9.88515031821784,10.684849035864277,10.948122909183288,10.05332051479115,11.306331753526836,10.329808579217602,9.57774086206718,11.156864113912127,9.68189072794749,10.845277943500465,11.384143885728445,11.309358773383032,11.105501970005559,11.239618821107387,11.342650652923078,12.012917032042575,9.227773969426977,11.343622039721865,9.816931448573332,11.807930830461713,9.715970207246304,10.782057448499646,11.448065908310184,10.652301861878724,11.368948107399534,11.024263918535242,9.974928404627194,11.285448666421235,8.291914491455865
ALDH2,10.038364020955006,9.935894199970688,10.37837087992694,9.860246128301396,10.03230854356278,10.009781291716736,9.80188067188039,10.136622178295728,9.848124154284948,9.921472668194314,10.161115717149302,10.216327755512479,9.92944278068004,10.043472125746751,9.835423909480456,9.937578608025774,9.705558453825342,9.702497558255988,10.163010459516197,10.147989720748914,9.964657706017466,9.947562514882506,9.940354579381783,9.922317438552295,9.673781933461914,9.85432321886613,9.865608865899668,9.822229705969704,10.043977549339493,10.221944874940423,9.308928935382465,10.163467233365651,10.12511549800224,10.001937700003142,9.96859043776347,9.941456038155431,10.094211231077466,9.968417338008267,10.038826280814789,9.926123187227399,9.955568196081398,9.908337396473232,10.068795606341334,10.150091255202549,10.040654541102422,9.624723712205208,10.101815797303221,9.865618732091118,10.020088580718367,9.960403223583723,10.059835204647653,9.91359518615754,10.239920444631474,9.975670214735514,10.100840536313207,9.977636660164567,9.83521781875254,9.896603190369676,9.795767386028992,9.8886980041766,10.149730571596061,9.913172579499747,10.099505669690492,10.092258743746173,10.06732547552518,9.990639293056276,9.882378739925787,9.794582276824134,9.91789821064772,10.12134140853978,9.768430901978993,9.734332844748108,9.752409784516745,9.963283081394158,9.95640084331496,10.020443723237095,10.020369587302012,9.622649141798174,10.001259905872038,10.065264492255045,9.998385151932379,10.018697732365577,9.985308524984239,9.939054533257808,10.217504104295285,10.131922549023423,10.150590773182548,9.961074841635545,9.949415462182515,10.080954703667633,10.084381799791046,9.892823132153817,9.95180809098728,9.908076799629576,9.772763793361788,9.962150367241174,9.974697551132516,9.85900050205822,9.95632209329116,9.658649170736828
ALDOA,12.089278062466066,12.1253581252118,12.166360262605181,11.997031321818909,12.04709582155904,12.10616429588632,11.963594849262785,11.97034482168696,12.041549200123796,12.018443447882689,12.150690753751931,12.244912204770786,12.09141707151779,12.036145342323678,11.946067893784194,11.999360789595535,11.870973998550747,11.818043742472543,12.036970756096096,11.99030755107103,12.090454522832163,11.984802544806472,12.01709979125287,11.942415463270951,11.903944341088401,11.956625031534617,11.993927779034179,12.055987543076006,12.090090415088172,12.055485605265982,11.83192081297598,12.155915120878198,11.988275178741995,11.975989508501376,12.08937523257647,12.026092264021209,12.02144676058596,12.020086517457786,12.01467372093443,11.925487940854913,11.976359733106785,12.029838521047589,12.100483337798991,12.084661520350396,11.961988180745381,11.844077871094886,12.074414351215122,11.922466700457647,11.916073778602064,12.030842221354147,12.043457156341672,11.992785316013197,12.23305267247607,11.976811257744831,12.021514012108819,11.953236133350025,11.93785845047634,11.972653635525063,11.91679951283634,11.997372721372146,12.130135339929184,11.984842090353512,12.045226332082086,12.095210937418814,12.064151758390773,11.991656401582777,12.004870059607866,11.956530438228093,11.924899478277657,12.140440292772034,12.028487862947465,11.83786777113963,11.94837756258758,11.987003415071491,12.05884730791667,12.127824771784299,11.997076392317828,11.936468780453033,11.953608168672474,12.012583617699333,12.007152848802491,11.998490897277291,12.043990388329854,12.003608877030862,12.02516382621131,12.109875272686585,12.13565904738237,12.029811333964739,12.086973362385882,11.95370906403245,12.170818957399154,11.941205479613796,12.023398243624104,12.008034943727756,11.94501176792141,12.104470759477973,12.016659658768035,12.012285123438605,12.00974213703271,11.81509328656479
ALOX5AP,10.932383893247358,10.887706913681258,11.02370627652241,11.103227259853673,10.897940090066928,10.941438860462982,10.674246028282967,10.955819795569585,10.672226798621478,10.822636439819199,10.778934103649176,10.72114588751123,10.735008042662594,10.79588136620342,11.00116113458591,10.72161584254069,10.959422949004475,11.12301385112496,10.938127054641114,11.00123570813061,10.753517961818646,10.951203389849848,10.67089566352345,10.968883138034661,10.832086737796264,10.906121592030894,10.780799675219894,10.963630725339527,10.882252414307654,10.827739847251928,11.029639608787631,10.8512088899061,10.839939477331534,11.119277874156321,10.903300592122646,11.041893563692547,10.9423937552149,10.991569448557959,10.821652455699843,10.91121877913504,10.860117966098048,10.7256145965144,10.732844544632114,11.042827617194591,10.765697338744072,10.866762289118117,10.809892219258971,10.882457198708309,11.015398116302018,10.759352023389406,10.887043383131493,10.807978237743548,10.761628567468753,10.921508186455691,10.846425202239061,10.999815403531745,10.868393925816282,10.994207250499267,10.950689429461633,10.907336710124511,10.981324079530472,10.799179220542861,11.024907043959809,10.839918768691927,10.984409116145548,10.966695801552513,10.659257985475465,10.938529683367998,10.885245559839422,10.890101580798314,10.750686304377629,10.754707888808834,10.942129456713229,10.963387897827378,10.557194035065947,10.865847359859925,10.981847773913373,10.789390688816516,10.737139825702092,11.058441114520717,10.923825649214171,11.00639500642067,10.914515230471626,10.991135093865223,11.018596010042293,10.721718354891287,10.771893441828798,10.95121409404491,10.814807015408483,10.975419981410377,10.769227998446791,10.97547134965892,10.742428417724764,10.8242622692807,10.995333613111676,10.801017283940775,10.962793249409911,10.89616104152786,10.809962754834245,11.016907218917186
ANAPC11,10.754476425797796,10.829420292310743,10.879129043145353,10.727824387950328,10.8491965010969,10.853260658910713,10.767961616358159,10.858315356920755,10.776730095045135,10.742721753807878,10.923746118251334,10.805956980349526,10.804206728411456,10.962899113344271,10.690648042004096,10.903246649034932,10.762127995704807,10.693102013231792,10.721840464856447,10.765649524232291,10.753480606175392,10.538633663745651,10.824439626867756,10.746262037387353,10.838760784360582,10.829351359782647,10.872859610352176,10.693375118163033,10.862943723391167,11.024829044830392,10.641333272237219,10.73542334063591,10.826400873605815,10.88824849316217,10.658357209016954,10.88047187206498,10.702325286026344,10.878882254229085,10.692116391077192,10.69427610316218,10.81488114735742,10.82217525044484,10.823054940797267,10.76944356879407,10.94084325899314,10.761115407897968,10.868288458170154,10.612741763033867,10.751983160680192,10.749672781866662,10.912660155498374,10.834563802970672,10.992984561129962,10.776830993589552,10.84353626822092,10.626412286695375,10.765606290925641,10.71168546953605,10.793312261918338,10.795134516632348,10.880311534863665,10.797835076491042,10.808077215843047,10.84086456135989,10.698610480535931,10.854215049716744,10.849382502458202,10.821046632526297,10.694074317974554,10.814124511783241,10.861671048186723,10.786564541228067,10.772029966211218,10.728641451762734,10.83878826831754,10.776843574575837,10.766281840411741,10.723184887421981,10.906351663389769,10.826955554266522,10.842672752870307,10.813147412350316,10.825425711617703,10.77043107749132,10.710704597871787,10.86556564252586,10.838701167030345,10.750280310761068,10.895700916336642,10.75891024707683,10.821418843986619,10.888575685661406,10.778595042952695,10.8224878994922,10.787294263400819,10.75761768884958,10.660189876396586,10.759156299959045,10.82222569000471,10.871313488174552
ANAPC16,11.432090230651681,11.379142610139883,11.221276618430602,11.51617070676228,11.356785974331704,11.357541778161199,11.521754760582175,11.358428351576974,11.407546449435177,11.426249394531412,11.296083722072186,11.190160922058023,11.406383178416837,11.278163794908068,11.558644849337112,11.407479319216986,11.459096880705271,11.418294114459648,11.302014477522738,11.270713063462454,11.415947068408137,11.469260948384406,11.310960292989725,11.43445434321832,11.480919825813428,11.486387666480839,11.345878785482816,11.46729563283085,11.364221290731809,11.329468023288253,11.668029171557242,11.360095589960684,11.449648342237877,11.287108456435169,11.466390719479882,11.405658495791409,11.328950707014311,11.382283953542176,11.356526854165025,11.453714950643478,11.40792851172273,11.322117436186229,11.288064181119081,11.4022083550175,11.368581431684776,11.55350824835636,11.290453376083937,11.425448132278328,11.381794049113273,11.473038830950475,11.418501950569732,11.4996325058737,11.215337998263912,11.422867909204202,11.455994980113237,11.471306365625322,11.441262170632626,11.427591822017812,11.509793260537561,11.367070745964835,11.357789831765222,11.387566372686084,11.299877513968676,11.382280602670138,11.336660137847808,11.330098465439425,11.339690306852198,11.574063464228317,11.393777198042894,11.22828888369705,11.43005188680277,11.419563013476576,11.514860239172,11.383748890067055,11.354811251282186,11.267874065620786,11.358215909408111,11.594270105230306,11.415734692096475,11.378504795579252,11.360642623896846,11.312505616236395,11.353938546321919,11.292245699485834,11.168591771192817,11.291257569284907,11.272918120226654,11.511162411481912,11.321589979974643,11.339815994510413,11.345805397706535,11.370753002175084,11.314591344188278,11.403810559065358,11.391972755685929,11.275518287878091,11.385042861613313,11.345011529094757,11.371018785435776,11.49326043996223
