	AT1	AT2	Ciliated	Mast	Monocytes	Myofibroblasts	NK	T-CD4	T-CD8-CytT
COPE	1.807692307692308	1.296270718232044	1.1714285714285717	1.326086956521739	1.2976386600768808	1.3097345132743363	1.307101727447217	1.299445471349353	1.322524609148813
CORO1A	1.1730769230769231	1.761049723756906	1.9	1.7128146453089246	1.641954969796815	2.061946902654867	1.954254638515675	1.8632162661737524	1.7776491024898669
COTL1	1.6346153846153846	2.1892265193370166	2.071428571428572	2.106407322654462	2.2833607907743	2.185840707964602	2.442738323736404	2.3068391866913123	2.376954255935148
COX4I1	6.048076923076923	5.2714088397790055	4.971428571428572	4.913043478260869	5.255354200988468	5.15929203539823	5.213051823416507	5.126155268022181	5.143022582513028
COX5A	1.8173076923076923	1.6305248618784531	1.5	1.4725400457665905	1.6622734761120264	1.7492625368731562	1.7072936660268714	1.6538817005545283	1.6143601621308628
COX5B	3.4038461538461537	2.958563535911602	2.8714285714285714	2.47025171624714	2.86271279516749	2.5250737463126844	2.846129238643634	2.773105360443623	2.784018529241459
COX6A1	3.4134615384615383	2.6581491712707184	2.7357142857142858	2.259725400457666	2.619989017023613	2.471976401179941	2.6666666666666665	2.572550831792976	2.383902721482339
COX6B1	3.4711538461538463	3.136740331491713	2.9571428571428573	2.6819221967963385	3.130697419000549	2.811209439528024	3.053103007037748	3.000924214417745	2.990156340474812
COX6C	3.4326923076923075	2.99585635359116	2.592857142857143	2.643020594965675	2.904448105436573	3.330383480825959	2.873960332693538	2.9237523105360443	3.0052113491603936
COX7A2	3.326923076923077	3.1022099447513813	2.992857142857143	2.549199084668192	2.952773201537617	2.8997050147492627	2.871721049264236	2.894177449168207	2.762015055008685
COX7B	2.230769230769231	1.9620165745856355	1.6785714285714286	1.662471395881007	1.8901702361339925	1.8495575221238936	1.8630838131797824	1.805914972273568	1.873769542559352
COX7C	6.461538461538462	5.790745856353591	5.357142857142857	5.160183066361556	5.741900054914882	5.094395280235989	5.812220089571337	5.567467652495379	5.69137232194557
COX8A	3.105769230769231	2.7044198895027622	2.4857142857142858	2.364988558352403	2.5831960461285006	2.327433628318584	2.561740243122201	2.4865988909426986	2.4429646786334684
CRIP1	1.8365384615384608	1.0959944751381216	1.1071428571428572	0.9805491990846682	1.1641954969796815	0.9144542772861356	1.1209213051823417	1.08271719038817	1.2327735958309207
CST3	9.942307692307692	8.812845303867404	8.521428571428572	8.506864988558352	8.968149368478858	8.03834808259587	9.099808061420346	9.24630314232902	9.910828025477707
CST6	2.7884615384615383	0.8522099447513812	0.3571428571428571	0.7814645308924485	0.9071938495332236	0.7699115044247787	0.8387715930902111	0.6585027726432532	0.9189345686160972
CSTB	10.865384615384617	7.80732044198895	6.071428571428571	8.905034324942791	8.172981878088962	8.035398230088495	7.624440179142674	7.487985212569316	10.223508975101332
CTSB	3.480769230769231	3.9136740331491713	6.242857142857143	4.15675057208238	3.772103239978034	4.622418879056047	3.925143953934741	4.008780036968576	4.213665315576144
CTSC	2.1923076923076925	1.9613259668508287	2.157142857142857	1.953089244851259	1.9291598023064247	2.265486725663717	2.105566218809981	2.147412199630314	2.0028951939779964
CTSD	8.413461538461538	7.426104972375691	10.128571428571428	7.233409610983982	7.70785282811642	7.495575221238938	7.378119001919385	7.464417744916821	8.044006948465547
CTSH	1.5769230769230769	1.477900552486188	1.4642857142857142	1.3295194508009154	1.2657880285557386	1.6814159292035398	1.3624440179142674	1.3142329020332717	1.3109438332368268
CTSL	1.6538461538461535	1.299723756906077	1.7	1.5080091533180775	1.243272926963207	1.3628318584070795	1.2674344209852848	1.2333641404805915	1.2727272727272727
CTSS	2.8173076923076925	2.1429558011049723	2.607142857142857	2.322654462242563	2.370675453047776	2.3746312684365782	2.4241842610364683	2.402495378927912	2.76664736537348
CTSZ	2.125	1.8680939226519333	2.378571428571429	2.0469107551487413	2.0384404173531028	2.471976401179941	1.916826615483045	2.005083179297597	2.122177185871453
CUTA	1.5673076923076923	1.582182320441989	1.3714285714285714	1.2185354691075514	1.3399231191652938	1.2625368731563422	1.3989123480486243	1.426524953789279	1.4360162130862768
CXCL10	7.182692307692308	0.6546961325966851	0.9357142857142856	0.1933638443935926	0.2641405820977485	0.2743362831858407	0.2687140115163148	0.482902033271719	0.301679212507238
CXCL14	1.1826923076923077	1.0676795580110496	0.2785714285714286	1.3752860411899313	1.5529928610653487	1.920353982300885	1.0019193857965452	1.1298521256931608	1.229878401852924
CXCL2	3.2596153846153846	2.9523480662983426	2.071428571428572	2.287185354691076	2.6661175178473364	2.1976401179941	2.219769673704415	2.3086876155268024	2.6531557614360164
CXCL3	1.4519230769230769	2.3722375690607733	1.8785714285714288	1.356979405034325	1.846238330587589	1.2536873156342183	1.493282149712092	1.7171903881700554	1.960046323103648
CXCL8	3.932692307692308	3.998618784530387	4.871428571428571	3.064073226544622	3.5475013728720484	2.129793510324484	3.256238003838772	3.329944547134936	3.795020266357846
CXCR4	3.2788461538461537	2.651243093922652	3.171428571428572	2.889016018306636	2.760571114772103	2.566371681415929	2.8496481126039668	2.892329020332717	2.662420382165605
CYB5A	3.201923076923077	1.848756906077348	1.2214285714285715	1.7448512585812357	1.9044481054365727	2.1327433628318584	1.6964171465131157	1.8331792975970425	1.8946149392009264
CYBA	8.028846153846153	6.977209944751381	6.235714285714286	6.449656750572083	6.971993410214168	6.852507374631268	7.002879078694818	7.035582255083179	7.469021424435438
CYCS	1.990384615384616	1.6664364640883975	1.5357142857142858	1.467963386727689	1.7034596375617792	1.696165191740413	1.6014075495841331	1.6173752310536045	1.5923566878980893
DAD1	2.173076923076923	1.4509668508287292	1.4714285714285715	1.2013729977116705	1.3646348160351456	1.3185840707964602	1.401791426743442	1.3433456561922366	1.3537927041111757
DBI	3.4423076923076925	2.5718232044198897	2.5357142857142856	2.35812356979405	2.5491488193300382	2.595870206489676	2.650671785028791	2.518022181146026	2.6259409380428487
DCN	0.0288461538461538	2.095994475138121	1.5571428571428572	2.1052631578947367	1.7265238879736409	0.1209439528023598	0.9596928982725528	1.1779112754158965	1.0584829183555298
DDX5	4.759615384615385	3.587707182320442	3.764285714285714	3.393592677345538	3.313014827018122	3.265486725663717	3.4161868202175305	3.529112754158965	3.4944991314418066
DNAJA1	2.125	1.6015193370165746	1.3642857142857143	1.1498855835240274	1.4805052169137836	1.3156342182890854	1.4676903390914908	1.4930683918669132	1.4759698899826288
DNAJB1	2.519230769230769	1.8114640883977904	2.0642857142857145	1.7116704805491991	2.0494233937397035	1.7492625368731562	1.9638515674984005	1.9528650646950088	1.9722061378112328
DSTN	3.4038461538461537	1.953729281767956	1.6	1.794050343249428	2.095551894563427	1.7935103244837758	1.833653230966091	1.9574861367837333	1.7585408222350898
DUSP1	5.336538461538462	4.926104972375691	5.485714285714286	4.211670480549199	4.9945085118067	4.51622418879056	4.689059500959693	4.573937153419593	4.9455703532136654
DUSP2	0.9134615384615384	1.076657458563536	1.6071428571428572	0.9748283752860412	1.042284459088413	0.8938053097345132	1.038387715930902	0.9963031423290204	1.0631152287203245
DYNLL1	4.201923076923077	3.455801104972376	3.05	2.683066361556064	3.2910488742449204	3.0265486725663715	3.1381957773512474	3.183456561922366	3.079907353792704
DYNLRB1	1.7211538461538465	1.2941988950276244	1.2714285714285714	1.1109839816933638	1.3009335529928612	1.233038348082596	1.1951375559820858	1.2809611829944547	1.2304574406485234
EDF1	3.548076923076923	2.834944751381216	2.65	2.54233409610984	2.849533223503569	2.9528023598820057	2.7536788227767115	2.6649722735674675	2.7290098436595254
EEF1A1	54.10576923076923	50.77486187845304	52.25714285714286	46.18535469107552	49.70510708401977	48.634218289085545	50.124440179142674	50.42975970425139	50.30573248407644
EEF1B2	7.903846153846154	6.30732044198895	6.671428571428572	5.903890160183066	6.506315211422296	6.601769911504425	6.480806142034549	6.328096118299445	6.263462651997684
EEF1D	6.980769230769231	6.737569060773481	5.785714285714286	6.01258581235698	6.646348160351455	7.6342182890855455	6.410108765195138	6.404343807763401	6.270990156340475
EEF2	5.019230769230769	4.833563535911602	4.885714285714286	4.18649885583524	4.674903898956617	4.365781710914455	4.59404990403071	4.603974121996303	4.320208453966416
EGR1	1.8846153846153848	1.4620165745856353	1.1714285714285717	1.3409610983981692	1.4261394838001098	0.991150442477876	1.27191298784389	1.3197781885397413	1.4163288940359005
EIF1	19.057692307692307	14.582872928176796	14.564285714285717	12.65675057208238	14.257550796265788	14.315634218289086	14.073256557901471	14.072550831792976	14.20845396641575
EIF3E	3.423076923076923	2.8183701657458564	2.65	2.570938215102975	2.683141131246568	2.672566371681416	2.854766474728087	2.7809611829944547	2.694267515923567
EIF3F	2.0576923076923075	1.8314917127071824	1.7785714285714285	1.5503432494279177	1.84898407468424	1.766961651917404	1.7847088931541906	1.7084103512014788	1.7046902142443543
EIF3H	2.25	2.1705801104972378	1.9928571428571429	1.7963386727688788	2.165842943437672	2.2448377581120944	2.098848368522073	2.000924214417745	2.059640995946729
EIF3K	2.6153846153846154	2.471685082872928	2.5785714285714287	2.2585812356979407	2.551345414607358	2.504424778761062	2.528150991682661	2.575323475046211	2.4313839027214823
EIF4A2	1.7115384615384617	1.7672651933701655	1.8071428571428567	1.5240274599542334	1.6930258099945086	1.59882005899705	1.701535508637236	1.761090573012939	1.664157498552403
EIF4G2	1.9711538461538465	1.5808011049723756	1.4285714285714286	1.3810068649885583	1.5233388248215267	1.4926253687315634	1.483365323096609	1.4782809611829943	1.4192240880138969
EIF5	1.9615384615384608	1.2444751381215469	1.3642857142857143	1.125858123569794	1.2185612300933553	1.1858407079646018	1.2392834293026231	1.1829944547134936	1.1603937463810077
ELF3	2.5961538461538463	1.792817679558011	1.6785714285714286	1.5137299771167048	1.7951674903898958	1.5663716814159292	1.7261676263595649	1.6247689463955637	1.6039374638100752
EMP3	2.6826923076923075	2.1519337016574585	2.4785714285714286	1.9221967963386728	2.0950027457440967	2.023598820058997	2.1071657069737686	2.105822550831793	2.182397220613781
ENO1	6.028846153846154	3.719613259668508	3.507142857142857	3.227688787185355	3.5656232839099395	3.864306784660767	3.843570057581574	3.5466728280961184	3.455703532136653
ENY2	1.5576923076923077	1.12707182320442	1.0714285714285714	1.0560640732265447	1.2026359143327845	1.2418879056047198	1.143314139475368	1.145101663585952	1.136653155761436
EPCAM	2.7211538461538463	1.477900552486188	1.2714285714285714	1.2208237986270023	1.4222954420647995	1.2300884955752212	1.3278950735764556	1.3082255083179295	1.2588303416328894
ERGIC3	1.932692307692308	1.1657458563535912	1.1714285714285717	1.0068649885583525	1.2081274025260846	1.047197640117994	1.0975687779910428	1.1298521256931608	1.092646207295889
ERH	1.865384615384616	1.2638121546961325	1.1142857142857143	1.1521739130434785	1.2460186710598573	1.2625368731563422	1.2376839411388356	1.2444547134935304	1.2177185871453386
ERO1A	1.6538461538461535	0.5517955801104972	0.4285714285714285	0.4588100686498856	0.4442613948380011	0.5103244837758112	0.5124760076775432	0.4695009242144177	0.4881297046902142
ERP29	1.75	1.632596685082873	1.6214285714285714	1.4073226544622426	1.5205930807248764	1.4749262536873156	1.529110684580934	1.5864140480591498	1.5072379849449913
FABP4	4.884615384615385	2.7396408839779007	3.192857142857143	2.107551487414188	2.629873695771554	2.687315634218289	2.700895713371721	2.7518484288354896	2.982628836132021
FABP5	2.7596153846153846	1.9951657458563536	2.3	2.081235697940504	1.9802306425041185	1.943952802359882	2.2037747920665387	2.210720887245841	2.2872032426172555
FAM177A1	1.6923076923076923	1.2493093922651934	1.5071428571428571	1.0160183066361557	1.5606809445359693	0.8584070796460177	1.3637236084452975	1.4440850277264323	1.4788650839606254
FAU	15.653846153846152	14.393646408839778	14.92142857142857	12.604118993135012	13.689181768259198	12.775811209439528	13.843250159948816	13.63909426987061	13.464389114070643
FBP1	2.8461538461538463	2.023480662983425	1.9928571428571429	1.797482837528604	2.375617792421746	1.9941002949852509	2.1190019193857967	2.1243068391866915	2.3630573248407645
FCER1G	5.182692307692308	3.994475138121547	5.121428571428571	3.811212814645309	3.9939593629873698	4.07669616519174	4.299424184261037	4.4621072088724585	4.565720903300521
FCGR3A	1.0865384615384617	1.1049723756906078	1.6	1.125858123569794	1.112026359143328	1.0029498525073746	1.1097248880358286	1.1908502772643252	1.288361320208454
FCGRT	1.7596153846153846	1.6609116022099448	2.0428571428571427	1.497711670480549	1.6897309170785282	1.7079646017699115	1.6801023672424824	1.6940850277264323	1.7290098436595251
FIS1	1.865384615384616	1.406767955801105	0.9928571428571428	1.1270022883295194	1.3547501372872048	1.3392330383480826	1.263275751759437	1.3576709796672828	1.2993630573248407
FKBP1A	2.1634615384615383	1.7769337016574585	1.8571428571428568	1.511441647597254	1.9275123558484348	1.6932153392330382	1.736084452975048	1.728743068391867	1.7156919513607412
FN1	2.144230769230769	2.569751381215469	2.3	1.8237986270022883	2.7188358045030205	1.887905604719764	2.4075495841330774	2.830406654343808	2.495078170237406
