	AT1	AT2	Ciliated	Mast	Monocytes	Myofibroblasts	NK	T-CD4	T-CD8-CytT
FOS	5.913461538461538	5.270718232044199	5.164285714285715	4.954233409610984	5.200439319055464	4.699115044247788	5.147472808701216	5.169593345656192	5.282570932252461
FOSB	2.5865384615384617	2.173342541436464	1.8	1.9862700228832952	2.0378912685337727	1.480825958702065	1.827895073576456	2.079944547134936	2.2015055008685582
FTH1	119.0673076923077	100.86395027624307	105.25714285714284	85.7345537757437	104.45140032948927	80.6047197640118	94.99808061420346	104.32347504621072	108.96062536189925
FTL	185.30769230769232	154.60013812154696	168.56428571428572	143.10526315789474	156.11532125205932	153.10324483775813	152.22776711452337	152.865988909427	175.98494499131442
FXYD5	2.5576923076923075	2.1035911602209945	1.9642857142857144	1.921052631578948	2.042284459088413	1.9941002949852509	2.0806142034548945	1.9852125693160807	2.0660104226983207
G0S2	0.5673076923076923	1.350828729281768	2.021428571428572	1.4553775743707094	1.1191652937946184	0.8820058997050148	1.2149712092130518	1.1839186691312384	1.1991893456861609
GAPDH	20.923076923076923	17.430248618784532	16.228571428571428	14.54462242562929	16.907193849533222	18.53982300884956	16.466090850927703	16.335027726432532	16.345107122177186
GCHFR	2.0288461538461537	1.550414364640884	1.9785714285714289	1.434782608695652	1.673256452498627	1.0884955752212389	1.5754958413307742	1.587800369685767	1.6792125072379849
GLRX	1.8269230769230769	1.5138121546961325	1.2	1.3981693363844394	1.629873695771554	1.4100294985250736	1.5326295585412668	1.5813308687615526	1.6265199768384482
GLUL	3.3846153846153846	2.588397790055249	4.264285714285714	2.7929061784897025	2.680944535969248	2.265486725663717	2.805822136916187	2.666820702402957	2.950781702374059
GMFG	1.5769230769230769	1.558011049723757	1.8642857142857143	1.5205949656750573	1.5722130697419	1.672566371681416	1.6413947536788227	1.5499075785582257	1.7348002316155182
GNAS	2.0961538461538463	2.076657458563536	1.5571428571428572	1.725400457665904	2.086765513454146	1.887905604719764	1.989443378119002	2.0794824399260627	1.9861030689056167
GNB2	1.6538461538461535	1.2921270718232043	0.95	1.165903890160183	1.3185063152114225	1.5545722713864307	1.2264875239923223	1.3183918669131238	1.2507237984944992
GNG5	2.75	1.907458563535912	2.007142857142857	1.6224256292906178	1.9379461834157057	1.6047197640117994	1.8470889315419063	1.828558225508318	1.8430804863925885
GNLY	0.4230769230769231	1.4841160220994476	1.45	1.002288329519451	1.3640856672158157	1.896755162241888	1.216890595009597	1.6247689463955637	1.5396641574985523
GPX1	5.721153846153846	6.0759668508287294	5.4	5.257437070938215	6.14827018121911	5.646017699115045	5.950735764555343	6.118761552680222	6.156340474811812
GPX4	5.461538461538462	4.737569060773481	4.064285714285714	3.685354691075515	4.231740801757276	4.640117994100295	4.1487523992322455	4.365526802218114	4.290677475390851
GRN	4.663461538461538	3.1671270718232045	4.121428571428571	2.6899313501144166	3.585941790225151	3.1710914454277286	3.2092130518234163	3.5462107208872458	3.7220613781123335
GSN	1.1634615384615383	1.7534530386740332	1.1928571428571428	1.1510297482837528	1.483800109829764	0.9233038348082596	1.1589891234804863	1.3331792975970425	1.1852924145917776
GSTO1	1.865384615384616	1.5359116022099448	1.6071428571428572	1.4187643020594969	1.5788028555738605	1.4395280235988202	1.592130518234165	1.6016635859519408	1.5726693688477127
GSTP1	8.461538461538462	6.3819060773480665	5.021428571428571	5.718535469107551	6.361889071938496	6.244837758112094	6.212092130518234	6.096118299445472	5.751592356687898
GUK1	3.875	2.9785911602209945	2.585714285714286	2.5926773455377576	3.062602965403624	3.2448377581120944	2.719769673704415	2.852587800369686	2.795020266357846
HBA1	0.0288461538461538	0.8915745856353591	0.9285714285714286	3.019450800915332	0.7891268533772653	0.0471976401179941	1.254638515674984	0.1954713493530499	1.148233931673422
HBA2	0.1057692307692307	1.308011049723757	1.7785714285714285	3.8947368421052633	1.2383305875892368	0.0973451327433628	2.174664107485605	0.4759704251386321	2.228720324261725
HBB	0.2211538461538461	2.560082872928177	14.714285714285714	7.622425629290618	2.9176276771004943	0.1858407079646017	4.007997440818938	1.2523105360443625	4.973943254198031
HCST	1.5865384615384617	1.6146408839779005	1.6571428571428573	1.3958810068649885	1.470071389346513	1.4601769911504423	1.5313499680102367	1.5928835489833642	1.704111175448755
HERPUD1	1.807692307692308	1.5946132596685083	1.3428571428571427	1.4153318077803203	1.227896760021966	1.1386430678466075	1.4353806781829814	1.2957486136783734	1.518239722061378
HIGD2A	1.5	1.694060773480663	1.6214285714285714	1.453089244851259	1.6117517847336629	1.575221238938053	1.6481126039667306	1.6903881700554528	1.6612623045744064
HINT1	5.6923076923076925	5.014502762430939	4.571428571428571	4.165903890160183	5.017023613399231	5.277286135693215	4.800383877159309	4.800369685767098	4.619571511291256
HLA-A	16.346153846153847	13.880524861878452	13.214285714285714	12.45766590389016	13.112026359143329	12.952802359882003	13.313499680102368	12.961645101663589	13.352634626519976
HLA-B	18.21153846153846	16.01795580110497	15.25	14.77116704805492	15.037891268533771	14.262536873156344	15.5850927703135	15.248613678373385	15.496815286624203
HLA-C	14.884615384615383	13.295580110497236	12.735714285714286	11.538901601830664	11.950576606260295	11.427728613569322	12.589251439539348	12.378927911275415	12.455124493341051
HLA-DMA	2.1634615384615383	1.9240331491712708	1.95	1.921052631578948	1.908841295991213	1.7787610619469028	2.045425463851568	2.048059149722736	2.1279675738274464
HLA-DPA1	7.8076923076923075	6.800414364640884	7.071428571428571	6.654462242562929	6.906644700713893	6.817109144542773	7.77191298784389	7.7532347504621075	7.890561667631731
HLA-DPB1	8.490384615384615	7.999309392265193	8.757142857142858	7.808924485125858	7.70895112575508	7.755162241887906	8.639475367882278	8.675138632162662	8.895773016792125
HLA-DQA1	3.0	3.4060773480662982	3.628571428571429	3.2162471395881007	3.5507962657880285	3.156342182890856	3.7492002559181055	4.035582255083179	4.265199768384481
HLA-DQA2	1.8557692307692308	0.819060773480663	0.8928571428571429	0.6224256292906178	0.728171334431631	0.775811209439528	0.8160588611644274	0.8687615526802218	0.7498552403011002
HLA-DQB1	4.951923076923077	3.779696132596685	4.228571428571429	3.609839816933639	3.866556836902801	3.7728613569321534	4.050863723608446	4.383548983364141	4.282570932252461
HLA-DRA	27.40384615384616	19.8121546961326	20.77857142857143	19.58695652173913	20.65238879736409	20.12094395280236	21.80934101087652	23.205637707948245	22.62072958888245
HLA-DRB1	10.576923076923077	9.41988950276243	10.564285714285717	9.61212814645309	10.166392092257002	9.92330383480826	10.76167626359565	11.480591497227357	11.379270411117544
HLA-DRB5	4.326923076923077	2.609116022099448	1.985714285714285	2.324942791762014	2.6194398682042834	2.713864306784661	2.81445937300064	2.707486136783734	2.947307469600464
HLA-E	4.019230769230769	4.206491712707182	5.435714285714286	3.8810068649885583	3.85612300933553	4.156342182890856	4.074536148432502	3.983364140480592	4.00810654313839
HMGB1	4.384615384615385	3.3404696132596685	3.192857142857143	3.082379862700229	3.3053267435475013	3.6253687315634218	3.266474728087012	3.452865064695009	3.1111754487550667
HMGN1	3.0	2.423342541436464	2.1357142857142857	2.138443935926773	2.3767160900604063	2.4277286135693217	2.287587971849008	2.442698706099815	2.25767226404169
HMGN2	3.692307692307693	2.507596685082873	2.107142857142857	2.176201372997712	2.4382207578253707	2.6519174041297937	2.425143953934741	2.4413123844731976	2.412275622466705
HNRNPA1	5.798076923076923	5.337707182320442	5.414285714285715	4.913043478260869	5.199341021416804	5.430678466076696	5.338131797824696	5.353512014787431	5.026635784597568
HNRNPA2B1	3.125	2.56353591160221	2.3	2.274599542334096	2.519494783086216	2.634218289085546	2.4213051823416505	2.4098890942698707	2.3335263462652
HNRNPC	2.0096153846153846	1.6533149171270718	1.6214285714285714	1.3810068649885583	1.5442064799560682	1.4955752212389382	1.59149072296865	1.5720887245841035	1.5251881876085698
HNRNPDL	2.2788461538461537	1.7562154696132597	1.6571428571428573	1.545766590389016	1.6963207029104888	1.752212389380531	1.6845809341010876	1.6959334565619224	1.704111175448755
HNRNPK	2.1634615384615383	1.7444751381215469	1.871428571428572	1.532036613272311	1.6787479406919277	1.7404129793510323	1.6660268714011517	1.7754158964879851	1.6647365373480023
HOPX	2.519230769230769	1.2693370165745856	0.6714285714285714	1.2643020594965677	1.2322899505766065	1.353982300884956	1.4168266154830451	1.183456561922366	1.280833815865663
HP	0.25	4.008977900552487	0.2071428571428571	7.501144164759725	3.1751784733662825	0.1002949852507374	2.8336532309660907	2.261552680221812	0.726693688477128
HPGD	1.0673076923076923	2.570441988950276	0.7285714285714285	1.5080091533180775	2.205930807248764	1.247787610619469	1.5217530390275111	2.0254158964879854	1.894035900405327
HSBP1	1.9038461538461533	1.25207182320442	1.2642857142857142	1.1189931350114417	1.2811641954969797	1.2359882005899705	1.2338451695457453	1.1991682070240297	1.1598147075854082
HSP90AA1	10.009615384615383	7.1871546961325965	6.035714285714286	6.050343249427917	6.86051619989017	7.109144542772861	7.189699296225208	6.75554528650647	6.944412275622467
HSP90AB1	4.557692307692308	3.8031767955801103	3.35	3.137299771167048	3.4316309719934104	3.454277286135693	3.587012156110045	3.56007393715342	3.397220613781123
HSP90B1	2.519230769230769	2.1277624309392267	2.1142857142857143	2.234553775743707	2.166941241076332	2.109144542772861	2.1986564299424183	2.1099815157116453	2.118123914302258
HSPA1A	2.3461538461538463	2.207182320441989	1.95	2.2379862700228834	2.471718835804503	1.9852507374631267	2.5770953294945618	2.378927911275416	2.4128546612623047
HSPA5	1.9038461538461533	1.3453038674033149	1.3642857142857143	1.1899313501144164	1.2108731466227347	1.191740412979351	1.2981445937300065	1.232902033271719	1.3028372900984366
HSPA8	4.394230769230769	3.8646408839779007	3.321428571428572	3.232265446224256	3.809445359692477	3.8171091445427727	3.734165067178503	3.588724584103512	3.5327156919513607
HSPB1	4.865384615384615	5.06353591160221	3.164285714285714	4.133867276887872	4.781438769906645	5.212389380530974	4.498080614203455	4.347504621072089	4.713375796178344
HSPE1	2.451923076923077	2.3273480662983426	1.7357142857142858	2.0366132723112127	2.313014827018122	2.265486725663717	2.3803582853486884	2.225970425138632	2.226983207874928
ID2	1.4038461538461535	1.8031767955801103	2.3642857142857143	1.4519450800915332	1.585392641405821	1.4926253687315634	1.6311580294305823	1.7074861367837335	1.7955993051534451
IER2	3.201923076923077	2.655386740331492	2.378571428571429	2.473684210526316	2.6254805052169137	2.5811209439528024	2.515355086372361	2.4685767097966727	2.530399536768964
IER3	1.7115384615384617	1.738950276243094	1.5142857142857142	1.597254004576659	1.7188358045030203	1.1740412979351031	1.6282789507357645	1.7966728280961184	1.81702374059062
IFI27	6.153846153846154	4.892955801104972	2.2928571428571427	4.353546910755148	5.6644700713893466	3.828908554572272	4.611964171465131	3.88724584103512	4.769542559351477
IFI6	3.4326923076923075	2.0794198895027622	2.192857142857143	2.4393592677345537	2.399780340472268	1.7492625368731562	2.5515035188739605	2.072550831792976	2.3977996525767225
IFITM2	1.5673076923076923	1.8314917127071824	1.9428571428571428	1.696796338672769	1.728171334431631	1.59882005899705	1.718809980806142	1.75	1.7730167921250723
IFITM3	3.1346153846153846	3.194060773480663	3.128571428571429	2.763157894736842	3.0642504118616145	2.253687315634218	3.151951375559821	2.790203327171904	2.762015055008685
IGFBP7	0.3846153846153846	2.4806629834254146	2.9857142857142858	1.0949656750572083	2.4656781987918728	0.9557522123893806	1.2421625079974408	1.2777264325323474	0.6699478865083961
IGHA1	18.115384615384617	18.88535911602209	7.8428571428571425	11.662471395881006	9.314662273476111	12.808259587020649	9.210172744721689	16.987985212569317	9.56572090330052
IGHA2	0.0576923076923076	2.7168508287292816	0.4714285714285714	0.7151029748283753	0.9588138385502472	1.6135693215339233	0.4939219449776071	2.717652495378928	1.032426172553561
IGHD	0.0576923076923076	2.7859116022099446	0.1	0.0823798627002288	0.1186161449752883	0.1002949852507374	0.0908509277031349	0.1358595194085027	2.003474232773596
IGHG1	31.98076923076923	14.998618784530386	0.6071428571428571	27.21395881006865	14.343218012081277	7.442477876106195	16.68266154830454	6.8877079482439925	11.759119861030689
IGHG2	5.461538461538462	6.874309392265193	0.1	0.1361556064073226	0.2476661175178473	1.2861356932153392	1.279910428662828	0.4343807763401109	1.2188766647365374
IGHG3	27.02884615384616	19.694751381215468	0.5571428571428572	27.53318077803204	12.27951674903899	9.743362831858407	18.191298784388994	8.622920517560074	13.642733063115228
IGHG4	10.576923076923077	6.598066298342541	0.3214285714285714	16.612128146453088	3.4909390444810544	3.12094395280236	9.344529750479849	3.44547134935305	10.28488708743486
IGHGP	4.221153846153846	0.6049723756906077	0.0357142857142857	2.093821510297482	3.095551894563427	0.7551622418879056	1.517274472168906	0.3424214417744917	1.965836711059641
IGHM	0.2980769230769231	1.2209944751381216	0.4928571428571429	14.176201372997712	1.186161449752883	0.2094395280235988	4.14171465131158	0.8410351201478743	9.30862767805443
IGKC	64.42307692307692	124.07872928176796	26.12142857142857	98.12814645308924	47.54530477759473	96.6401179941003	99.86084452975048	44.49075785582255	106.68094962362478
IGLC2	37.71153846153846	51.37845303867403	1.707142857142857	73.66247139588101	32.17078528281164	6.831858407079646	27.88995521433141	33.910813308687615	30.971627099015635
IGLC3	36.55769230769231	12.10220994475138	0.75	27.191075514874143	23.761669412410765	0.3716814159292035	9.192898272552783	13.552218114602589	13.06774753908512
IGLL5	2.3365384615384617	0.0207182320441988	0.0285714285714285	0.7517162471395881	0.1125755079626578	0.0206489675516224	0.0483045425463851	0.0637707948243992	0.0260567458019687
IL32	4.182692307692308	3.153314917127072	3.007142857142857	2.8661327231121283	3.028006589785832	3.4513274336283186	2.976007677543186	2.999537892791128	2.9542559351476547
ISG15	4.471153846153846	2.8535911602209945	1.8142857142857145	3.145308924485126	3.012081274025261	1.8997050147492625	3.2536788227767115	2.7634011090573014	3.233931673422119
ITGB2	1.1634615384615383	1.1774861878453038	1.5714285714285714	1.0640732265446224	1.186710598572213	1.359882005899705	1.2872680742162508	1.1876155268022182	1.2819918934568617
ITM2B	6.548076923076923	4.651933701657459	4.985714285714286	4.255148741418764	4.727622185612301	4.241887905604719	4.411708253358925	4.538817005545287	4.713375796178344
JCHAIN	7.4423076923076925	9.801795580110497	3.6857142857142855	5.797482837528604	3.9950576606260295	6.699115044247788	3.110364683301344	5.607670979667283	5.781123335263462
JTB	2.1538461538461537	1.99585635359116	1.6071428571428572	1.6727688787185355	1.99121361889072	2.144542772861357	1.826935380678183	1.9491682070240293	1.9027214823393168
JUN	7.9326923076923075	6.277624309392265	5.792857142857143	5.685354691075515	6.163646348160351	5.0825958702064895	5.858925143953935	6.092883548983364	5.843659525188188
JUNB	6.778846153846154	6.580801104972376	7.628571428571429	6.355835240274599	6.489840746842394	5.814159292035399	6.490083173384517	6.276802218114603	6.387376954255935
JUND	1.5576923076923077	1.319060773480663	1.1214285714285714	1.1521739130434785	1.2926963207029103	1.162241887905605	1.192898272552783	1.2629390018484288	1.3126809496236247
KDELR2	2.144230769230769	1.3093922651933705	0.8714285714285714	1.1075514874141876	1.4211971444261395	1.3628318584070795	1.255278310940499	1.3673752310536045	1.2756224667052694
KLF6	4.605769230769231	3.9205801104972378	4.678571428571429	3.755148741418764	4.0768808347062055	3.383480825958702	4.063659628918746	4.111829944547135	4.379849449913144
KRT10	2.394230769230769	1.4454419889502763	1.457142857142857	1.2894736842105263	1.416254805052169	1.7404129793510323	1.448816378758797	1.44547134935305	1.4354371742906775
KRT18	5.384615384615385	3.217541436464088	2.307142857142857	2.408466819221968	3.1619989017023613	2.8171091445427727	2.9145873320537428	2.918669131238447	3.0312680949623623
KRT19	10.35576923076923	4.05524861878453	3.2142857142857144	3.1784897025171626	3.944535969247666	3.445427728613569	4.048624440179142	3.361829944547135	3.976259409380429
KRT7	5.086538461538462	2.494475138121547	0.8214285714285714	1.7299771167048057	2.619989017023613	1.9646017699115044	2.088291746641074	1.8470425138632165	2.0833815865663
KRT8	2.951923076923077	1.9633977900552488	2.2214285714285715	1.532036613272311	2.3047775947281712	1.5073746312684366	1.9676903390914908	1.8216266173752311	2.010422698320788
LAMTOR1	1.6346153846153846	1.453729281767956	1.4357142857142855	1.173913043478261	1.4069192751235584	1.2507374631268438	1.3678822776711452	1.3706099815157116	1.3520555877243776
LAMTOR4	2.0	1.8453038674033149	1.8142857142857145	1.5297482837528604	1.7408017572762218	1.9115044247787607	1.6698656429942418	1.699630314232902	1.7180081065431383
LAMTOR5	2.076923076923077	1.457182320441989	1.4357142857142855	1.223112128146453	1.3750686436024162	1.359882005899705	1.3682021753039026	1.353974121996303	1.398378691372322
LAPTM4A	1.7980769230769231	1.388121546961326	1.542857142857143	1.242562929061785	1.372872048325096	1.1150442477876106	1.3989123480486243	1.387707948243993	1.3074696004632311
LAPTM5	2.9615384615384617	3.2679558011049723	4.35	3.1739130434782608	3.1515650741350907	3.182890855457228	3.3957133717210493	3.3327171903881703	3.548349739432542
LCN2	1.6057692307692308	0.3508287292817679	0.1285714285714285	0.1842105263157894	0.7737506864360242	0.3480825958702065	0.5326295585412668	0.377079482439926	1.2570932252460916
LDHA	4.307692307692308	3.872237569060773	4.592857142857143	3.509153318077803	3.8500823723229	3.5722713864306783	3.660268714011517	3.5346580406654344	3.5147654892877824
LDHB	4.288461538461538	3.229281767955801	2.242857142857143	2.4679633867276887	2.812740252608457	3.0471976401179943	2.9161868202175305	3.0439001848428835	2.713954834973943
LGALS1	5.759615384615385	6.6470994475138125	7.278571428571428	5.875286041189932	6.690829214717188	5.917404129793511	6.530710172744722	7.365988909426987	7.390851187029531
LGALS3	11.163461538461538	6.022790055248619	6.271428571428571	5.522883295194508	6.024162548050522	5.174041297935103	5.835252719129879	5.711645101663586	6.840185292414592
LGALS3BP	2.548076923076923	1.444060773480663	1.2142857142857142	1.070938215102975	1.4080175727622186	0.9970501474926252	1.420985284708893	1.2869685767097967	1.3051534452808338
LITAF	1.5961538461538465	1.569060773480663	2.0285714285714285	1.394736842105263	1.5656232839099395	1.424778761061947	1.527191298784389	1.6261552680221811	1.565720903300521
LMNA	3.644230769230769	2.357044198895028	1.8	2.3260869565217392	2.334980779791324	2.0	2.174024312220089	2.289741219963032	2.3555298204979733
LRRFIP1	1.6826923076923077	1.3107734806629834	1.5214285714285714	1.242562929061785	1.3525535420098846	1.28023598820059	1.336852207293666	1.36090573012939	1.4024319629415172
LSM5	1.5673076923076923	0.9447513812154696	0.8285714285714286	0.8146453089244852	1.0104338275672706	0.9292035398230089	0.8832373640435061	0.9634935304990758	0.9386218876664736
LST1	1.2884615384615383	1.4454419889502763	1.7714285714285714	1.303203661327231	1.5826468973091707	1.4778761061946903	1.5985284708893155	1.6021256931608132	1.7423277359583091
LTB	2.3365384615384617	2.229972375690608	3.0357142857142856	2.1327231121281462	2.0521691378363536	2.221238938053097	2.300063979526552	2.3932532347504623	2.334105385060799
LY6E	4.307692307692308	3.984116022099448	3.2357142857142858	3.823798627002288	4.090060406370126	3.855457227138643	3.952655150351888	3.955637707948244	3.922408801389693
LYZ	11.634615384615383	6.761740331491713	6.457142857142857	7.483981693363845	7.174080175727622	6.40117994100295	7.0361484325016	7.164972273567468	7.061378112333526
MAL2	1.7980769230769231	0.9564917127071824	0.3142857142857143	1.1189931350114417	1.116419549697968	1.536873156342183	0.9117082533589252	1.0730129390018484	0.9322524609148812
MALAT1	253.41346153846155	260.05041436464086	236.6642857142857	258.5503432494279	239.84898407468424	239.43362831858408	262.8691618682022	266.9246765249538	243.12738853503183
MARCO	3.1923076923076925	2.0255524861878453	2.307142857142857	2.0766590389016018	2.119165293794618	1.5604719764011798	2.1589891234804863	2.436229205175601	2.451071221771859
MCL1	2.519230769230769	1.8135359116022096	1.7142857142857142	1.7585812356979404	1.7764964305326745	1.551622418879056	1.7021753039027512	1.7301293900184842	1.896931094383324
MDK	2.25	2.4889502762430937	1.6357142857142857	1.9816933638443937	2.525535420098847	2.12094395280236	2.1362763915547025	2.077634011090573	1.903300521134916
MGP	0.7884615384615384	1.7534530386740332	1.6	2.751716247139588	2.542559033498078	0.5427728613569321	1.776391554702495	1.6150646950092422	1.0150550086855818
MGST1	3.990384615384616	2.598066298342541	1.5785714285714283	1.929061784897025	2.328940142778693	2.7315634218289087	2.09660908509277	2.2435304990757854	2.2061378112333525
MGST3	2.0	1.6194751381215469	1.6428571428571428	1.4073226544622426	1.6035145524437122	1.415929203539823	1.589251439539347	1.599815157116451	1.647365373480023
MIF	1.5480769230769231	1.4993093922651934	2.071428571428572	1.2162471395881007	1.5057660626029654	1.191740412979351	1.4603326935380678	1.5249537892791127	1.384481760277939
MRPL20	1.6153846153846154	1.1864640883977902	0.9285714285714286	0.9862700228832952	1.0823723228995057	1.0884955752212389	1.065579014715291	1.0928835489833642	1.059061957151129
MRPL51	1.6346153846153846	1.2658839779005524	1.1	1.0297482837528604	1.2828116419549698	1.2831858407079646	1.1906589891234804	1.206561922365989	1.1731325998841922
MT-ATP6	35.44230769230769	29.07113259668508	30.807142857142857	27.19794050343249	28.88358045030203	27.557522123893804	28.54638515674984	29.22550831792976	28.971627099015635
MT-CO1	81.98076923076923	59.54488950276243	63.44285714285714	52.220823798627	62.17462932454695	58.48377581120944	60.36756238003839	59.66404805914972	61.030110017371165
MT-CO2	65.0	49.33425414364641	57.45	40.74485125858124	50.87479406919275	52.35398230088496	48.71017274472169	48.24399260628466	49.12565141864505
MT-CO3	59.83653846153846	50.10842541436464	48.66428571428571	45.98283752860412	50.60790774299835	46.96755162241888	49.06461932181702	49.18530499075786	48.63810075275043
MT-CYB	33.32692307692308	26.22306629834254	26.7	23.270022883295194	26.68094453596925	24.654867256637168	25.800703774792066	25.76478743068392	25.09206716850029
MT-ND1	42.18269230769231	30.950276243093924	30.978571428571428	25.77574370709382	30.355299286106536	30.09439528023599	29.98752399232246	30.56192236598891	30.162709901563403
MT-ND2	51.00961538461539	35.29074585635359	36.207142857142856	30.018306636155607	35.546403075233385	34.666666666666664	34.8320537428023	34.780499075785585	35.386797915460335
MT-ND3	17.875	13.42817679558011	14.371428571428572	12.30549199084668	13.2723778143877	13.14749262536873	13.34293026231606	13.5318853974122	13.344528083381586
MT-ND4	50.41346153846154	35.469613259668506	39.50714285714286	31.17162471395881	36.01867105985722	34.41002949852508	36.11676263595649	35.1677449168207	34.844817602779386
MT-ND5	7.461538461538462	5.973066298342541	6.921428571428572	5.409610983981693	6.236133992311917	6.07669616519174	6.297184900831734	5.999537892791127	5.97510133178923
MT1E	1.8461538461538465	1.171270718232044	1.0357142857142858	1.3478260869565215	1.1883580450302031	1.3303834808259587	1.1308381317978249	1.0928835489833642	0.8419224088013897
MT1X	3.3846153846153846	1.1906077348066295	1.707142857142857	1.7505720823798627	1.2981878088962109	1.3982300884955752	1.2178502879078694	1.2509242144177448	0.969889982628836
MT2A	5.923076923076923	4.859806629834254	4.642857142857143	5.506864988558353	4.915431081823174	5.339233038348082	4.126999360204734	4.495841035120148	3.74174869716271
MTDH	2.076923076923077	1.7658839779005524	1.8428571428571427	1.5983981693363845	1.7841845140032948	1.8672566371681416	1.709532949456174	1.739833641404806	1.6172553561088594
MUC1	2.5384615384615383	1.7106353591160222	1.05	1.4336384439359269	1.5952773201537618	1.775811209439528	1.5335892514395393	1.400184842883549	1.5118702953097858
MYDGF	1.6634615384615383	1.2140883977900552	1.4214285714285717	1.2585812356979404	1.3256452498627127	1.2094395280235988	1.2223288547664748	1.1640480591497226	1.240880138969311
MYL12A	5.288461538461538	4.148480662983426	3.7	3.624713958810069	3.900054914881933	3.994100294985251	3.953294945617402	3.946395563770795	4.027214823393168
MYL12B	4.201923076923077	2.921961325966851	2.692857142857143	2.486270022883295	2.9445359692476663	3.070796460176992	2.894113883557261	2.914048059149722	2.825709322524609
MYL6	11.153846153846152	10.38328729281768	9.871428571428572	9.609839816933638	10.253157605711149	9.825958702064897	10.106525911708252	10.079482439926062	9.840185292414592
MZT2A	1.5865384615384617	1.169889502762431	1.1857142857142855	1.0389016018306636	1.158154859967051	1.0265486725663715	1.1225207933461292	1.1201478743068392	1.0474811812391431
MZT2B	1.990384615384616	1.7527624309392265	1.871428571428572	1.4610983981693364	1.686985172981878	1.6047197640117994	1.645873320537428	1.5891866913123844	1.5437174290677476
NACA	10.913461538461538	9.74378453038674	10.15	8.231121281464532	9.628775398132897	9.43952802359882	9.34804862444018	9.231977818853974	9.155761436016212
NAP1L1	2.7211538461538463	2.902624309392265	2.7357142857142858	2.6864988558352403	2.7666117517847337	2.725663716814159	3.0611004478566857	2.974584103512014	2.727272727272727
NAPSA	4.240384615384615	2.508977900552486	2.192857142857143	2.704805491990846	2.42888522789676	1.9174041297935105	2.1954574536148432	1.959796672828096	2.035900405327157
NDUFA1	2.0	1.674723756906077	1.5928571428571427	1.502288329519451	1.684788577704558	1.6814159292035398	1.6183621241202817	1.6132162661737524	1.5871453387376957
NDUFA11	1.7788461538461535	1.3667127071823204	1.4214285714285717	1.303203661327231	1.3953871499176276	1.2684365781710911	1.3691618682021751	1.27818853974122	1.32484076433121
NDUFA4	6.125	4.333563535911602	3.557142857142857	3.469107551487414	4.320153761669412	4.994100294985251	4.151951375559821	4.401571164510166	4.187608569774175
NDUFB1	1.5576923076923077	1.160220994475138	0.9714285714285714	1.070938215102975	1.1592531576057112	1.0973451327433628	1.1785028790786949	1.1317005545286507	1.2038216560509554
NDUFB10	1.8269230769230769	1.453729281767956	1.1928571428571428	1.1636155606407323	1.384953322350357	1.294985250737463	1.3259756877799105	1.422365988909427	1.3097857556456285
NDUFB11	2.3653846153846154	1.925414364640884	1.6285714285714286	1.4553775743707094	1.8154859967051071	1.8436578171091444	1.746641074856046	1.7615526802218116	1.701795020266358
NDUFB2	2.625	2.345303867403315	2.3	2.1189931350114417	2.3481603514552445	2.303834808259587	2.290786948176584	2.2361367837338264	2.335842501447597
NDUFB4	2.0673076923076925	1.6077348066298345	1.35	1.303203661327231	1.511806699615596	1.5162241887905603	1.4785668586052465	1.4870609981515712	1.4255935147654892
NDUFB7	1.8942307692307687	1.488950276243094	1.4	1.3729977116704806	1.5233388248215267	1.392330383480826	1.40850927703135	1.3747689463955637	1.457440648523451
NDUFB9	2.3653846153846154	1.6774861878453038	1.5214285714285714	1.3180778032036613	1.613948380010983	1.943952802359882	1.5668586052463211	1.5670055452865064	1.6172553561088594
NDUFC2	1.8461538461538465	1.3404696132596683	1.1642857142857144	1.1212814645308924	1.2493135639758377	1.1297935103244838	1.2901471529110684	1.1635859519408502	1.1412854661262304
NDUFS5	3.1634615384615383	2.592541436464088	2.507142857142857	2.2437070938215102	2.623833058758924	2.3569321533923304	2.5764555342290465	2.569778188539741	2.495078170237406
NDUFS6	1.9423076923076923	1.7893646408839778	1.4142857142857144	1.3707093821510297	1.6952224052718288	2.082595870206489	1.582853486884197	1.6266173752310535	1.5541401273885351
NEAT1	11.35576923076923	11.880524861878452	12.542857142857144	10.95766590389016	11.391543108182317	9.8141592920354	10.941138835572616	11.427449168207024	11.294151708164447
NEDD8	2.3076923076923075	1.9371546961325967	1.6785714285714286	1.6853546910755148	1.85777045579352	1.9380530973451329	1.7444017914267431	1.826247689463956	1.8830341632889405
NFKBIA	5.211538461538462	5.81353591160221	6.257142857142857	5.108695652173913	6.062053816584294	3.569321533923304	5.6855406269993605	5.596580406654343	6.977996525767226
NKG7	0.903846153846154	2.216160220994475	2.0357142857142856	1.6224256292906178	2.2064799560680943	2.342182890855457	2.109404990403071	2.280499075785582	2.2229299363057327
NOP10	2.4615384615384617	2.1056629834254146	2.3285714285714287	1.7482837528604118	2.202635914332784	1.941002949852508	2.026551503518874	2.078558225508318	2.1464968152866244
NPC2	13.528846153846152	7.358425414364641	6.807142857142857	7.715102974828375	7.327841845140033	7.991150442477876	7.070057581573896	6.936691312384474	7.627099015634047
