,liver-apap_1,liver-apap_2,liver-apap_3,liver-apap_4,liver-apap_5,liver-ctrl_1,liver-ctrl_2,liver-ctrl_3,liver-ctrl_4,liver-ctrl_5,liver-mda_1,liver-mda_2,liver-mda_3,liver-mda_4,liver-mda_5
Apex2l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722203518807872,0.0
Aph1a,663.6320547052225,584.9417373939965,660.287902931457,591.2264187666301,631.5623261111054,353.3047244087325,351.239178096763,314.69458995026446,285.2439492942015,371.255945857365,557.7304117086345,629.3225897988075,628.6156405394615,528.3166872456045,634.7680489976835
Api5,599.393209484077,575.717903167311,928.74613291424,783.510248731099,758.966893877178,227.94178941808,259.012440085762,343.516229231042,440.37549169708296,354.938137581563,620.0011118349701,662.161153798884,927.333507422542,280.939316585029,699.2804164991901
Apip,110.93307758198,94.6095994571881,125.089610207284,89.3278312195749,108.84721207327,65.5133404818113,74.45965097740591,120.160239694375,74.3462092620465,92.53491569019008,99.7234464175621,92.6991876944494,103.48233670136,73.2807530491451,115.131355555467
Aplf,39.6220477151888,24.3169128167579,40.1542725171241,9.09844203560566,26.753274428292897,6.29996258229151,14.8545095445943,6.81540862139092,13.4549574114479,26.716232497728,27.569879258345,32.228341166617,30.3081785358257,9.23434266012074,17.812470363050302
Apln,16.2823267766232,9.60478348504445,17.1269296011079,9.4394359481878,10.1786948070775,3.78972451688886,4.16391503763393,7.26780505564325,4.635527047721281,1.88302359965044,19.6040981914355,40.8338579913271,23.4448870784137,5.00180634370444,10.873773356403598
Aplnr,0.411251419269419,1.20919751192,2.4548424383816605,0.795820260295178,0.0,0.731585321486669,0.398720233098005,1.18275053787721,1.2087227342426898,1.2260526916668,4.90686402927329,2.61264247578168,1.26507858056918,1.19089439191577,2.49065797419988
Aplp1,124.606358209701,125.406412062903,172.516302345115,76.0530892205958,92.67701898828908,38.3650345797524,16.0807095167353,18.6070148988595,23.913078391433803,15.3297160693521,27.6281162486672,39.388285879970496,47.9541508853044,41.9240449769668,28.7486576450497
Aplp2,652.4029180907339,867.0328083212019,542.16127568351,649.8054248604656,735.506262401699,525.2371794978365,618.9234844324154,733.2317221319645,737.7502880984115,734.8843145904425,1049.4412976258145,1106.634153657654,1080.2858478328644,772.055368806464,1118.5448724158914
Apmap,162.414536698446,207.27568333754505,188.182286040686,174.613440056552,258.822894340041,160.072319006194,125.426629909915,190.21602464867297,192.178608391279,197.154366811591,180.253877138852,137.74339608116998,199.790516710145,142.83072327721,202.02018343641103
Apoa1,44872.4511481304,62348.403926219005,52934.831011908,53005.60537283019,44031.080562805306,61655.88847208581,28357.190065426803,38582.4066708088,44247.8976863573,43834.058676833,59860.5317975733,55274.981421551696,53246.0668441614,54108.4056266765,50822.4242073579
Apoa2,9751.723590497471,6977.19603926405,8323.65072408942,10568.6754490672,14158.1216287875,68255.376829252,42187.4084792598,37988.7449014033,45590.0414145979,34804.2555199225,25107.7156771765,23805.026845565,24917.863175463903,26361.657263946803,33727.7553951777
Apoa4,7405.909679463629,5053.8753783264,6479.7110549013005,5916.930288834399,8248.88580835631,11496.4932950591,8101.333716848491,13008.9547153892,8614.13377572419,5532.877408051279,3991.71884598956,6920.16397104203,3902.8861325458,5402.51882756644,6348.69027429754
Apoa5,10868.9142693333,3664.37531648693,8759.26588845168,8424.7887538869,5168.57939832536,6979.78724182443,3733.74815243762,5823.43018662183,5088.98832050059,6061.748513557691,5047.21711839682,5884.48230642344,6787.52957292223,4794.6808607154,6489.40767542916
Apob,4372.286385927209,2088.3658918049805,3534.4855915791177,3186.656251674261,3938.01833681852,2089.1247547382222,1912.773272548353,2626.373840830396,3121.898763803292,2561.284341920109,2961.556699445949,2635.779547679741,3644.28167931019,1353.9204547392787,3089.15117554428
Apobec1,51.077262269529,29.597034241146,43.19239380250111,38.215667100581705,32.5203697774673,68.9663481648364,63.6117513358824,64.8400006361132,88.1753062770187,62.3238495814797,73.8436296273727,114.087003724793,74.4186223405888,66.2111769015573,94.6852919724734
Apobec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27522086808246,0.0,0.0
Apobec3,17.640374157570502,13.1557388911857,11.276576841421198,2.72968034552829,8.4400215031699,3.227942024379049,1.40560730117594,2.76027826037878,1.41004911355976,4.292410532757939,0.0,2.24437808257873,8.7701102245939,8.34189050093543,7.18352878595007
Apobec4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apobr,4.31152548707308,4.796708681550776,4.490675234181071,3.3291117497516205,2.8340747935292705,3.33285261005344,3.545651232409095,1.312086429763155,3.11855075004308,2.41294088071367,4.78899391481881,4.900108308171085,4.941973891684755,2.46564939158929,2.62040877328522
Apoc1,688.523811704796,545.4915435928859,1192.67602577236,897.6352316882359,1277.43296463177,2527.78790935814,2347.12516842522,2546.73948928662,1873.8372258613897,2050.5186507191697,1468.67604877218,654.427781498812,973.72368459025,1096.5526183395,1431.74625499349
Apoc2,11612.1333983048,10111.5965997782,17001.2867973059,11732.3574909519,14579.3635168096,36375.7070982563,24588.5817510043,30134.031524206097,17909.342438524898,24687.9409816668,17651.7869803155,18454.190705503603,15495.003008817,15627.0951046707,20099.589650731003
Apoc3,24806.06918541863,26682.15665504003,23521.55400685492,24341.24631811441,28062.33197117326,70905.72140610043,62665.816961580735,72386.03621813978,57752.308581017845,58751.02040846825,34363.64402114613,31834.71477080703,38085.48257488861,38312.75847251532,49621.914650325816
Apoc4,9974.1497339955,6470.593018875021,10389.1644207502,7475.001271929691,10481.5307141699,23512.1367671438,13213.5745275104,15659.2436629301,8621.51219070667,12352.1185909706,10943.4786514385,11612.9893939529,11139.7670188995,13135.0603412395,14553.7545283075
Apod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672931702950019,0.0,0.0,0.0,0.0,1.57473503072201
Apoe,15074.9933272347,14176.2966554025,27406.0482840445,5066.10071765699,17400.3861071438,34300.2123970911,31352.4476699813,34755.5258073433,6070.66624309051,33137.1146077093,35450.8799418124,34509.4111405238,20085.1265303251,36279.1666282654,37726.1102561809
Apof,223.438697721126,174.532927510083,352.08498149817706,1014.45319108901,3215.54453255087,367.049074119297,731.142050527287,5141.62056431118,482.972125892005,552.389484101617,7688.618312693399,1046.05372519838,4914.8846388271295,568.1867927478679,4468.66926803743
Apoh,24259.3374539681,27275.9173401391,24226.654609316804,28621.5303779736,30663.5890822693,45657.192896583496,38795.1721750037,51087.1092961307,49157.936361455,45860.0335758401,38445.526833601805,34695.3929011306,37959.6867177838,30346.1958733377,42290.1699577446
Apol11a,45.9175239469701,14.5360912560292,31.3967619161999,55.840105999547504,46.2210905401528,44.756201465455895,21.3031812687264,45.2902986758317,19.7542652827461,10.0231273547149,35.0007225506941,45.07328946859221,18.7953354004248,21.0792874089549,37.268554588129504
Apol3,172.5537539465827,151.10746068972557,109.5546656639975,434.40275478902646,285.5790347133402,481.9110334970416,245.7236476908641,160.27741638841852,289.5821191622932,106.46611191379404,482.7567028141905,367.27599633371057,417.795894647292,215.9854847393535,702.7231273275617
Apol9a,1860.971472356,1098.45789099128,1641.46772694565,2172.87413244675,1660.17995415849,426.622492042844,230.59961824115,223.411149428079,353.648685647157,317.08943667684,491.289969783877,465.732734358562,699.0365249615021,327.75303918983,601.415466043418
Apold1,39.1676006068649,42.7334086282808,37.9335429591411,25.3150772797535,22.771713692894803,6.53824679965231,9.48394889567787,13.047271767346698,8.564226786158741,18.2880102102318,12.429864293383,9.08973363387304,13.7206322230988,12.1788251662166,15.9097368557046
Apom,2063.7261338489952,1721.2420263545337,2387.331953492173,2273.6432122575147,2993.135883242555,5149.559083362693,3510.95691551955,4478.78154666134,3691.8672585887816,3292.218171276984,3378.540852539695,3417.936431570398,3400.5568826333474,3245.538817480169,4081.601138908046
Apon,515.849008532437,332.50357361663504,619.89814313991,654.548277017204,1089.30282648096,1499.56028463349,1516.78982166249,1850.7802380793696,1565.59240235258,1535.51055895155,1357.10371183064,968.8104126898128,1170.37422879532,1016.43197023301,1525.89773248673
Apoo,93.339655522493,105.013021395713,109.7593047810205,122.59621943735952,121.99839494691004,38.87816352195035,45.576622769758,72.257042308797,81.39932440107765,69.4551771550265,97.64171985449732,98.821199322777,166.9568536117645,74.994482696994,149.6291887759285
Apool,95.8801276105896,115.223819139867,201.506546914514,106.001722228913,148.897691251744,38.449585833745104,91.5507285529994,69.9881275078708,161.874818012666,161.022649074358,159.535202835785,272.970150848743,301.815621085664,61.9204338820976,178.693233380224
App,633.3519369735615,635.265479090401,480.817475480017,545.396016166444,443.807225410788,249.528827567971,250.126948996563,309.560391076566,309.119512177832,310.36208632768546,617.007740244645,710.2876869281865,705.6763425201959,587.347531469305,742.007452248165
Appbp2,98.43850142967491,87.16884139657628,128.311492632663,95.6952906543379,105.027478307585,39.1663393570902,65.3714445998213,52.10393806503671,75.13137643647009,86.16211900071941,107.588062414562,120.498398511462,150.390224049166,64.4567426966508,122.358596723577
Appl1,60.5295209407049,47.1185005706003,117.794978981456,80.8356492211018,70.62739907648469,10.3469675234358,29.4760757995405,21.706621854292496,36.7813767807596,28.6085674401066,69.7986414901035,89.2648246986114,95.1133965510212,23.9295826615053,96.7986795519058
Appl2,95.8321444596272,77.27066462678721,79.6695566396435,50.1671426069604,64.1295160144252,40.9832971580953,78.5139986847602,61.801262796521904,70.63475261016029,90.5484485222163,92.055867392196,120.977492539289,126.044652365,51.1502846912856,95.0929346923211
Aprt,2494.75134451092,1920.52956235595,1958.26422172654,1994.30808487121,1803.40779999773,1311.2386175635302,872.170019777824,1000.80374134462,968.727462043755,1121.26026991541,1603.47472272472,1696.08581239345,1983.05377976412,2075.3311323000103,2067.28878413432
Aptx,36.76997456418821,19.55728084595235,55.91285892192949,29.35035065290085,26.751369451040148,19.44998988570455,25.571667576077505,12.312538500368106,25.16336141678801,43.71690811307071,21.34066405576151,29.50365734446695,39.27112965254203,19.58585049848123,29.35995904119833
Aqp1,9.08513752105625,16.9090533646586,6.787439064962149,12.96610201780105,16.10995171233095,46.59053598106285,47.804205231183005,40.4230091811534,71.17625724598899,61.598826500084,29.86569383596835,37.822142451449,32.150810915703,33.5267138388241,51.110886744082
Aqp11,134.124543969671,177.71001117361098,121.282911477187,196.720734197234,275.322846336059,237.22178039375703,174.017633421625,267.856959702678,198.809725411736,170.733810908204,259.231916325957,293.25466134558,389.959273389195,260.220301115727,271.258022133062
Aqp12a,1.89269955010333,1.84524780068218,0.0,0.0,0.0,3.40192176784097,0.0,0.0,0.0,0.0,0.0,5.980049399868831,3.9753094453478,1.85319902622767,0.0
