,ANIT_1,ANIT_2,ANIT_3,ANIT_4,APAP_1,APAP_11,APAP_2,APAP_4,APAP_6,APAP_8,CCl4_1,CCl4_10,CCl4_11,CCl4_12,CCl4_5,CCl4_6,CCl4_8,ConA_11,ConA_12,ConA_2,ConA_3,ConA_4,ConA_5,ConA_8,Ctrl_1,Ctrl_10,Ctrl_12,Ctrl_15,Ctrl_16,Ctrl_17,Ctrl_18,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_7,Ctrl_8,Ctrl_9,GAL_2,GAL_4,GAL_7,GAL_8,MDA_1,MDA_12,MDA_2,MDA_3,MDA_4,MDA_7,MDA_8,TAA_1,TAA_3,TAA_6,TAA_7,TAA_8
CAT,18250.05176896089,20937.063183621147,14699.541329008594,21286.95681625464,5225.652710875099,7665.809837318242,17348.823490131934,16632.794350845084,22761.714337181733,5121.309860984604,14710.843922814958,20979.48625594483,13015.13517265706,20044.87059193184,18431.87755583843,16407.54584912622,21580.72042657192,6916.266524771708,5032.1931699462975,4793.940694654448,3734.350057551942,6911.040723836364,8717.996326526847,7689.59906901117,28591.462423774174,27808.88008959852,30933.34852569938,24644.269232693656,25237.17270036689,25852.650792215907,25852.650792215907,32922.88738971072,30864.0230148482,31776.373644186056,28591.462423774174,30101.888950299835,31776.373644186056,22460.4740848014,15424.469326667804,12353.477439376427,12435.162853820577,25623.721680808987,16976.135820792355,11581.233830955342,20044.87059193184,19394.59861223948,15676.389591110992,16632.794350845084,15035.320977437212,11169.30635453704,13324.01581157318,15107.783981376624,13176.152535540748
CBR1,6751.016368467484,2804.472268113215,4444.729467307187,2337.87158848169,1248.6785073164565,1513.3800866614831,1991.7629075807288,2318.336445708001,2313.483762467597,2539.0792980100723,1829.672088924423,2106.2102775127,1910.7622481342232,1941.1976433079728,2162.6640648652037,1779.25486317735,1907.894769759232,247.64162165534785,77.15601827814477,1394.497213049524,1304.2002821552635,1307.9711150623891,1257.0388932921646,1031.9597020945137,1941.1976433079728,1891.055472586092,1870.5172613993516,1893.4086164832524,2061.270628931004,1324.4899452988504,1730.0653267305777,1845.7847193157809,2060.6077140155207,1920.6170584417669,1715.0096292326248,2015.686554592416,2187.932040866381,2694.8151281617397,1392.322223791115,1155.210242498206,1924.3299647708648,3861.4802916604704,6629.742508139105,6135.570790154547,7557.056490834084,8193.884685538835,8158.953066740052,6916.266524771708,2083.0745939781077,3446.8892320588607,2356.1798433466424,1942.769855144388,2909.5325846181586
CBS,16110.526814244437,13539.448698628385,15579.775836312623,15313.07874857175,8896.478785634385,9677.230569877433,22460.4740848014,18376.74082943829,17670.205094691588,10252.48638360432,21357.1360054251,16027.545775611812,22460.4740848014,17670.205094691588,22150.81711865064,23674.791454330683,16264.331800786553,5193.977579208072,7188.0510066576935,6711.743731429819,5121.309860984604,9547.656661816676,12381.933791435486,6357.115350920054,8896.478785634385,22460.4740848014,15676.389591110992,22015.13921919516,24399.44140788828,20044.87059193184,20044.87059193184,29311.12332438864,18000.549998626062,15313.07874857175,30101.888950299835,20044.87059193184,22460.4740848014,6613.5528481002975,8138.863739062558,4967.68036507689,9183.095290790094,14979.41225170234,13234.907690043505,5527.590053800797,18206.340165179856,21678.996654172253,13747.720811291389,14774.591399641737,15165.82212978806,7845.197094048099,7845.197094048099,11936.675459218057,7610.472862709106
CCL11,32.09819738904534,25.549190929936927,30.175598627822733,24.637468586422088,34.16650352201675,0.0014555352457713,14.415937451138229,21.539999447638383,15.71423659414234,13.20437683146472,22.95954131561016,2.992246548489751,0.4417786292097869,2.152705947223774,17.5153641043592,15.271458477024572,19.27081087342117,1889.6758581471784,613.0958997400618,1324.3671919760718,795.4701845113448,816.7837381431174,768.1125530425692,455.7649118164813,33.25233292431177,0.0019857666195963,0.0025727214412331,0.0022989696112587,0.0024949570498355,1.6867356287697175,0.0018084443379146,25.61970286467123,32.78887927703643,25.526373005813458,18.847190578144456,16.245538923061822,18.77853316540703,15.195500034246203,13.421209522796294,10.88751342162368,8.992826804763748,27.435362038930904,0.0019597158847393,38.54283328747478,20.994025670259116,21.96021625295936,8.934688100073712,0.0017103782121266,0.0030861682847089,0.0010121701790342,0.0004043879784029,0.0,0.0012172141077176
CCL2,940.4673266527584,587.5848659297138,686.9600128894407,666.4999702996391,6127.114838953749,719.8311789172179,762.2657241907675,809.4562298197975,617.2961771347608,108.82762802575688,760.7688346225601,809.049845753112,603.4176765065799,510.5454366779393,913.8345058867988,530.4856832045408,592.9056438339553,14979.41225170234,16027.545775611812,9547.656661816676,8492.631547915795,12486.34769916468,11820.241425188126,14774.591399641737,820.003789510433,0.0020092329107874,0.0025791909719074,0.0023087982694612,0.0024994740173515,0.0027264998863252,0.0018336943379126,749.3463836200599,812.2625520065737,696.4318395170749,541.5253930044664,443.17721272828817,544.4729265141987,624.2578479556398,1250.9613696019871,1169.5448965735404,717.9793812209002,729.8363271082565,286.6534489679788,935.11728157109,753.2709839736558,768.3958186590456,302.71876503973385,0.0017181234201306,0.0031074539276867,800.6946862187717,1696.5204275675756,7117.072273534199,454.8304945811175
CCL3,42.372808469062825,27.49849945351867,34.91235320675989,35.57458404913857,991.8878454116028,10.57740951589822,43.014397856765,49.19229473875923,41.4871072513939,48.44890427038418,49.78821029043608,46.2094587102846,74.85256811001808,27.376583298785917,75.08870261750491,43.84159934835994,24.536188270068457,648.6323740677018,596.4409142720743,409.6661422274757,387.7759623637888,329.6705834325446,253.3665170478424,187.83265609172312,33.17177215199523,0.0020103100587951,0.0025918980991837,0.0023347713294334,0.0025163854954019,0.0027307207286417,16.700378468072017,27.59561635640364,31.22941175316357,25.41380028312568,20.91099945450503,14.7549938908151,32.72658656262705,34.34485756875971,83.60997637612013,115.30139364960658,63.22470428923582,27.336385151082418,39.63971534476676,56.22531347414744,29.09334951401785,43.63437184796331,36.30460241588295,0.001737401599614,0.0031113052206904,52.70247117781223,23.86374218495097,506.56327466164,4.344015880265578
CCL5,131.37364818798784,112.69389911038644,123.87616264392824,142.5101916885837,2344.982815240985,146.26689372093756,101.5144004202274,135.10104401576342,133.7100695994183,99.18195895174728,177.1324669453793,176.31450009642302,356.0027469329476,190.29118684522484,185.80206730951403,191.4410686840137,121.99320577818398,3018.8226525561868,3613.3911719537855,2677.687233328817,2473.1792266859466,2168.394882847813,1933.1839250454536,1449.4936439067735,174.59684885364643,116.24880641800785,27.02728440563544,159.16308605573766,155.4961601625266,97.52495474621342,289.4999240646635,193.01250010184668,186.81214032163004,139.62876423166222,152.5912428643778,122.39498870987384,156.32892823277194,212.72349634610745,140.36209473890997,247.478903178611,129.23214542300477,136.9765283323508,49.09305725334954,180.63834981851977,85.33997614270733,101.17670083182702,55.90536454250919,33.22342211435927,199.56096650596683,41.55486874243698,45.95514905820435,99.50070663491351,23.74250329809252
CCL6,732.8043133090763,860.3226127045828,1091.249097889966,757.5802511925909,858.287835699118,2620.379720909605,981.536983254476,1930.6070258816596,766.8249500096867,1829.3363948362064,391.92603228621033,454.3698971881337,783.0822433942045,518.4374015200981,745.8224714821467,364.8277083687436,231.4887318376086,316.8731265375846,373.9468303420549,188.7610709567812,136.2266485047465,140.55031661757386,128.88868209477653,150.99836365506286,229.51487036606812,237.4020168620328,305.4234765457747,293.60994163980786,227.65626978389545,360.1414687669308,316.404819472308,144.37411853658614,199.2733963231556,132.59777515374458,420.97620280284514,388.3762146528328,410.65170296940335,1612.9901154368026,1671.4965065011863,2603.0400123746726,1637.1322895533303,426.67819697636185,736.3656561444515,678.3328705478351,611.2249042669374,623.5784431094522,678.3328705478351,741.719396805257,524.5037896833257,1003.7551415434376,747.3812113361676,1079.5701706260652,854.5589702970731
CCL7,101.83402796077374,51.5139319522065,65.12131352295557,66.75871165211609,1193.2919362074158,149.69895270333913,137.7830959443193,115.30139364960658,84.76470454405072,27.215139331768608,77.90501527521798,204.5316168009988,161.1353455590744,154.46655789650592,219.6948119873372,79.39602929732665,42.37421844270641,1422.0909164804204,743.9012767722601,1447.2136957962853,763.7221790119233,1031.2997597731064,771.9908101956048,961.4114535953092,66.3428127300242,0.0020134130515076,0.0025924677727862,0.0023436218074969,0.0025284818044265,0.0027313770857603,1.7758345724767644,50.85128326446906,67.73221759867137,51.66999653094703,24.72153743379075,24.72153743379075,41.07076531825108,60.08588591142775,325.1329110909358,220.67509947798243,116.76610709334778,53.99905163615269,48.42255631726212,99.95031884392009,62.167220876926166,68.72115139677413,45.92303027178362,1.2954245915120763,0.0031114490686824,173.47977042091205,249.30012776600896,1050.1522623599135,237.29340592934813
CCL9,2852.390584486344,1326.0986908784998,1583.3143099416263,1247.4656256596109,3242.103568081478,3377.86747299325,2677.687233328817,2393.140120307637,1912.438618268049,2461.4444852019724,909.5581131755966,940.4673266527584,1893.4086164832524,962.2457810963164,1155.739449859641,1059.8666651580893,1173.054479367253,1935.501161443991,1532.8412287800516,3110.6218462426527,3123.105824175057,2827.476197573222,3649.553181908119,1953.180922721012,1616.1479256573914,1537.1734446735727,1473.0176239473676,1708.0008243909745,1889.242796825593,2235.0050339592417,1863.589775070347,1291.0445883689808,1406.8998404835302,1488.358994776244,1886.6712955191888,1603.2917217548747,1845.7847193157809,786.3265156755605,661.9610627162598,756.1388327255975,695.2895944974775,1569.8895381161474,2704.209196629576,2944.6306186596216,2200.7114686669584,3160.6749616986576,1829.3363948362064,3055.6349808399227,2908.5030685686197,2981.226481474236,2187.1442457573867,2944.6306186596216,2345.8701338725195
CCN1,522.3441249041296,354.63619440020403,413.6945507749481,336.3168009700655,2503.332777829598,679.0843839116186,729.6002139548119,518.747094531418,438.5518793525892,1161.6289645984716,707.3891037399269,127.3149491712983,289.25042605228026,114.60273505025508,969.1784085871344,1005.7420202933138,706.6750040351346,3335.568586531191,5204.809323018335,3913.752469963104,5581.977756701064,9061.292852149794,7567.817812059688,11726.457860108254,487.8442956614521,0.0020190829799947,0.0026003756848961,0.0023477362325315,0.0025378058547276,0.002732307362132,0.0018436162538165,591.2361564350794,519.6999647992443,518.8687934765795,203.79467287073575,318.31869305310227,259.3570257236016,727.9768389323428,1475.7780254026366,1189.5527817840111,1328.674314303834,457.7090161330474,0.0019710657277624,549.3565961210705,527.3924523602138,675.7658379603217,41.95568912065275,0.0017441263176812,2475.096682675404,2656.5509708222585,6613.9601468141445,7567.817812059688,5959.014654953084
CCN2,328.19496670738965,393.6975062725612,366.3937844434469,775.5589642076728,0.0,1347.0070350821695,1002.5479533628322,1021.1660446180156,1451.258578942717,1187.3854722565457,536.8638070178058,263.5098307608074,257.8645705365485,243.49591142292653,947.9452818822416,746.8263721892741,251.2014952948286,820.598463693369,882.5410834218324,2827.476197573222,1861.2137742866016,1116.432389734672,1541.4295318942245,1229.4851881016043,0.0,208.25085100025424,320.988186011117,241.05252328651332,260.280049068305,307.64136685066853,278.5245073043516,0.0,0.0,0.0,368.5049675492231,352.8854018668286,284.15291457416504,438.0109543557046,628.8427341541882,844.8139218008155,595.5072004746586,581.2406512226439,278.6621075302942,356.93261056732035,560.3632140189017,225.8538080560159,317.6916023053923,282.57605509208105,1155.739449859641,1345.011414596297,2520.205135890038,2603.0400123746726,1948.863628261218
CCNL1,312.49293395661834,391.43931238977166,466.5169074340489,434.0593004578472,1528.633209942724,345.6608940855272,329.87408880633006,334.09860713095054,261.513159551106,342.3739966642633,231.5143098678435,271.7699800376282,142.4476029487641,284.9590072255561,286.28728811850726,300.5198686592165,316.4192141483122,2061.270628931004,3247.400515569651,1831.6456707433729,1912.438618268049,3001.5014254284547,2297.5167997540952,2946.607135825553,273.8250641527517,37.43530243169983,151.12852757313,57.6411233670282,0.0025639980323721,310.63773908587706,149.3920103018382,417.0141182986479,379.4406936127504,386.9127510134526,339.7009752820522,220.1284426811948,308.8422846400935,230.42260428995704,613.7522723006332,854.5589702970731,357.83595443799135,405.959297110577,298.2024759040912,373.8995880266132,441.34623487442553,397.22908395811896,216.99387979255152,174.9207757699159,809.6173044101877,799.3863184433394,1481.254499516061,2020.956271781972,991.7227277540712
CCR1,19.61866277275861,0.0,0.0,0.0,9.656252437783335,25.268526165319443,27.889653687705724,40.33979199371521,30.806953139005515,18.81349090912549,9.794270794891464,11.33386104957139,11.521165418681656,12.00782878347687,31.69412100403936,11.175301839013905,1.2814418795107505,27.90348447973746,26.961652105107422,88.6741096833091,20.688616355396377,75.1203027379191,40.57508464321773,33.208873169406885,0.0,5.426109863305616,7.825831958726173,7.344209210459216,6.058821464813414,10.806386361270755,13.460009756984608,0.0,0.0,0.0,1.6320245661368684,1.460565377669029,2.993903471377023,22.139768610887703,35.521076404799885,31.65297632772329,22.775822751358263,0.0,15.917245018176423,0.0,19.16005711716066,14.346139112609688,16.575240222405718,7.738579368979686,27.338369596459263,19.53034037406148,30.952563936762708,109.7925219497932,33.30480918416329
CCR2,15.417209810829076,11.09564909337799,7.42603441878302,5.312867882389615,5.376363448048233,73.39547477009756,55.39646592444681,77.86655636736626,33.42714708741619,17.59324358941911,19.82797019167412,27.65294447358129,17.59431448027333,36.33169038962832,26.42469556989409,19.59478744514912,19.391368531647757,0.0038569197050831,2.635723516801914,6.507064652138381,4.872112308631144,5.142533444831253,3.5452886299401136,6.908074934816789,7.889420431404756,4.1412242611664,5.427969462062536,5.555737535422696,1.5425796062512602,23.728480381791083,22.966874912556225,5.8890126794415,5.897625773475504,5.309974716429391,9.671141998285272,10.85168580025598,13.84274705425274,37.04336359954736,46.92219555325469,62.89947184420498,36.317587653995226,4.849779391814288,17.72109465578101,9.275812446954038,19.809598747164745,19.94996331621972,13.557371691059885,2.9614497884081423,6.448236396833791,22.60436497434532,38.28963690672225,65.16622569446923,28.66544088337374
CCR3,3.4875702582788417,0.1280389825600588,1.9959520270408293,0.3953106102981811,0.0,8.631841034742056,3.248612062124167,3.7682064651759366,4.692025654573147,5.520622174246742,2.3549637766013203,2.895772367674857,2.0707197864621305,5.144601411462352,0.5161313893613135,1.4174132579322758,0.7592876144723365,2.9197976982717395,1.8086627020571904,0.0,0.0288308459091155,0.0,0.3171868566458136,1.8161337567625768,7.297265310706813,2.3416932981982845,4.90340569147404,2.2873274143326663,2.258231810583817,7.680736861041945,2.2147372971346644,2.4970454576767005,2.071438320170164,4.860200422972074,5.893954875150344,2.414815495658213,2.817544176549436,2.4365297715369056,4.187833219455505,3.477479285129923,3.3381023628792725,0.8170220759874802,1.137589504666748,1.987112190805576,0.4934550614725941,3.2280787992004107,2.359703652285173,0.6530924987433637,2.449534610848686,1.322709287293662,2.7454144739582764,2.973757210727462,0.6654921474514426
CCR7,1.819009854398022,0.3746729580428841,10.762152911874123,1.31434335564063,16.700378468072017,2.284005403884453,5.6220252526335,7.476035245128112,15.6616784912233,3.673959218964068,11.6250265485794,8.83785300304253,9.545627078245737,9.465093823081997,13.034476817056282,5.872014310401272,9.877560376137591,189.996847495969,150.94441978193854,165.30327201562764,138.55945067702692,114.58256464290558,70.4621277628644,53.2762914749324,1.850337420323541,2.541650518229828,1.095037959773924,7.256839438990941,4.110338204434463,0.0027846511370254,8.021054288034259,6.58402116846834,2.8254617255992542,0.3682290558650642,0.4458466228569107,2.9043824972696592,1.9527023554563363,18.21299245600141,17.033898224065677,20.939261348901567,9.275812446954038,0.3643114912322516,4.959952836768001,0.5540109218860139,4.00810755970368,5.591226633214855,6.44158676086211,0.0018084443379146,32.00782276210054,20.9098180554299,23.65811933814073,32.697402029824936,39.72608028083073
CCRL2,193.43163604179887,142.98435812144177,176.30184192157628,156.05469109925014,485.9185189762033,0.0015461160685125,98.11545598618616,133.22876052928962,124.11919641686016,2.4820119275082693,159.81024553042113,18.99790865452329,104.05708582318712,0.001591979996847,142.12034316775635,121.66122970473266,121.04586662387372,4448.957131688591,3005.9255010894763,2318.336445708001,2371.7396064995573,2827.9070195890517,2799.66303522786,2388.180989866578,199.4160852116219,0.0020691963721659,0.0026463116074826,0.0024034474550945,0.0025769294254194,0.0027942043141421,0.0018742556511595,162.98966769045313,198.0274710841059,167.9828815897888,120.59559349524176,118.6616447832279,128.97073705572706,104.34102211675656,104.1848788119514,130.08552101010147,78.52549258073746,179.8293995273095,56.63861543696508,229.51487036606812,127.6795116664112,130.02776489773885,0.0020886990413679,0.0018336943379126,455.2085282965109,0.0011273536919903,186.78498090738367,783.0066695466393,102.55643066554433
CCT7,2587.0576572220825,3806.800586107293,6200.710154170181,3481.029808475267,3505.291801880934,5007.943595490586,7187.682205848199,2388.180989866578,4100.807218771737,4814.095489033445,19088.128738778152,12592.793034304175,14699.541329008594,12280.915895325808,7992.381534699027,15112.15036637304,9532.959748859565,2003.3546993522643,1991.7629075807288,3590.993884123108,1213.78239684708,2848.791739737774,3247.400515569651,5976.551221015339,2544.5928059571734,4407.783293399127,2046.1188592428168,3377.86747299325,3861.4802916604704,4264.71284788848,3819.700565441521,3925.525082920832,2087.6084478718026,1818.9564723981264,2558.0798549612155,3428.0476794279925,2533.99532120976,15676.389591110992,13606.622786820044,15313.07874857175,20351.763897737987,3739.247811642855,2629.127920476214,5278.473605230137,3123.105824175057,2838.334113250038,3901.960596718249,4247.922193414584,4373.351628846601,3425.3321271859386,3057.731679569519,5331.986080661689,7064.096439822813
CD14,485.0924002044944,225.28966161295008,276.56906610411363,216.3653459622787,5437.649304442845,293.26472421189453,248.03024727054887,428.9148831318206,236.25301752759265,608.1901701303694,741.1785361158356,589.9936665351045,917.4427360621036,589.6258946875151,716.4541738160428,684.1683521628197,581.3830433291387,7007.3671097870265,7867.459912739201,6163.382447492448,5532.775084702151,4108.9770303173045,4347.901465938526,3203.705326598229,224.6804717942228,0.0020886990413679,0.0026756098331707,34.35074221033571,23.68076683114173,0.0028071340571506,510.4509568261389,184.11243930785287,233.71923174393717,185.76902590294983,128.96460294304205,165.1801229542278,179.1679838859013,174.5403819988767,169.59252121852128,200.64364733238733,157.15599161203642,234.632947893916,1086.7526789902286,372.9487333670708,438.6648993953511,484.318913769405,748.7490742471093,114.58256464290558,300.48559532194747,519.9279431347611,509.5969713271432,1175.4860737506629,419.1465864853535
CD177,5.673401031637449,1.808052273351877,0.0,1.5137000980100634,2.6596537508130327,7.232879313443655,5.886856231165216,8.075723288364271,15.016839538311109,11.344891001410671,4.990589877134221,1.3292162467325936,5.913892175936869,2.9471192933918613,3.682572134603398,1.0461085619076362,0.4711768267284433,31.87539572352308,23.070997704557545,16.46013942718486,32.330509440849845,41.30991479632672,30.519734658090023,32.05707924561529,6.312336192940236,2.370663488858637,2.407811270580493,2.0187954274893567,2.172270704844547,4.864330870965361,5.062754120462465,0.0,0.0,0.0,0.0,0.0,0.0739662983373951,10.813748202004486,17.5153641043592,9.258468850062217,3.088462504534266,0.0,5.9428197634287,0.0,1.8053442404333344,3.844325099483015,8.173243243204855,1.8639273731390884,9.102222840073178,18.69687354786309,11.327874369935286,35.57854668010249,14.130833763793888
CD19,1.7011814713025064,3.1738120092305007,1.6334037355549016,52.3850724520407,4.132987638832343,35.57458404913857,5.92613017009775,7.844794587651013,25.19713778987087,2.568746006951765,5.446673182857447,11.879680154409712,3.8566944422971785,2.2366049429159296,39.47388234829454,2.045956194851985,0.9863233937876568,51.57843675884124,0.8780900200875708,26.545936399162017,5.913892175936869,5.212560921215438,4.413788659259911,1.2769679370406015,38.22442516194325,10.161991495642573,3.1436511390837647,23.831394070395405,4.898616520882463,4.520486809911965,2.8486101784173528,6.834144280490267,8.047112158972611,12.155063424918788,33.64316664331979,0.0,1.8616297241869235,71.66078258023425,32.36479344291075,4.825973763490241,7.264649568542623,1.2908575122722494,1.9426523081297,19.71960034577556,6.205862629070187,1.7871661313034275,0.0021153340084663,0.0018504855259081,4.235269846310019,79.74490908630221,17.31176501950859,70.51436801493712,25.68468372329892
CD22,31.615068722866948,7.942129690333576,14.130833763793888,36.89628931240886,7.249763244147168,35.201883223172565,12.182772957764076,16.08086967269222,21.295992428060774,21.99667391340737,9.64324460101908,15.926950798969829,24.72153743379075,24.121977713418925,17.866934725004874,13.22714984807043,16.544413781233036,0.0039440020983218,43.78935403747484,10.955202708541204,47.04171076443177,46.01574413362948,24.24059733619105,9.465093823081997,40.54972001903681,21.34070025707185,20.06074638354722,74.89856066741434,59.454298307866,58.72450660052615,18.53979250922397,32.431593478541,44.65303912567968,50.14867401376196,60.54851552838994,32.53939944852418,23.563764768508836,57.822263061853945,59.454298307866,26.940663879159008,18.172692402181653,31.11857462135924,15.703095153199072,11.588270137810746,4.934838228353271,19.16728656144207,9.361075679796098,9.472554195124346,23.767916019993905,55.63158869677847,14.415937451138229,14.914271082619225,11.726957258733629
CD27,8.386677196430528,4.692025654573147,6.796577546634705,3.991896799490405,1.8049511528684907,17.292100684805376,4.845357008438704,4.331918776265356,5.177303528258847,10.551513143590793,3.689904908030836,5.002471628152845,9.17830213672804,6.562307228680284,2.635723516801914,3.107043073005965,11.994388294986416,0.0039627903852301,17.95893631248746,2.717682958575951,18.199341215781928,5.799759626067164,2.424190707472305,1.8240091477484288,2.407811270580493,17.819456854887118,11.65592436732351,3.094296030002126,8.56755569620427,17.736411435083838,8.533946054912214,3.0401750127408813,4.872112308631144,14.917860713080982,4.790846944718154,11.65592436732351,11.994388294986416,4.522146754785377,6.944975031734487,8.329583827281345,6.330689860702712,5.467771278042308,4.2423927009953815,12.188238560855748,3.880333604993013,20.446695193625946,2.9064617094552228,5.793822009107797,17.2613403385079,5.116547171344401,8.09918747220847,3.5504772701304343,5.214998886269362
CD274,106.75855568067296,81.86539987586974,92.62478273665866,90.92389418627866,459.70102997436936,9.16227025046414,56.63861543696508,71.21597037745308,63.10554485910001,0.0016771346855085,63.36911840732936,64.75526830513066,57.10547013076932,58.477796249668266,91.961331067877,61.39815807450725,66.351276135279,2168.394882847813,2424.229786796121,1328.674314303834,1387.1174305174306,1606.6290973214566,1621.7777669548148,1779.25486317735,114.04416665996357,26.598511284015387,0.002725868680896,0.002446367633475,0.0026009840562455,9.20157424722694,27.55571550792766,89.78594501743379,112.76634815363012,92.79856878730868,82.18479664281995,81.24851995483468,76.50393432863663,76.11550463832829,107.084719107778,101.1130332450462,63.35090051506502,92.66423074144096,0.0020462230759577,127.57682977958136,66.68635897157694,74.85597307399604,0.0021622060225854,0.0018960164074333,0.0032022416333325,16.80088900267279,66.44060744031957,280.5461766143354,33.26539595376427
CD33,13.935827801339002,49.237354941164384,48.30471848139554,218.8135075073536,119.27292284951488,56.45789133853441,34.28825232926546,14.807334628463591,14.780000859435836,63.49723930336051,34.398888531742,16.222928697116068,19.08915343058141,21.07005244289172,23.387597490289043,18.7236442056914,44.94172436164672,67.71303510666888,46.425606885744514,14.850404702379272,0.0,36.71858245428589,32.697402029824936,23.533069361494334,11.925173495805732,18.240123101191102,26.123196659924304,16.95654012067984,15.712519706532278,25.339070164897056,45.14322120440827,0.1830892547549727,23.46053699058279,32.03587919089728,44.67104934152793,23.82827162345967,20.98422490072567,50.19425575750468,70.05564880440971,64.42022224517049,55.99060069172363,111.85192296230484,63.10554485910001,0.0,59.8286750251821,60.78106067417156,35.98905459495253,30.37327258933907,60.54851552838994,43.30063357509714,129.20178053364998,195.52170538640476,96.2198288295276
CD38,109.22820421756768,143.8757967322875,155.19945026789836,164.13606590656872,265.8230069269146,251.73930071436928,115.7229644262824,148.598709409234,106.75855568067296,237.28271066556064,76.11550463832829,77.10037978029794,112.9650301067027,105.99385509017584,124.37488789911694,106.31475723989011,73.17049261134339,67.65251098321181,68.48810195890394,63.779767136989335,47.24305640291631,58.52599357111153,41.1049941191099,46.55393995321627,73.94961394739298,112.40250736558602,137.38394043658397,88.80329168206225,86.5331414889404,157.63860475116107,80.26378055529683,89.69668331895159,79.86293107835809,83.49408332366238,149.84668025168813,113.30684984560168,109.25391446353684,135.73176202695228,161.32321021801167,200.3130261055431,149.62433711070477,135.75112486265772,145.11145252403176,123.85736772627897,130.26195894802063,120.7407097067792,114.60517961821648,151.17504407496142,101.82061390287676,111.51900258411231,120.0769034369579,105.99385509017584,123.56042317466806
CD40,13.526410210404762,12.012378145758092,14.285563653086031,20.06074638354722,85.01006747392739,1.016179695238408,22.581012272385976,27.337179114584245,20.102804166447388,44.94172436164672,9.24100367721006,23.75725260117828,53.40115790504338,34.38512293226148,17.801312588035316,12.711004300212249,8.374126297748873,263.4379488518646,308.11261298064096,305.617478664091,352.17043422280085,167.85396153737688,87.66312637941786,181.146137190514,12.03825244353613,22.36268846521297,0.002732307362132,0.0024586739545332,51.9328093608284,27.07562670756721,19.613849132807715,15.148226438045384,45.29120968733256,21.663003113651985,10.23516094587314,31.12871861368564,44.02847725669798,26.773639121420278,71.08046617375602,30.67828810821857,19.35302332088247,15.354302470377402,9.121684335052429,40.28925540817805,13.343841261896026,25.068274405081688,2.88899343090221,0.001926574756697,65.72746306721619,24.379717462630285,58.86548472350231,44.57348869691759,42.37313210999194
CD44,81.03177422131404,41.695512178859474,82.89905813574464,70.35169571938943,263.5043522277116,169.0630678262758,132.9032022900375,190.3333788835531,121.07868544310844,121.07868544310844,92.35297498897272,105.72646065931256,133.57603894810123,127.42595728373148,132.8757513773768,96.89351097417403,49.9803532701748,93.16625654655118,74.85597307399604,170.8385421586163,115.09773693759712,200.2460478274269,142.0001194277557,113.05227961118754,31.022816996185,92.09667355348458,73.81215615260268,72.10249627671679,45.49358861958635,116.46026905079194,81.61532837661879,29.39830872818068,35.76512636189146,27.435362038930904,95.80932203290378,103.59057017980015,92.60302738868614,148.43297103526191,204.457185526152,202.1050474270904,125.9069640856688,37.206018579961,104.20734832481324,29.73287767223211,65.5241485265111,64.04369017153837,118.27261554005986,49.55681557808181,80.86922657188407,87.98367158851005,116.06839972253616,258.6945227551724,61.39815807450725
CD5,2.080728131316214,5.748226948478942,4.056822419082625,1.187254583417984,5.86352755561474,3.8314705024769538,2.1933022774199014,2.1409247586128712,2.4343770852939484,5.510769985711098,0.9908197205805672,0.5072338644414379,1.6803916445824087,9.46612082529604,0.4515185471705547,4.909704664982321,0.5575251986930159,8.614697787654944,1.1539922024245604,3.345301772664584,0.9289900164933254,2.749392831782859,2.582679887659329,0.6503766308908435,0.9935466813015434,0.0021303405505262,5.300356849815374,5.6971739101460654,5.385869761088371,1.966411792280407,7.2214039509857475,10.521693621887216,3.873586675998091,0.6759401179776034,1.6957724408116337,3.4390781878000136,1.951740892223333,8.470601675759339,1.7011814713025064,4.088757475583447,3.877828911834652,0.6660282629427607,0.0020691963721659,1.2801201989808824,1.6972582984188251,3.527974447829219,2.162133674617685,3.223850867697576,0.0032247025729521,4.715282925026366,4.333520950065869,3.477340223978828,10.664439650193891
CD5L,1700.02207847,1356.9315670261024,1580.7714868838498,1996.9533523336368,1185.693923642269,3210.5855638938697,2670.3033282983906,3739.247811642855,2543.0822496724213,2278.7337831090617,1570.8350834138084,2061.270628931004,4022.2469411978673,2955.257629176863,2256.320900419867,1883.701271290886,1301.7330195695397,0.0040272721177446,0.0025378058547276,1152.641931490408,1096.074492391971,937.589733615662,672.7333736909654,800.7172366414513,1298.5344048240568,2622.4550833146745,2427.2603005014203,2204.6624917262448,1778.959788486689,1783.1637250441768,1737.6356454966708,1320.2193479301295,1520.869131787119,1289.9118624297057,2138.5701502668785,2505.0126888582745,2212.9523680075517,6040.296302952323,5785.072522778078,6763.884053571457,4745.453746227527,1530.8757903843366,1921.7288201726765,1433.7925752723274,1253.0704510320054,1569.5749104428032,1818.9564723981264,1310.5298504678815,1355.2398326125349,2060.6077140155207,1707.7433577280292,1704.3595742430336,1525.3298518255915
