,ANIT_1,ANIT_2,ANIT_3,ANIT_4,APAP_1,APAP_11,APAP_2,APAP_4,APAP_6,APAP_8,CCl4_1,CCl4_10,CCl4_11,CCl4_12,CCl4_5,CCl4_6,CCl4_8,ConA_11,ConA_12,ConA_2,ConA_3,ConA_4,ConA_5,ConA_8,Ctrl_1,Ctrl_10,Ctrl_12,Ctrl_15,Ctrl_16,Ctrl_17,Ctrl_18,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_7,Ctrl_8,Ctrl_9,GAL_2,GAL_4,GAL_7,GAL_8,MDA_1,MDA_12,MDA_2,MDA_3,MDA_4,MDA_7,MDA_8,TAA_1,TAA_3,TAA_6,TAA_7,TAA_8
HPX,122704.072393041,176346.24847458117,243736.92180094225,196979.49606173616,212562.3393146156,117775.45174463422,184976.61544610315,176346.24847458117,170752.12758661024,102141.63180612454,212562.3393146156,230151.87933837916,425829.58917892014,252538.21805919887,252538.21805919887,252538.21805919887,196979.49606173616,152347.56696244184,252538.21805919887,164029.24987335538,158703.36209863969,170752.12758661024,212562.3393146156,176346.24847458117,65745.38557798527,126414.76811402128,126414.76811402128,147957.66929695083,170752.12758661024,126414.76811402128,176346.24847458117,69576.82542629547,97513.73963091522,86651.7728467185,97513.73963091522,122704.072393041,105868.94675821968,96453.1598484304,102141.63180612454,126414.76811402128,96453.1598484304,81463.11432667481,184976.61544610315,89404.7854347372,152347.56696244184,170752.12758661024,230151.87933837916,122704.072393041,90724.75814045832,132686.97260485642,122704.072393041,97513.73963091522,126414.76811402128
HRG,19177.347140813083,25852.650792215907,23780.35217764267,26872.358867390496,11357.438564172498,12132.04765377755,11542.449242648643,15112.15036637304,14078.697925345918,6484.687122026081,7883.211081118924,5121.309860984604,7405.821098168823,7173.072464362972,8759.250455582142,7567.817812059688,7728.507787288669,3788.18541177608,1223.6299642932927,11672.776017514552,14041.95722291224,11411.003061394527,9248.38085541415,9532.959748859565,17559.652719498838,20469.24842499144,18916.81038503981,20050.48527609078,19394.59861223948,13539.448698628385,19394.59861223948,14629.21372235446,14979.41225170234,15231.332495150256,17348.823490131934,18000.549998626062,17348.823490131934,6357.115350920054,5193.977579208072,5331.986080661689,4913.037986065796,26173.641295308786,24246.54938527196,16027.545775611812,15750.567784025568,16264.331800786553,21286.95681625464,23267.21829951289,12572.795058752508,7966.772213922486,10261.061018981089,10252.48638360432,8503.177207122153
HSD11B1,6613.5528481002975,5655.858345311764,5310.816916838949,6040.296302952323,7665.809837318242,5713.956650141343,6629.742508139105,6911.040723836364,6916.266524771708,6127.114838953749,3222.359125481019,4140.642234050628,3178.78763198728,4619.488967922811,3079.4847488730056,2505.0126888582745,3097.8598155921118,5649.181254636906,4461.338485307678,5506.558046343415,5713.956650141343,5556.723906846621,5066.170670627336,5956.625765809482,7064.096439822813,9906.6374520863,11393.077906230155,5636.514701424776,5032.1931699462975,9505.761430471732,5726.706632875074,9356.817332295264,6229.0029518671,9243.536319862606,9807.89770579635,9183.095290790094,10142.917428364217,5636.514701424776,7728.507787288669,7845.197094048099,8217.81778378822,6328.723769244894,6726.222330978255,6637.461580007717,7337.1299725324925,6530.565081563776,6144.251694852629,7883.211081118924,7032.156619176145,6172.010420479357,6523.490665745088,7188.0510066576935,6328.723769244894
HSD17B10,3591.10400222551,7709.413331431232,6127.114838953749,6751.016368467484,3734.350057551942,1841.011445282413,2376.4207103627555,2544.9191121808167,2539.0792980100723,3005.9255010894763,2433.945726339081,667.0227409165836,1843.2102648952916,1001.3194534112972,2187.932040866381,2284.88472619146,2424.8516613311003,6229.0029518671,2683.009297240308,5069.621017762305,5959.607556222511,4554.573954783391,4046.7106612766233,5193.977579208072,3805.2348387825896,3734.350057551942,3681.9801025018014,4935.593412925151,5625.100746817009,3434.7429389492763,4180.570245400935,3590.993884123108,3916.962793191855,3551.834848336051,3837.832913904828,3425.3321271859386,3444.416338979013,4715.119272297399,5023.728003614988,3428.0476794279925,3638.153873751281,7064.096439822813,3612.3324115100368,4407.783293399127,3075.89093215524,3377.86747299325,2570.772509720468,5204.809323018335,7168.0334688484645,6351.981360893511,6895.69224127021,4786.38480287428,5736.439932011761
HSD17B13,8386.944060489795,5937.369309241282,5906.091292649746,8123.129558311572,5403.384829191198,9529.539095665625,4598.109387249109,6454.10771616796,4686.261098055864,8503.177207122153,3546.9051916810604,3370.19607974345,2506.874611743476,2980.7427202622475,3788.18541177608,2990.96815168814,3805.2348387825896,8503.177207122153,7435.558981903178,8923.126991610541,7484.006985808748,8144.506965569272,7966.772213922486,7188.0510066576935,4355.304436217224,4767.8696778407375,4619.488967922811,5650.483506849738,3687.321862724737,5506.558046343415,4129.834978333986,4169.694238789495,4153.689951314007,3717.177354042408,6328.723769244894,3995.936728438568,4588.48672186854,4044.767849355928,6179.566076370364,6144.251694852629,6328.723769244894,7337.1299725324925,7709.413331431232,7665.809837318242,10971.151008548262,9223.347340063336,7489.692762998139,7382.078547712697,7484.006985808748,6695.219683018502,8717.996326526847,10847.433493931669,7689.59906901117
HSD17B6,2079.1993189361838,682.8948935348257,766.4008818755345,546.8842137511473,1037.5712736515868,0.0677099902823114,2909.5325846181586,5581.977756701064,4022.2469411978673,0.0731129675145655,1023.068976200038,2424.8516613311003,2706.2867719899778,1474.0236497906467,1291.0445883689808,725.2057579543966,994.2748429506483,0.1472515961308559,0.083725361231969,1040.4409417676663,1229.4851881016043,1047.433011974376,792.9268042651194,864.0166134325709,1247.4656256596109,2197.5851357290294,2337.87158848169,929.4647934594614,1091.8725911157285,462.5520560418983,1064.2024793106364,1115.6495151377364,1211.576934797355,1343.8972089885383,1518.6555625906594,1160.0688572285042,2345.014634369885,520.6131907486218,592.0644739996153,709.1228196936081,687.0547342007669,722.2078077773472,2933.6359292403336,1399.6775988107397,1907.894769759232,1751.4718774097005,1796.1714383158503,1329.31325415267,1049.4949267406505,189.25601665853245,830.0722685920032,1608.7799791993812,811.0113997355976
HSD3B3,2452.197418945007,1040.9788489230932,83.87022052372514,428.9331454935369,800.3798613249999,198.2759088838285,2959.184907553096,1910.7622481342232,2676.818752549962,214.68956668929488,1737.6356454966708,1000.496002023443,1928.316747400311,1792.090363147578,1668.6202152160706,2737.470922577036,3005.9255010894763,434.5406633938926,154.32537004400132,0.0,0.0,90.89480848314712,140.62780519654098,618.9737719747143,4513.112913822337,4840.460643457524,6172.010420479357,3812.120343586113,4444.729467307187,4610.635038066484,4189.573537771171,6720.294046953884,6586.25280695304,6531.672938068754,6523.490665745088,5655.858345311764,6523.490665745088,1712.716572214838,311.39244641140874,203.87243265380985,430.9675544693571,1603.2917217548747,1216.7957033728,950.1375301111938,1735.7194560070918,2132.6917840738865,1090.0403530520273,1053.4535092634278,1413.459322090501,434.2764852143273,648.4854413103959,902.6399439068896,758.5206228350999
HSD3B5,120.7780718109628,89.0005731387217,101.14349056783558,85.48985630236994,446.8211459455652,0.0677598946463929,258.6945227551724,105.12820275196536,163.84550034165136,0.0731477144461512,413.6945507749481,0.0569249658508215,0.0634186715291995,33.14356763965896,100.27489940904005,438.9356970026667,320.51177658194047,0.1474970051000174,0.0838520793904612,218.5953924469461,186.51648389358212,219.6948119873372,117.48770918038724,139.62876423166222,1998.4114523234816,1735.7194560070918,1962.641527381636,1559.132180463991,1131.983226739135,1569.0035092722687,455.7649118164813,2577.547737115482,1904.273511564498,2505.0126888582745,1781.1428236359295,1597.4476316270784,1580.0984691104663,87.60934371123298,33.49493248965373,28.747066128692826,26.12788593397284,107.00651474883702,0.0782242790815449,143.92821591420392,68.67619953791908,79.67028523181818,0.0826925376052758,0.072180522304441,274.7624502238182,0.0613891416483127,0.0474308106015972,55.86357729699196,35.58339536025159
HSD3B7,3215.260560321991,4715.119272297399,2949.046242374276,4142.885927191141,2660.2285271970804,3620.02816660495,6916.266524771708,6435.095897127576,7435.558981903178,2539.854578610724,4046.7106612766233,5892.709098764809,6675.675026145585,5556.723906846621,5649.181254636906,7818.208502694639,7337.1299725324925,2745.392242971925,2466.965313248369,1449.768483551951,1870.5172613993516,1690.4833806685835,1703.2416358623918,2404.8784046787537,5090.327670772697,9121.365550373548,11059.903082740448,6823.801411847832,8759.250455582142,8217.81778378822,9505.761430471732,11783.44502763193,11253.352602258812,11357.438564172498,9191.047859358972,11581.233830955342,11672.776017514552,3913.752469963104,2311.282642568851,1724.723460119266,1927.8670142217509,5248.870217977616,4499.629644542388,2865.8114507465366,4169.694238789495,5032.1931699462975,4633.565904529496,3434.7429389492763,3335.568586531191,3137.553288542357,3458.84709935432,3445.347328556474,3370.19607974345
HSP90AA1,882.1274431887891,820.598463693369,1304.2002821552635,1123.4913209305664,799.4632773587078,1569.5749104428032,4046.7106612766233,1024.3692097085243,951.2263702231336,1291.0445883689808,13243.611692715382,14389.875104543877,5532.775084702151,6520.557869186316,9057.105357911594,9765.72497578148,9505.761430471732,5556.723906846621,2023.3669421809443,6435.095897127576,3024.412612726512,5204.809323018335,6179.566076370364,5581.977756701064,2186.2435403968607,1021.5483863483172,1243.5930999273946,1533.7417039651243,727.7274944397905,1973.4831407483796,920.8331916035038,1328.674314303834,0.0,920.410608930926,686.9600128894407,298.73268278276487,269.38166135126403,4633.565904529496,5403.384829191198,11489.19602495429,9906.6374520863,634.3803161576968,1132.4666130778287,1612.9901154368026,2543.4653261978424,1734.3713239822237,952.5212632611624,1690.4833806685835,2701.382906464609,2251.2313488084114,4438.929256948509,5729.262626219823,3520.7582804929257
HSP90AB1,13234.907690043505,11825.285728017798,12592.793034304175,12572.795058752508,11411.003061394527,8594.46760506235,12280.915895325808,12518.61774376951,12353.477439376427,10634.124544705915,26406.64623725881,37475.49474905672,30101.888950299835,36084.574196861446,40542.76948333667,39648.16048317671,44897.162407208416,12875.176175204837,11825.285728017798,10847.433493931669,9182.995995737883,11129.749828908512,11672.776017514552,16632.794350845084,11672.776017514552,10578.99260874958,7665.809837318242,8193.884685538835,9317.02131227216,12098.131091869052,9591.157772127248,11057.15856173894,10455.855479242153,12156.202848637527,11672.776017514552,12098.131091869052,9716.9084559622,41805.1410159864,24501.90902109321,20050.48527609078,27808.88008959852,14699.541329008594,9034.783607990164,9121.365550373548,13880.516180071854,12156.202848637527,13308.557382377248,8796.076062013202,13118.15871392448,22460.4740848014,23814.297417077712,17670.205094691588,24000.01943085071
HSP90B1,5742.176121167345,9057.105357911594,13747.720811291389,10778.866358630175,24501.90902109321,8353.750647974728,25623.721680808987,13539.448698628385,5649.181254636906,5625.100746817009,18000.549998626062,32012.589623173324,9969.553912455332,20050.48527609078,15846.272668917904,14267.60507503552,14508.71143368437,7567.817812059688,9178.247678814185,13243.611692715382,10548.528049789666,11956.19795604702,14078.697925345918,7726.981001683813,2848.791739737774,8503.177207122153,6328.723769244894,5854.8738480908,3110.6218462426527,7950.887372839595,4840.460643457524,5437.649304442845,3530.3771574826483,4777.168859691643,9532.959748859565,4099.143944003996,5101.270668356947,1970.5089971713385,1199.3857099601662,4195.679590365268,2909.5325846181586,6086.596119065811,7610.472862709106,7950.887372839595,14871.625466780746,11411.003061394527,5331.986080661689,12435.162853820577,7173.072464362972,5783.228462751995,6911.040723836364,13880.516180071854,7240.334354542274
HSPA5,6711.743731429819,12706.735606569153,23267.21829951289,12790.065775320914,36690.59836029062,9969.553912455332,20622.76723706114,13243.611692715382,10578.99260874958,8386.944060489795,34324.42859391755,40542.76948333667,22112.2207731862,34324.42859391755,27808.88008959852,26491.48059843846,26491.48059843846,15231.332495150256,16154.1427667355,19493.83563075594,16976.135820792355,23814.297417077712,21580.72042657192,21580.72042657192,6916.266524771708,9223.347340063336,6127.114838953749,5810.489604919143,4461.338485307678,9651.968459963336,4091.963268267907,6040.296302952323,4880.02047008144,6406.867097045377,10455.855479242153,6695.219683018502,5556.723906846621,4913.037986065796,8796.076062013202,10062.69239594718,7845.197094048099,5829.363957326577,8759.250455582142,7484.006985808748,9248.38085541415,8773.880091126155,7435.558981903178,9183.095290790094,11726.457860108254,13420.54903741129,25220.091582734225,26406.64623725881,19547.241961856347
HSPA8,13176.152535540748,19547.241961856347,16976.135820792355,21580.72042657192,41805.1410159864,8217.81778378822,16264.331800786553,14710.843922814958,13324.01581157318,11542.449242648643,73412.87164379118,89404.7854347372,60747.90814412203,70988.11719633995,81463.11432667481,86651.7728467185,96453.1598484304,22015.13921919516,12132.04765377755,12353.477439376427,13361.313715889,15107.783981376624,18376.74082943829,21678.996654172253,17513.330504283884,15579.775836312623,11057.15856173894,7064.096439822813,10548.528049789666,15846.272668917904,9053.428115302744,16534.063347647912,14699.541329008594,19177.347140813083,17084.038717716387,13420.54903741129,11393.077906230155,52657.87566989402,34324.42859391755,26872.358867390496,39648.16048317671,18431.87755583843,8594.46760506235,7577.323640080937,11489.19602495429,13420.54903741129,13234.907690043505,8250.820060028922,22015.13921919516,28441.719547583187,26592.649661589345,22112.2207731862,25852.650792215907
HSPB1,1724.723460119266,1352.1093993737663,1378.4009089556305,1320.2193479301295,2235.0050339592417,0.0678642579590218,2329.2676250567324,2837.104654090795,3119.826811765117,0.0732375470651121,19177.347140813083,20622.76723706114,14389.875104543877,26592.649661589345,30101.888950299835,22015.13921919516,24399.44140788828,20351.763897737987,3097.8598155921118,3364.491548574462,3481.029808475267,2278.196579488353,1528.4414700949872,9547.656661816676,1715.2148341582588,0.0792438699842724,0.1007509855969686,0.0833458691449291,0.0887683298666286,0.1076312970373541,0.0769499866680196,1451.258578942717,1615.7898354791214,1402.6742683761424,701.1309011415449,738.7921194401532,975.7122739570652,2129.5756562267543,1762.785700516038,1608.286296253803,2908.5030685686197,1669.83072345933,0.0784268516608867,1794.7866177152316,1305.3830997126386,1308.2275364951397,0.0827594955394149,0.0723325942464955,2696.5613504839343,1673.088976011933,3074.059997830248,2152.906865458086,3110.6218462426527
HSPB8,2325.202403568243,4153.689951314007,3332.0188297123486,3537.267116566853,7883.211081118924,1310.5298504678815,1841.177987403781,1305.3830997126386,1592.5134238505618,3208.063238352624,5204.809323018335,4909.220866031789,6419.047354222011,5019.286142514386,4856.762580969347,5959.014654953084,4880.02047008144,4790.833050455556,2793.807356678118,3562.0120746386738,4786.38480287428,4264.71284788848,4554.573954783391,4890.819929596435,1936.3493789962463,2246.4671907244074,2068.17193301244,1910.7622481342232,1845.7847193157809,2204.6624917262448,2106.6051882734955,1910.7622481342232,2200.7114686669584,1816.2630004423745,1968.19168576176,2130.6549378475656,1783.1637250441768,4554.573954783391,5506.558046343415,5090.327670772697,6695.219683018502,3079.4847488730056,2095.761553187282,1886.6712955191888,1959.5586271920029,2371.7396064995573,3222.359125481019,2117.349783772308,4099.143944003996,3490.4152443381345,4169.694238789495,2999.778212596835,4610.635038066484
HSPD1,3612.3324115100368,3591.10400222551,3506.189754800152,4312.877673020326,2747.6634367066263,3551.834848336051,4100.807218771737,2827.368971907892,2587.0576572220825,3270.243846216134,6895.69224127021,9906.6374520863,5003.1371120752765,7405.821098168823,7337.1299725324925,6675.675026145585,8138.863739062558,6763.884053571457,3386.2942305329498,3812.120343586113,2313.483762467597,3676.906796594297,3965.540926837223,8594.46760506235,3424.583565937287,3332.0188297123486,3581.650892742089,4368.779593602572,2868.5548967968134,5038.570218084937,2827.368971907892,3995.936728438568,2793.807356678118,3343.621534674953,3701.573884218168,2333.8789164991044,2827.476197573222,4724.22710995424,5695.404717227294,6229.436014462382,6726.222330978255,3876.858787056058,3078.797351968578,3734.350057551942,4745.453746227527,3551.834848336051,2394.7042046792662,3965.540926837223,3911.495909829629,3332.0188297123486,5054.740181690593,4438.929256948509,3551.9943356569083
HSPE1,2433.945726339081,3916.962793191855,3203.705326598229,3950.2539636609104,3324.853366277906,2602.7687107361694,4228.091837716384,2683.009297240308,3562.0120746386738,2981.226481474236,8676.169195803195,10229.807667054753,11820.241425188126,9243.536319862606,11129.749828908512,9677.230569877433,11581.233830955342,10229.807667054753,4393.328088111355,3208.063238352624,2593.9365288726394,2865.8114507465366,2804.472268113215,9317.02131227216,2897.216008998052,2701.382906464609,2944.6306186596216,3335.568586531191,3208.063238352624,5695.404717227294,3288.825599317761,3537.267116566853,3424.583565937287,3738.192042923808,4099.143944003996,3024.412612726512,2723.205451906635,5625.100746817009,4373.351628846601,3425.3321271859386,5506.558046343415,3591.10400222551,2345.8701338725195,3358.5482450226923,2723.205451906635,2908.5030685686197,2186.2435403968607,2865.8114507465366,3358.5482450226923,3319.835596139591,2981.226481474236,2747.6634367066263,3444.416338979013
HSPH1,445.4884713917321,559.2158350197242,517.1174525893156,500.69701652136337,1639.3938467707208,172.10047969597872,714.2956016736343,465.284624282157,469.7629382139966,216.77166578600824,2473.1792266859466,2624.7451636579763,1010.986462402954,2157.8643470820475,2132.550862553928,2158.8314728371342,2230.5864506226444,1880.6668183644092,548.3913315239665,371.03684992496966,313.5524870880942,453.8111432754572,381.1958536162722,2386.123046748084,746.2246831297989,565.3981022286162,438.85630948922096,308.5287424976601,298.79538817596995,658.5315717628262,325.96902768242444,522.3029303805233,490.3179639070129,863.1791772173083,585.9474826362948,441.34623487442553,346.91087509176987,1255.3344823946184,2388.180989866578,2060.6077140155207,2670.3033282983906,540.7086747629156,169.11303605670338,151.08538250117329,410.3108472569503,299.75172338732807,326.12727706766344,128.0446433718702,1105.341195179005,846.5902417694515,1031.9597020945137,670.4140924587881,897.2743353257446
HUWE1,2356.1798433466424,1886.6712955191888,785.3829519806562,1115.37046263792,950.1375301111938,510.8220490095519,756.1388327255975,2060.6008474523974,1050.0480767938018,430.99127193546775,3717.177354042408,5556.723906846621,1321.9941865445858,4355.304436217224,2466.965313248369,5278.473605230137,4745.453746227527,587.5261519456999,368.1125314388767,717.2201013797124,1416.0804754509918,1159.8051303939535,762.4146103506869,754.949542747833,760.4364121537324,963.2455125340226,1012.9505483163338,2827.476197573222,536.943995810848,581.6283526984729,1105.6871309402732,913.4566823280012,827.7071998561372,856.2115034666745,686.2489854524975,651.9006395726194,746.2246831297989,837.133784997851,1089.8949322463363,1961.2012469015103,1675.3353937535596,877.193432612413,929.4647934594614,639.6828791927421,2624.7451636579763,903.4241272623768,2701.382906464609,485.831734620442,1364.6891874269145,1800.6207623150176,857.1119408035335,644.4967643419576,1512.4281191305315
HVCN1,10.919634378678523,10.03114902988542,6.582010479943829,4.98443477403537,19.391368531647757,3.599994374869272,11.271268218519204,17.783929252846704,21.47067256399381,10.798432788922767,22.06936956941508,15.13385039547165,23.32056563115622,17.308793565412724,12.965309205282631,9.430367519370083,6.045267423672138,27.488543073307937,26.12788593397284,12.368962939679324,11.706616621353197,10.992214937825937,7.505094252816319,9.091923430962344,15.277587268456804,11.414772562306574,11.477666232516253,19.451301323686145,12.125345504969395,5.170043948673186,16.200726235225343,7.215597851841845,13.094317709323676,14.228286934706077,10.829882023242645,10.292706011510798,12.073384911941025,19.913067828285023,16.08086967269222,18.15013893650317,14.728908588496004,5.963841681202302,10.75586897557199,10.384912416000049,11.178389298105248,6.666205226609575,10.4639298680393,9.322688095885333,26.463596336460185,11.546491114561896,18.859019980798543,14.895191208773014,29.67029129971997
HYOU1,1326.8088999899005,3672.0734078173336,5785.072522778078,3140.233138857224,5087.397797681803,1770.95688336338,3549.761580335989,2868.2965885077465,2707.2531069660413,2418.2012296219305,4724.22710995424,5562.859316053054,5736.439932011761,5225.652710875099,5019.286142514386,5225.652710875099,3929.174463015173,1005.0208829634848,1592.5134238505618,1472.115162582753,1420.641156767468,1420.5809832964114,1326.0730101720897,1228.3841548418968,1759.2239015671155,2874.02065381573,1659.936923899341,1401.4134307452869,1924.3299647708648,1893.4086164832524,1374.2403408865673,1606.6290973214566,1981.6846764159852,1739.5185196805492,2587.0576572220825,2624.7451636579763,1621.3130482071315,904.5911473955932,643.2626915234725,642.6102746936215,769.4728880339496,1816.2630004423745,1927.8670142217509,1530.1185616924197,1668.5742442434905,1939.327830226092,1961.2012469015103,1730.8590219597572,1160.0688572285042,1675.648949964365,1544.3121564675284,1766.7532649616091,1520.869131787119
ICAM1,846.2377335323599,517.1907691861261,888.2086073884859,676.1021038821524,1996.9533523336368,285.9311509734677,402.0466996606288,478.47362248713705,390.03520504839344,281.91196004365395,340.06178914778934,165.30327201562764,382.6580563903355,74.11916417367145,391.44517730717433,347.65543525804486,347.72793286728773,6520.557869186316,5154.78596525283,3929.174463015173,4826.224930309754,4163.192698856923,5083.19019391743,3110.6218462426527,527.7575865519194,0.0795403873445058,0.1012305645718035,7.874085850377982,153.1446593642699,0.1085276803444856,469.5639022213479,463.36512395066416,526.8780437020213,436.3334744417671,388.0633236927277,371.6825567222316,384.7660166563247,568.0280200157704,720.5616185221368,643.4696326708231,564.7025229474386,560.2410570496835,1185.693923642269,685.1359744771194,619.7439363378894,706.404020503755,1724.723460119266,178.39719209671236,603.5053018575471,723.2443922852627,712.569758452602,1432.9753436946771,898.278382035688
ID3,1283.145467468496,2094.4186727339847,2264.5306247576527,1121.5308912678604,3192.461008893805,1715.380293691704,2032.8367172521712,1348.1213337676536,1088.834066321303,3380.4933173068357,1002.5479533628322,775.5589642076728,756.4982528695302,1201.8654880118188,1269.6319230979134,1245.514558224541,687.0547342007669,2487.4909542940104,3537.267116566853,2485.981976783401,3964.946114348895,5240.974929683574,5785.072522778078,5636.514701424776,1048.085867372,933.1303918221328,434.2055078957742,422.5478298864639,736.5266690594664,311.39244641140874,1038.6974091593786,1031.9597020945137,1306.0841684211025,1016.5294326340664,766.8249500096867,920.689722570643,729.8363271082565,2040.583265285564,2018.0141655077744,1449.4936439067735,1420.641156767468,1345.5464824848243,1420.641156767468,1305.389673764383,1890.7829568010184,2015.686554592416,3324.853366277906,1270.6881678455406,1973.4831407483796,2162.601167477412,3738.192042923808,4759.776194407397,3546.9051916810604
IDH1,2573.6582420276263,2284.824364372234,2230.5864506226444,2414.59127848292,416.6203386417132,1868.3976223360423,3001.5014254284547,2064.966717347648,2061.1051950698834,1092.51490585223,2485.981976783401,2549.889334406468,1596.92343355468,2622.4550833146745,1894.3470827287135,2032.8367172521712,2404.8784046787537,401.4217741878453,336.75855466197527,345.4264332276203,191.53316924058387,315.96294248107364,399.331641186084,380.2095388834952,3123.105824175057,2863.332218694868,3018.8226525561868,2868.5548967968134,2456.7574451205305,4686.261098055864,2629.127920476214,3123.105824175057,2295.170863275913,2868.2965885077465,3405.0853267815983,2587.0576572220825,2955.257629176863,920.265557130045,532.1793486960385,559.2158350197242,735.7772765405049,2278.196579488353,2353.865006744906,2670.3033282983906,3445.347328556474,2816.400051247104,1794.7866177152316,2910.143337511928,1287.6716338648034,858.6931882805677,1015.7314792261072,1035.5426739798406,1201.8654880118188
IDI1,1673.088976011933,231.84084221292116,958.3560135298878,191.08216783036232,260.02893469353285,1954.216439193809,248.216279165448,219.47567728526644,178.04711851985005,1200.2549119182297,248.130598866702,97.1184333801394,0.0639425604056568,74.07748365350244,210.95561863149985,193.01994790279355,248.130598866702,0.1485850493733302,0.0843527647857676,380.1758803209388,326.3591338536577,285.999889324515,212.37395530985583,230.1590482522924,465.9723467030642,247.53271099901872,0.1015103814782534,476.8134467766319,81.52669167271709,915.4330190374455,301.87026682865775,411.1073542897324,366.7788964774902,349.330016001058,321.39722442623497,215.02277917667263,278.0770783666652,138.54229509228537,88.05351594139509,91.29501382040203,71.28606893546896,239.57084314357104,1920.6170584417669,1796.182355307339,2948.724421221298,2418.2012296219305,2419.0860469918084,1204.8446556802996,0.1149368092603453,196.09928081467336,86.4182078312679,86.65297030522505,0.0654372531217756
IER2,583.4097209112048,899.2392804592347,1936.3493789962463,695.9124405869843,3193.2768182172576,428.6194807301963,937.3325016146728,783.7364628190161,639.8197781264391,1185.693923642269,371.0358982138156,230.94301283557783,441.8452430973369,372.75265811777496,536.6988137977587,428.9148831318206,332.6365915451074,2010.5227923710088,1783.1637250441768,2297.5167997540952,2893.98293685878,3812.120343586113,2733.8210699415163,2980.7427202622475,570.1423514912482,1302.8853151535366,1310.3949593562263,311.30803052662174,856.2115034666745,572.0974515224461,758.104712619029,980.6542387605468,1145.9364491322972,815.9261022150345,1288.680949120377,1728.8413575651975,1303.6961830473408,629.0998821622021,457.7571957042331,435.72395562438834,510.5454366779393,1076.289628467007,562.4103529517245,713.8767206833438,924.5496905150436,1332.2686861871157,1007.0905138990732,558.1866025910215,2506.874611743476,1278.269403495732,2204.6624917262448,2917.9749336283794,2386.123046748084
IER3,331.1019853686253,233.5100900453651,310.05931334957427,216.66429111634733,3995.936728438568,1085.9849850726737,239.2172305925332,261.9128542893597,196.4162523902688,1621.7777669548148,495.2778846444682,324.18423751576665,616.256485953135,366.7463269036263,736.8988401113968,571.2947093084514,450.369785121171,3937.5774708672648,6163.382447492448,4142.885927191141,3965.540926837223,4499.629644542388,3766.364179197348,4553.404571525227,250.65387294119196,0.0796175797788759,0.1016127337944756,0.0838826868983338,0.089922087937797,0.1087506376679951,0.0774712972706462,213.42278030372853,261.513159551106,204.457185526152,125.59659021891224,106.54514561182688,132.81029025051805,185.64366022480803,148.47025205004388,177.583280799725,111.6486602421008,279.22506538238383,127.648749700265,341.4426237128465,310.0269370279919,355.270797425642,243.2719193022039,0.0729069829782449,1085.9849850726737,1038.3606143755928,1569.6192430103947,3693.575512483542,1214.820671630929
IFI47,372.2845976752208,281.02569894160524,265.6580151408319,332.7749640095828,408.0179102855669,163.52337371934016,292.12988047382873,343.2615902262657,278.5245073043516,13.621769544951114,233.64486521130985,204.5801067738589,261.1021742678751,229.1165798221197,359.0703225056527,214.5356499758701,197.196277211581,7806.196799870604,3505.291801880934,3123.105824175057,2909.5325846181586,3032.159481966147,4522.80742470271,3717.177354042408,429.57492583112094,709.8254166639116,297.5588818623366,505.9258780359984,139.9343066073214,630.3020176532556,675.7047887001114,396.8573054077575,422.5478298864639,358.9960087149875,446.9023877863615,488.4508661965221,414.299775954109,331.091145096966,350.2557462456673,254.43815059611745,259.55795746295433,304.43773876325,87.90828947034196,415.7060006619112,238.8447619781832,271.90348089882883,120.38476949775333,40.06449659785061,0.1152485829399775,0.0621946419820517,0.0476901445040247,7.620944500214113,0.065551457885675
IFIT1,162.012623062417,117.7945523556881,132.48174635342235,120.0769034369579,189.527574892344,0.0681459186936491,92.82384453342496,115.72191043345352,100.68576459136564,0.0738962061945007,95.13504034908,76.35995826773268,0.0641503872380864,41.1936061600853,135.95646608555086,75.95573865561607,95.62376654698292,3444.416338979013,2095.761553187282,1348.1213337676536,727.1446392902791,1529.2290332309915,2805.76413528434,1628.665027275199,172.748376211465,152.1233441546254,37.44821431338568,37.30613467388618,0.0901453801284051,149.2212296529448,39.63892497366108,142.47436372780288,173.07726169755412,147.0839512408054,124.46928387250092,100.1253347022181,146.587856594768,93.46808268927887,100.46327622735387,105.65969372859394,87.12047848824886,138.94570960727003,0.0790564355190563,197.2630853381424,98.00150546890204,107.7530388542505,0.0831341298538974,0.0730333098284975,0.1153867744734866,0.0622637504795807,0.0477324927961432,216.77166578600824,0.0655579899401906
IFIT2,99.14758316008115,74.03713737423628,86.3233502986619,71.06618173673442,113.56745273453537,8.367377455291646,49.6085037688228,64.33247098226114,52.45524460006239,0.0739662983373951,49.35693286545907,59.01301418036141,28.792172514694503,29.04104082769429,65.97218312552137,46.02045102949912,61.23240575359123,1910.7622481342232,1146.6280531251082,819.2972533043305,585.7984534789584,1155.3244594316625,1474.0236497906467,1092.4930975119937,105.60479728003403,63.32615912381409,61.9763146533239,31.75387008590073,0.0902290497984807,107.17191514767144,37.17456017017604,83.58423635606361,103.14855878439424,85.48985630236994,66.85856834758587,55.79550501257056,69.63852723786746,52.72204522363695,66.21530843493298,92.60249218825564,67.22099493403701,84.3109470265702,6.687910561535033,118.46599833435393,56.80390991931847,63.96669524642634,0.0831430325054115,0.0730563779855019,0.1154021681633964,0.0622761292774029,0.0477521820144587,53.41396921492293,31.91137896922441
