,B,CD4,CD8,Monocyte,NK,Neutrophil
ESPN,3.0199842374022654,9.000062179632272,4.605050589381467,3.6430476082710204,4.5345635389801355,0.0
F10,2.1161272896681993,0.0,3.2271514001980135,9.879873883249324,2.326834547051133,3.2540864816726502
F13A1,1.3587494449508464,2.89261001351344,3.8414123735686028,13.130474979811183,2.276720348915673,1.7590138815906995
F7,0.0,0.0,0.0,3.8093521272169424,0.0,0.4564951367689096
F9,6.250302733184752,0.0,0.13641314867280255,0.5066750907131374,0.34504514970628675,0.0
FADS2,10.586819907656823,0.5403619893716219,1.0880850172344192,2.518257820519182,1.5896088677583913,0.0
FAM131B,0.42806808821458464,0.46963434017527944,2.741893224793168,0.0,0.8555772472192389,0.16433588295252713
FAM167A,8.334522815639733,2.2676753796091673,2.1313258165149724,0.0,0.0,0.0
FAM184A,0.6044313453714586,0.0,2.066913282674823,0.0,8.81612433951339,0.0
FAM20C,3.392233373620026,0.0,1.2848756972868876,6.424730788062547,0.3681490670057064,2.27724776165997
FAM228B,4.7081054422912985,2.540257797996578,6.266119452919565,0.0,4.047519468655337,0.0
FAM71B,0.514807859215968,5.243840241093596,7.365931630970275,0.0,4.701476299816068,0.3701861633563174
FAM83A,0.0,1.001096733890556,0.6306879784017574,4.6832573833433,0.603059681310337,0.0
FCER1A,0.0,0.0,3.068065716313908,0.7796019623976835,0.8504771729039176,0.0
FCRL5,12.207315832647494,0.6460199112766513,3.618782176256178,0.0,0.37761335397864493,0.0
FCRL6,0.0,0.0,0.0,0.0,7.50677415728376,0.0
FFAR1,10.15610178001586,1.50900961966579,3.81857030858881,0.0,0.9570125754593071,0.0
FGF11,6.032760752020798,0.0,0.0,0.2599707306695661,0.4450149455493975,0.0
FGF20,0.0,0.0,2.408269100786776,0.0,0.0,0.0
FKBP1B,3.198644967144312,0.0,1.9326833135808579,9.116084532885075,2.9528920451088676,2.2495204640243336
FLT3,11.36592282373142,1.2826490826553762,2.745556663979159,4.82845622320254,1.9500206902628505,1.7692962992012105
FN1,2.4244776524147795,2.2757876995569246,4.47608278245211,12.878126869594066,5.445109705986564,0.9486824774426411
FN3K,2.252646113624193,2.1093069219959175,4.0138351694110055,0.0,0.0,0.0
FOSB,3.373291371159209,7.048028157628922,9.150963585018541,3.4607592903382427,5.636392455223525,3.2090561271024476
FOXP3,0.43443397943260675,8.752756720007165,5.072834231242812,0.2548483766807561,1.22592130023995,0.0
FPR1,1.0079798402395879,0.0,3.3931492420756326,4.994041924159827,3.1627854683549494,11.741678803971627
FUT1,6.557697561440969,0.0,0.3213275560064812,0.0,0.0,0.0
FZD4,0.21712992460743588,0.0,0.2253313591800607,4.7398389349242045,1.2974279293532183,0.0
GALNT14,0.0,0.8160307045810332,3.261546850619964,0.0,1.4541681128746882,0.0
GALR3,1.2279363816669275,0.0,3.372478007546674,0.0,0.0,0.0
GATA1,0.6045603373661514,6.493237455142647,4.676145313437839,1.191923295116441,1.494675902374438,0.0
GCLM,9.54025859232062,8.334810533982028,14.135658744577848,11.296470049132106,10.54913670517739,5.568330898616026
GCNT2,0.6840002168563433,1.6451401960346224,3.645154271308594,5.378131652016899,4.252136296145872,11.999980990452437
GDF1,0.0,2.2647908272422095,0.0,0.0,0.5669307778155237,0.0
GDF3,0.0,0.0,0.4388452031474268,4.327872845615922,0.44638918289634805,0.0
GFPT2,1.4201866870975024,1.530257709367212,1.0096905650302823,0.26496131085095953,6.599435481588371,0.0
GGT1,3.484552519394464,6.656741864349991,9.863144640960478,2.844749696688422,4.887472939125623,4.825767589884103
GIPC2,2.10528388600937,0.0,1.6869138186782278,0.0,7.477658168768155,0.0
GIPC3,6.742032319825119,1.3138245169738103,0.9673988799953259,0.0,0.0,0.0
GLP1R,0.0,0.0,1.939428185109037,0.0,0.0,0.0
GML,6.43442295200866,0.0,0.0,0.0,0.0,0.0
GNB3,5.755947789808082,0.0,0.0,0.0,0.36025003245731724,0.0
GP1BB,0.0,0.0,0.0,0.0,9.300859953533536,0.0
GPR25,0.0,0.0,0.0,0.0,9.171528654177102,0.0
GPR83,0.0,7.671046532731632,3.4009056415042314,0.5668751342100884,0.8408847530963496,0.0
GPRC5B,2.16968914607515,7.169303560936905,5.226591069402499,0.3511591424079745,0.0,0.0
GPRIN3,0.8905826072508207,3.0142654557657127,4.088009586704336,3.2885666444716737,9.355800038968134,0.0
GPX8,0.0,0.0,2.1173346753352495,0.0,10.156292131353462,0.0
GRB14,0.6020801895836463,0.0,0.0,5.25527338509118,0.34773147480670447,0.0
GRIA3,2.3635905996744997,1.704331499159564,2.8738853188726265,7.741719139443614,2.0889896614633723,0.0
GRK3,4.788442581286918,0.3764885558704651,3.6865004284591887,8.133756326009063,1.3539688289711076,1.5742313811460455
GRM1,0.0,0.0,0.0,0.0,0.6628375242208792,4.708064974105914
GRM6,9.82187732953351,4.173700612019291,4.443056166717499,0.0,0.41051410024197277,0.0
GSPT2,1.6096314060040071,0.0,1.0435614066888776,5.604618318201647,2.0211854898559665,0.0
GSTA3,0.0,1.1841283105088747,1.7417734667966926,0.0,6.887744905336942,0.0
GSTA4,1.2495182270304497,5.928396951016535,2.5485700511303264,0.6788748434122613,3.7481391067385514,0.0
GTF2A1L,0.0,0.0,0.5679267776865995,0.0,6.3991175248608645,0.0
GTF2IRD1,4.78977208845624,8.401742235786621,6.503366887201832,5.739139230637157,5.833558757156102,2.1164354322074184
GUCA2B,5.946831014176352,0.0,0.0,0.0,0.0,0.0
GUCY1B1,0.4990464832797607,3.720959041956534,1.4863805734236135,0.0,1.607481085447631,0.0
GZMA,0.0,1.6596435595075938,11.439173144072111,0.0,18.6112738517268,0.745664739763549
GZMK,0.0,2.8988307586154214,10.562050738146066,0.0,8.972922683819261,0.0
HAL,0.7810933330047329,2.000357922440326,2.3284675029339947,6.90623694966221,2.925632865578781,1.5556232902233762
HAS3,1.5177899734774556,3.38637518999475,1.1388234568374271,0.20869572904955142,1.1334923787723912,0.0
HCAR2,0.0,0.0,3.868512324361677,1.7230747562932065,2.6914080609349544,9.484851388025197
HDC,2.1117282707961227,3.5606052236728596,5.211223654581588,6.2483948488237315,5.415232567392362,12.845255104868018
HEBP2,0.0,0.0,0.0,0.0,7.084279992546328,0.0
HEPACAM2,8.382942541420125,1.116870852097079,2.174003769087244,0.849851753495046,0.6066168039846143,0.0
HIF3A,6.1424040567632865,0.9448861762849826,0.7871090959774334,0.5953801276921321,0.6336810647446585,0.0
HMGN3,11.864703454013776,5.079406640455613,4.093324655099206,6.424138796749816,5.467803642664709,0.0
HNF1B,9.101700462210902,0.0,0.21597791372206754,0.0,0.0,0.0
HNMT,0.0,0.0,1.429945973995569,5.371366254412411,0.7691228829603436,8.75189874688608
HRH4,0.0,0.0,1.2603659178314586,0.0,6.206959423686337,0.0
HS3ST6,0.0,0.0,0.0,0.0,0.5770417001938575,4.06477187816796
HSD17B2,0.0,0.0,0.0,0.0,0.0,3.3929822313403406
HTRA3,0.0,0.0,0.5298461361517297,0.0,6.290130771831411,0.0
ID2,7.685182962454457,10.129291039026635,11.44793904441153,8.794653955946337,16.67564105177017,8.161640518092279
IFITM1,6.200621215168925,6.331965226146732,7.7176654248105425,6.848143182920377,6.522615868662978,13.474677982530077
IGSF23,1.598553589376717,7.945999403874774,5.22853205860312,2.068103865093067,1.372971824641974,0.0
IGSF5,0.0,0.0,0.7824129576499642,0.0,7.843857927787234,0.0
IKZF4,4.383622187671223,8.069976619654605,3.685282454054932,0.0,2.6154331668303614,0.0
IL10,9.942204524002534,3.0834829950407836,3.2924136286368175,0.0,2.4605730765841827,0.0
IL12A,11.094389872848359,1.867458013533132,3.8546507692144845,2.5655461137159787,5.2416044977486385,0.6030646782525259
IL12RB2,1.4775453389544912,2.631306188947588,4.624582966636162,5.514091050839278,12.843782808653778,1.246299792030793
IL1B,3.7303625425600653,0.0,7.762297138195561,3.3520677620501713,3.678748194674318,15.017819814854889
IL1R2,8.357989164071324,3.788539475101547,4.708801529928268,4.336800405808072,0.699639237870344,12.419780036665598
IL1RN,3.863698079403976,0.0,3.4712502198696913,6.146009007689038,3.7245566473169474,12.026790791066242
IL2,0.0,7.748381891508526,2.770328312459055,0.0,3.01722207676412,0.0
IL21,0.0,3.774206410119165,0.674157242264312,0.0,0.31537480054551104,0.0
IL31RA,0.0,0.4496526838052729,0.5494922467062597,4.80969451817157,0.0,0.0
IL4,0.0,3.9291380942301086,2.299303840369033,0.0,0.971482964208167,0.0
IL4I1,13.865171382456321,6.582969709904283,6.100530093073253,0.4081234211290658,6.429886674530849,3.4109305835093897
IL5RA,9.227029898963192,1.2092650185886031,1.7623665335081284,0.0,1.4425706428982585,0.30973480609634535
IL9R,10.890412309020263,2.7225529185065014,4.253130991859196,0.0,0.6494176695246792,0.0
INHBA,0.7427696827200012,0.9227956439201124,0.26363687634922045,1.5479515546655596,1.7343836447733916,5.259550204356336
INPP4B,7.5068300621869835,10.276743501264281,7.928523851693696,3.348245892325565,7.423199484653099,2.9905452381154647
INPP5J,0.0,0.0,0.8052491930777453,4.612390132910402,0.9256864210032252,1.5245831474962532
INSL3,9.652775750385024,8.429360924268655,11.258270703286453,1.8043520223736649,8.864806171276452,0.0
INSYN1,5.922100581787522,0.0,0.0,0.0,0.0,0.0
IRF6,2.629841294923543,7.4891983998119445,4.726362222003534,0.1870529279843216,3.580282141062167,0.0
ITGA2,1.888053606420555,1.4342107279189182,3.306547386186859,0.21758942402602438,12.07769795496818,0.0
ITGB8,0.2385347427502799,3.8994941921706725,0.2547740160171109,0.0,0.0,0.0
IZUMO1R,3.824390467663242,11.150455242130246,9.14476756437937,0.0,1.724883430997788,0.0
JAM2,1.0618836949775055,0.41651245961367117,0.0,0.17463638719922284,7.688600401473074,0.0
JAML,6.15973607777987,5.639557959417717,9.069169303015812,6.472685688337069,8.228965353134832,12.456807688491729
KBTBD11,7.5730188257580044,10.104587674761182,13.045994191843299,5.987667158750137,8.0596085478913,0.16478822321903244
KCNA2,0.2958694247113942,3.286617902611483,4.9343019936996075,0.0,1.241970772556986,0.0
KCNE3,0.0,0.0,1.3395294133254572,7.372848190055121,0.0,0.0
KCNIP2,1.2804741956828645,7.763552158901835,5.159781244343023,0.0,2.3369495142776446,0.0
KCNIP3,0.0,0.5537711069203585,5.644621348779493,3.090831302128019,11.393395019977156,2.3907312168325934
KCNJ16,0.8055810952296848,3.1535202933634383,1.237212186544523,0.0,0.48542864069153235,0.5189727832199971
KCNK12,0.0,0.0,0.4131073659261918,6.327953527509589,0.0,0.0
KHDRBS3,3.0446652337769127,5.111037897217984,0.0,0.820653658525087,3.1431854519190554,0.0
KIT,3.419327936820663,4.042777657984238,3.2165573332593334,3.82070984115317,10.866367294812044,2.2165359146938877
KLF4,3.3612112385571864,3.9823008981353945,7.058850300050985,10.323161818291634,4.505670362283078,1.6431830861011167
KLHDC1,7.821155176434607,8.085903594284714,11.534851055200178,6.48485911803951,9.208703214648,0.0
KLHL14,8.401233365646481,0.7403787920126019,1.8579172421461092,0.0,0.608217136367624,0.0
KLHL30,0.0,0.0,1.7698361684829318,0.0,9.810565024789131,0.0
KLHL4,0.0,1.2742596937718462,2.094463362078593,0.0,9.60284890054113,0.0
KLK1,0.0,0.0,2.4759326167723383,0.0,0.0,0.0
KLK7,0.0,0.0,2.5829553449509097,0.0,0.0,0.0
KLK8,2.8498290590557867,10.063303242282545,12.660385951224534,4.504970316362405,7.387941044195388,0.0
KLRA1,0.0,0.0,5.846559244897792,0.0,12.317697941827833,0.0
KLRA5,0.0,0.0,3.729335631084189,0.0,9.802984062129145,0.0
KLRB1,2.8015319307448285,0.0,2.212665141241782,0.0,10.943376863264131,0.0
KLRB1B,0.0,0.0,3.2156673744695548,0.0,12.181434629720833,0.0
KLRB1C,0.0,2.818176285309656,6.410308790369924,0.0,15.775613745313123,0.0
KLRC1,0.0,1.984182098578355,9.344676810539898,0.0,14.844169906544794,0.0
KLRC2,0.0,0.6193927360620914,6.705490027507597,0.0,14.845126403343524,0.0
KLRE1,0.0,1.640927362204837,9.116940167330334,0.0,15.72668437020409,0.0
KLRG1,2.830741851607447,2.1017946593240513,8.194737335400927,0.0,13.728553181500779,0.0
KLRI1,0.0,0.0,2.345184478751487,0.0,10.372485937621512,0.0
KLRI2,0.0,0.0,3.287368178803246,1.114181150438029,14.065198286720797,0.0
KLRK1,1.1797523457724375,3.7666617324489264,9.982000707262365,7.183056292352223,16.416938756945353,0.23759638699814206
KRT222,10.060142435867041,3.4953783503492755,3.040569063799494,0.0,3.009299248203863,0.0
KRT83,0.0,1.1464605490510995,2.214555748456992,0.0,0.8422161584806013,6.331526257329515
KYNU,10.578601437797788,2.521877271575051,2.741026381825182,4.716727465253962,0.7842403467190808,0.0
