,liver-ctrl_1,liver-ctrl_2,liver-ctrl_3,liver-ctrl_4,liver-ctrl_5,liver-mda_1,liver-mda_2,liver-mda_3,liver-mda_4,liver-mda_5
Aasdhppt,300.116895814421,330.360672460762,411.684017583582,408.12622330141295,457.9145157991901,424.854468958778,510.0717984927781,566.056169603984,261.339733383221,614.359692649204
Aass,1168.64148329284,1377.38951966414,1461.6318844759803,1413.35168768803,1167.56672641224,1486.09109413143,1201.35950334633,1736.76204295522,869.073457517853,1171.73340585477
Aatf,41.0089964373372,51.74982440121671,62.89626694662729,66.2844940314493,55.8014909302495,101.69028330835,106.982161902956,114.287775897115,87.9408802853877,111.378201935348
Aatk,3.7787945071285294,2.81955010738272,1.08458952092608,3.33043692329939,5.830251047913599,4.50591867960043,3.61072104184025,6.78564386330629,4.90875805844431,6.748894731098581
Abat,993.9263027439802,1004.79505552852,1055.37338678496,959.6043933912,1021.31153520295,706.88344149987,704.7792393384759,755.9964499552451,565.097596185622,842.742233763972
Abca1,140.709594118324,115.578969902268,143.917476938574,136.612664617679,147.608392299809,136.512300731351,145.42726815690202,180.541829303639,126.558511177104,152.210645431324
Abca12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abca13,0.0,0.0,0.0,0.0949982110622789,0.0,0.0,0.0,0.0,0.0,0.0
Abca14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abca15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abca16,1.7175747488708275,1.4679401029474644,2.840364249218175,2.76736201146616,4.240706518334255,2.5307049859522097,2.21222573133479,1.014675396780917,2.001340834551,3.9495056797902857
Abca17,0.2193380333940969,0.7243186899883349,0.2370394696694069,0.241990999089584,0.7386287774812821,0.2442384347095849,0.259246327623232,0.7522883719200542,0.4730840364945061,0.495208948188098
Abca2,71.0394483684858,86.38009420587929,68.0740943331648,63.3617073705608,98.2608109898947,189.309601660866,255.191076331152,250.67708052286704,197.567402152936,193.99326031000496
Abca3,97.27783721086294,83.1901436126795,97.2351501432185,85.19908169617936,109.2996861866815,153.30704383877912,156.8476033615592,163.5251460398418,151.69154942361558,154.80347579392273
Abca4,0.789336791822146,0.347836955217901,0.683262412890172,0.0,0.1776499943401649,3.34749182603702,1.88300005117204,3.0918722255426,3.2464175749016406,2.69975594206734
Abca5,2.1708012348308148,4.57606120053319,4.1094495534423405,5.59671931236385,6.11793126014065,7.1470578499316,9.814529211504116,12.01491385318231,4.36267157851303,12.598248052227875
Abca6,315.35369208655,361.477133710725,357.30192330269097,450.470243949264,503.87173771125,482.888509986158,495.568952589776,695.4386515381931,317.310826086682,557.408852868117
Abca7,0.0,3.684466224680605,0.0,1.9260413785099093,3.66451091619274,2.4888695328252,7.02066984559568,6.28148421909936,1.808383336025735,0.0
Abca8,37.4746639791732,28.8508919524032,23.6109179781032,22.339902995919104,63.8882380852534,124.152655898469,155.007948998836,148.209604747937,86.13711248274721,132.090812024705
Abca8a,148.54044588232148,185.9615313982167,152.931031073456,188.190372180907,257.425639876376,133.6305287936285,132.483421381987,139.0492088552,84.043813518295,150.19320582341342
Abca9,7.55659480856375,17.6620387003822,5.1840322469341,9.545557393646,37.02775085419115,23.69538333987705,23.56114101581705,29.29399788477715,9.9755777966121,15.67372535804435
Abcb10,49.4820675620119,72.8888538878515,64.6949612401094,83.69660728731459,87.3786115733256,110.0823707991,119.729645390936,133.888900923239,87.38863252939821,128.658187580957
Abcb11,1232.67687135647,1693.4217525544102,1880.61153801584,2070.14922626909,2198.49593093401,3659.04134385564,4376.48629715236,5118.859866113839,2314.81133076218,3958.17687250269
Abcb4,16.3477554793013,10.1177932801176,19.928330195805,20.2100764205946,27.477772390777,337.935888375991,381.109113559159,416.376743999905,179.584090879354,228.380659643303
Abcb5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcb6,180.5216857053795,148.824439713596,135.02265585020848,123.7266239489635,158.3013795458255,281.7270737800255,369.2598024040345,360.5184116080615,323.812523494478,281.4424908327245
Abcb7,0.0,2.02001265878901,5.5329285983127,14.487455383517,26.7411812099233,8.950625996848439,15.290350562704502,6.6641837860131,11.2913085362681,12.7795624865799
Abcb8,47.47284663737376,57.97030250083155,40.47912897513445,54.06993873606186,62.6516301691965,60.8675674367435,92.37660243459,95.3493078077325,74.1890748331072,84.1876290058735
Abcb9,7.39600245119845,8.14948172234378,3.58218071881325,5.735514140428599,4.8697848608555,2.3833339570756,2.2710237438148395,0.0,1.5479121364677,0.273421657732376
Abcc1,11.0077954133162,7.729886029476709,7.168389264092211,10.6198438533461,12.3063254548195,18.6578351158314,17.052635330959898,18.5052907148316,14.94185375347,23.0243868103478
Abcc10,14.380441262565698,18.8509071433882,10.3868108263909,12.1635476683692,22.266879638681804,21.3901296836681,18.2050931715733,20.261775494062604,16.7718720632602,19.480882867774
Abcc12,0.0,0.0,0.0,0.0,0.0,0.291901228957017,0.0,0.0,0.0,0.0
Abcc2,1969.81600092617,2044.13277942204,2652.3627888086303,2413.02398977294,3600.020212909289,1744.8033815935598,3293.40263704346,3756.479614876501,2763.05392658588,2843.9601483623496
Abcc3,1.790258063203831,1.6238350168482152,0.5100282316263,1.1077800038477847,0.3640012370694245,93.25109754702324,185.6570338563685,199.40333694576603,207.3786539442545,213.36435295190617
Abcc4,15.03162098021475,11.10487959190525,15.6729879996309,11.984510384093,18.53398484730045,24.596539153120947,38.11778212142245,48.46650819143775,42.47463851711329,44.3464168243884
Abcc5,7.44034777683933,9.67550823770744,2.5930168062104904,3.7891461569454106,17.690686389571603,4.83839277110836,12.0318417327372,17.6906506376978,0.6831206356425379,5.49893279734573
Abcc6,813.339968657072,1227.01778479121,605.596959540484,661.688702779732,1351.03075395274,804.743279946534,895.810250773765,852.672267271981,619.2278774988749,601.670907624217
Abcc8,4.54749684116516,6.684404000369151,6.958666237462901,4.460836907141285,3.589996481383485,3.97609196881428,2.123236900979595,4.295856579634415,2.1128241350593897,1.90914182744881
Abcc9,22.59513145856968,35.13477755726839,38.39130951834064,46.728959392611095,39.65595434141024,13.68833930980755,13.82554102775839,21.10886264547665,13.420322291955957,20.9662480039014
Abcd1,290.84233232642896,206.617762142518,246.356183621501,208.21973977772,212.704155163209,200.4229603325,185.119705681923,206.440985045022,228.266372311261,246.825997592341
Abcd2,1.25337448308854,0.911411459510813,4.486421486493951,1.3772344540575798,2.3027329654465,2.07149836536915,12.7962758807078,8.65256688434852,4.05838264191743,17.6571145763566
Abcd3,676.4741863464981,967.921874321104,1117.66483982669,1149.60242430122,1093.48691570223,761.8353775280721,819.338222783526,1079.72346623601,478.459435283144,869.3132225789301
Abcd4,28.958135435829,32.4716885490338,14.5404911844802,28.5043353143747,30.926499454815502,47.8290312931857,46.267353411487,53.4933790765009,37.9789083245709,43.544789735817794
Abce1,134.871068035045,211.137702851633,225.597807480108,270.770767602979,322.759392841223,342.92364318419203,390.337726154973,556.31031085169,183.578398419729,384.3389557443711
Abcf1,7.41827515987482,17.9085127689515,3.4899547857197004,7.995777846291599,18.0688501078516,82.16901834288221,49.6721674367601,36.1999680330733,7.029874967353241,37.3549466651045
Abcf2,0.9878777929148348,5.42789739012545,7.577357949441596,1.13979027061877,7.84089690610142,13.18099642351105,1.7305643142670148,6.004990069397875,3.548916704191585,1.361152653422575
Abcf3,264.815140285919,226.55303985357892,264.592638485515,236.611197683731,287.371646649373,302.537680459415,361.621849404566,385.549013730422,276.788644970042,333.364503974316
Abcg1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcg2,39.59515465420329,66.40394630788735,70.81215053537905,98.22362624239756,166.9782537775872,96.98197378746067,28.4572602729476,188.8597900291397,130.38071518589368,30.25264651940171
Abcg3l1,1.29102924211412,3.6136039470064505,5.694468280305389,5.6319927893634905,8.06376496048402,1.3852196857937398,123.70262025584,10.689764894943,0.0,3.4628270120043303
Abcg3l3,76.73289545493479,115.613360413591,83.1049890745287,95.7394389968754,149.743604021593,196.023414908936,240.402194473539,254.714741673428,92.96216841043127,216.910983249321
Abcg4,0.0,0.759474599885716,0.0,1.533069857215,0.0,0.7860961768505991,0.0,0.819683735016436,0.7553095303040129,0.813050308180391
Abcg5,51.6690574669054,40.4767091540003,23.4785392578125,29.0480477515295,129.064651866329,5.64076908221414,0.594674532261018,11.6025295423272,4.38087337644571,8.57288936494789
Abcg8,30.4251515913896,13.4886400598547,7.553046691568291,11.189405251245748,40.2331450488815,0.143182627446309,0.0,0.0,0.0,2.587914487905909
Abhd1,126.228156564198,93.8774982818354,145.51814270469802,94.2162500489542,108.319300123291,60.10655917744571,80.26498567961549,60.47054450997671,66.7411008791526,65.18578574880921
Abhd11,71.54161603659341,94.5819480636056,65.91091311390021,70.0324735362793,124.144092940674,193.539316511653,215.389236831879,237.856500730418,152.213348760775,176.86916801436502
Abhd12,250.511334148996,153.969454178272,235.580882031231,135.104867524998,173.891576281726,310.644677426142,292.841779566453,306.344564748454,256.323771290826,271.095324363734
Abhd12b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhd13,41.2705663276657,48.9311130867931,38.701803493088896,75.05114254021859,67.3200957446546,66.2093028672751,89.8412995604108,114.253020009417,38.0192711911427,72.12626520210709
Abhd14a,0.0,0.0,0.0,8.605142422102691,22.740845937932,23.2589458406926,0.0,0.0,12.0221899086792,10.3368466687363
Abhd14b,1242.66266708713,1039.567437830275,1019.968196133365,1007.6342497971848,1030.94921917004,1275.97999101168,1340.92989080264,1317.4579777860652,1332.3561187031698,1458.8733954564248
Abhd15,60.2733262259,61.3780771405921,85.1881658653028,54.4745939191545,84.79450072940699,135.771888480826,128.370649773475,132.323923971241,94.38855805450348,110.952777188194
Abhd16a,1.48010965695545,20.33850121385815,0.0,0.0,16.9712370826716,7.31150420232042,5.295966137143095,30.32899221392715,21.0155865398491,6.387630990186924
Abhd16b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhd17a,962.413508882715,758.0683425199969,888.244022738803,632.779250184313,820.58072429685,1123.72455157955,1114.3426198826598,1220.21590336424,1056.17115946635,1160.7981663817
Abhd17b,35.0084460903796,35.9417330810939,43.74957349234551,89.5970276425502,64.6941075514434,90.0454832668273,89.9789188220225,138.009500698656,42.1876456274805,120.679928077408
Abhd17c,332.311939884467,310.34655869646,316.39323479102296,314.13892282046004,349.862780544675,471.704689048143,526.87279368667,725.4173706450811,512.861798787114,613.5347876561531
Abhd18,8.941517086468,24.14694628034655,16.83369842166065,21.58490340137165,32.8004071788561,24.333191895654,36.99963011975755,27.120676083099948,14.9312342301231,26.64190472815225
Abhd2,766.3981904344384,491.44920363571,546.368863016,447.9842539512378,685.865763673155,599.0973769603,812.68149835858,770.5118705829666,631.8711956265178,776.3150941670252
Abhd3,0.0,3.22928998298062,3.94409535666591,2.44031075973794,0.0,0.8142130977566229,0.853776894132412,4.14980351656207,1.59292850203421,0.8102068813796759
Abhd4,257.984384414992,208.8339370197,314.783434265811,300.602989874072,352.89141915517195,437.55821828482,490.318533617371,488.13425273258906,464.751973662776,495.523649046848
Abhd5,154.142838734143,226.62686411889,238.532563609081,328.816865248618,382.09303383232,290.062617851466,281.688644797209,355.254152100559,153.890061939348,294.202156404901
Abhd6,81.67616744929249,87.53564159858573,109.67588896445947,95.7453664014689,116.6733989102145,110.474824013119,125.46036410433972,147.20186266287743,112.96264133041429,139.83151807277605
Abhd8,46.18519394289721,17.5498448996495,41.057203633314,21.446513622129,33.068878304271806,12.8370254735843,18.6757532057714,24.3966129522209,22.5131617017598,20.1701804513143
Abi1,31.97532461182585,48.2460970893936,47.89287059062055,73.43264161102081,74.38087745821865,115.0585194862364,129.4502069565006,156.7098105611255,55.57708560792615,133.658884100088
Abi2,3.13738801903059,11.0890106776107,14.345674880097802,10.2974135811375,7.797503205830151,21.8556249765436,11.7994810092698,21.4423212690841,5.96742365608158,25.5507503031796
Abi3,79.846647640502,43.5524266310856,66.77931751900739,60.9304331929945,75.4669875396468,76.9218497324704,80.2464380919203,116.268779038276,99.3293590873775,85.54093040618991
Abi3bp,0.0,0.0,0.0,0.9443000172875732,0.0,0.0,0.0,0.0,0.0,0.0
Abitram,28.7104218965468,64.6046200766317,66.7199415849396,62.8224904048399,74.0530376380421,110.635154805842,111.656273973605,116.605178650404,78.561888653019,77.76353566454829
Abl1,4.31302687206168,16.0811079433909,28.514552019068,19.5157771002306,39.0659871922948,21.279835112670103,19.680934082254,21.5363229582315,20.621487242119,27.852101125901104
Abl2,3.12747097356155,6.540697796655031,5.42180575974447,5.52915602785685,13.422691476868,13.0074873416505,15.6563834867539,16.7424566987021,5.782737236771849,13.3154989261076
Ablim2,1.43382594285593,0.9389291110245844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ablim3,26.10527783106275,6.85837490253806,11.625693705995191,10.687213170811564,9.473876598674096,108.0081530078746,115.6177315783621,111.95035655607144,89.6095501784024,91.4353117248648
Abo,4.24226944045533,10.2033187072076,22.8120406335772,11.1897076116341,6.68131488116192,12.3698305395486,11.0633721229734,8.894002801737841,16.0580752151304,7.81928223794462
Abo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abo3,0.0,0.0,17.6945490836764,11.0930207463276,19.40104736802256,30.56855008700195,0.0,3.351627477966075,22.540822360119947,0.0
Abr,4.9974655839414295,5.04363060820355,8.51389661532401,6.597788918786705,11.4595322819446,11.883168644082586,10.78956126012255,13.17705096407905,11.9448214201483,11.15228771885365
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abracl,81.5037821866593,93.2446709338586,73.3456784778078,118.788736512923,104.790917246906,353.632875749126,381.957983620583,430.979700264912,208.358041925568,356.78926225388705
Abraxas1,6.3683814420155,29.5593993951129,20.424555906832303,8.94830434810666,39.7440803955511,48.9364931925334,39.24958687522,45.563869337052495,18.690653968093898,28.772183111565106
Abraxas2,60.3038402119586,72.2189728609073,73.06438310799949,84.7716182709641,100.486044204543,142.973790108906,148.447873581956,222.258734484079,83.2386876846502,150.709287787743
Abt1,97.1419749385104,97.3397315544642,96.66974243462508,92.7693586073233,91.1828992488688,176.276255492994,152.10138844353,159.741701738089,121.129884603927,164.015563259751
Abtb1,185.343814673938,196.356241688862,177.37285451774798,182.93684331911203,204.157989201156,271.437974299434,363.051021417359,341.308369340427,255.445290475942,322.99062202516
Abtb2,61.6994799021795,50.890166467281,62.188084710183,67.5351592859735,99.4322158138705,84.7313123738245,170.4440528881315,194.731054449963,74.586357818378,99.040615486254
Ac1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acaa1a,4793.824507733811,2888.2404669932,4148.263822382821,3049.644084035689,2825.0118061522603,2709.01644033151,3653.0576503407,2541.8367473285,2350.5987339378,3573.11529025168
Acaa2,4085.6069655981896,2887.776666911387,3529.3059413421183,3650.596103877295,3559.3807509538456,5388.2464690170245,5808.125187097485,5994.5303887543705,6709.27129717488,5088.507480225902
Acaca,132.47991580252895,281.7294330992958,460.688361240932,354.8811065899488,287.66985246976026,111.7564869910853,134.1192022443871,150.0510895925741,114.49781871671928,129.48348160006282
Acacb,0.0,0.290825246280528,0.0,0.0,0.3380159568223485,0.0,0.0,1.520532293708565,1.206487410108985,0.74059951037015
Acad10,88.0022920229093,156.817025212944,77.59218706079875,99.38937957202106,269.264022973138,183.0312789690494,147.4269104599282,123.55689216453708,82.15342988937755,119.839985459038
Acad11,245.373554252113,275.51635210508897,261.64871768856545,324.292087676717,346.2123254912645,353.496224599852,485.56778977673247,507.598683635745,288.33230006543204,422.5022419657915
Acad8,95.2591494471075,195.347666549954,90.55072116843952,165.956922861328,205.185696076923,280.335377247382,307.508194557836,346.54951322788,137.239907620189,333.400817788233
Acad9,87.92348715276668,134.83224602812652,132.27909746137348,160.848549805579,182.11660753808525,242.16893342257904,258.376756486408,325.99420921369153,168.409445237464,278.8039817380885
Acadl,2801.9848122666804,3227.56780473178,2747.61496218675,3250.25810227787,3212.00607728175,3306.79725703874,3558.7759311163104,4158.79745800174,2051.79133712773,3897.978047116672
Acadm,1542.04375689552,2521.78726744712,1967.4702354969893,3274.34584228532,3186.59216519132,2175.7729773420497,2294.0863734220497,2949.4408111745897,1076.5362378291302,2268.36688792996
Acads,721.636373895317,1219.16406146623,858.0935332396069,987.380622070849,1271.57023102752,1217.6599064472,1347.74338793277,1471.7207072402805,942.488565435409,1452.54121128885
Acadsb,117.350737607051,291.627457381679,92.8682396634932,305.92757913203496,358.409574370805,824.879475083733,973.052399559173,1230.4465717054302,293.29168797599203,555.9757091749491
Acadvl,1715.23198756825,1884.23485194303,1880.73094236676,1748.31539130345,2124.36392458016,1737.3672936942098,2075.22507856164,2182.53392598483,1587.0046520505402,2019.98407879823
Acan,0.0,0.0,0.0,0.0,0.0,0.0,0.1066186363824174,0.0,0.0,0.0
Acap1,5.415432158552151,5.92981536947009,0.0,3.81254771001877,12.7380116240483,6.66167068533564,7.07294141065905,8.64683607961541,10.7285171881507,4.57049028810352
Acap2,11.62261471520075,26.15073878028935,15.0843857825581,22.379917255611065,37.23042063967875,47.6502411834348,58.977135868205,57.99407413226751,18.58462144438,49.4182980383512
Acap3,25.953752129391045,26.4565102686095,18.2328222915467,19.17687103931509,34.6619234722432,33.58838144810237,38.681318061275405,48.636295306726105,30.99899067567951,35.022417172389105
Acat1,937.775678654967,1203.79324340059,1173.3067403536302,1523.69817986428,1684.1231073009803,942.918643132182,884.9963473044361,1010.62612284858,683.030418507016,1061.2489453045698
Acat2,182.6579586141825,156.8841391345825,280.0984905084369,242.925252755101,175.557246369029,339.32750599672363,523.831889090605,484.38566739056114,483.16212143680536,554.8934669832349
Acat2l1,50.67348239595,52.688045780682,75.90351767810999,61.429002653682005,44.9335546900732,89.6179263927045,139.6376854467155,140.751560205549,128.4400379716875,185.55126052950249
Acbd3,33.5996878873001,47.72407953376701,51.591688882368544,59.6587396291995,82.50331217043446,115.38951853202292,111.10172989466948,153.8133560283949,68.2026629486102,117.318785402934
Acbd4,167.767683669798,136.533758515441,128.135750172115,120.236015888637,154.708468827405,299.4111298439,388.612572553546,383.34434428942495,344.379839235479,424.109768356335
Acbd5,99.0723597286759,193.270762758716,130.702077922585,307.04299230946,291.383911338829,318.872943789645,329.434502485785,522.035755779573,105.809698127992,366.281823358841
Acbd6,55.1191763258405,34.04142142002145,57.6517796594695,45.0019510183974,56.2239782984245,62.53839360905501,78.258648969129,77.4328882008365,46.546645389187695,84.741679913154
Acbd7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accs,19.481898260880147,23.7264226727685,24.79522443648432,26.87750521221565,38.9223247835616,40.24709597184875,45.7558910837886,45.5695932703171,37.3035977571713,37.5981657545805
Accsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6144679663243591,0.0
Acd,157.67980990175698,140.80626578654,90.014003881073,87.28866011037941,132.02262615192498,174.410510830352,187.54750812949,210.493268680562,166.814423203248,162.396620722799
Ace,1.38957441020498,0.764690843599985,0.3760245782286786,1.9105639495757345,0.7856415810648348,11.1593946664855,13.855449912702849,14.019403673693304,13.7557918412795,15.577183237638998
Ace2,0.837921560608055,0.5285182010594199,0.51826582687472,0.92436134639743,1.295484981399245,0.371832924658772,0.9722787036145,0.2712306048267114,0.0,0.1853390857192015
Ace3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acer1,0.0,0.0,0.0,0.0,1.23040035423835,0.0,0.0,0.0,0.0,0.0
Acer2,60.9562642499408,45.6562556763105,33.2748657052308,46.894373344674,53.807110305605896,94.4140709406898,79.4403258587924,153.17856976790898,80.8759901787457,175.727850447923
Acer3,16.542832392632402,22.9126991382544,26.8193138913486,29.4237847306902,30.6415676287372,64.43715987137949,63.2081993361442,87.40171236317909,25.3814201112688,58.61664934784329
Ache,0.0,0.703244016891485,4.42133632799651,0.9059059528839492,2.49570047396923,0.0,0.0,1.37929613005817,0.0,0.0
Acin1,92.5132283565983,153.998696597808,100.200816183984,102.429385080057,197.32978966543092,203.385094946362,271.096112665623,316.864838001255,174.238923563206,223.438599960435
Ackr2,5.5275335401215,8.45805268216481,11.9338726216066,1.22073728099366,9.9562657537509,2.49756198332982,0.0,0.0,2.4183225475009302,1.28405476255743
Ackr3,15.5251284289185,13.670406494087,18.9391035444723,19.4045312969809,26.3482804555697,31.139186396072,61.706804504512206,47.1374218817451,21.6182255069806,54.5631110277921
Ackr4,87.59153500279172,65.31819173183189,94.6902602167877,78.0490857248,116.375068701661,20.9176051605661,17.592422920332503,37.2465339151856,43.364145629732,20.5252975805598
Acly,719.883820614067,2300.4844214528302,3217.6336265887,2615.3202841666102,1267.39023185755,646.88659415931,903.334200893496,939.654201624194,787.313996758401,1070.2557614042698
Acmsd,67.554613597543,161.714878847316,154.983447064913,103.745702473237,195.75187246777,743.772016188582,665.301430755154,845.297724814865,261.095820613069,611.884341081961
Acnat1,1037.24280682541,2.61271424858593,847.6812128455999,937.039134922462,1221.79872300065,1713.71690835404,1718.08107991653,889.494790351601,593.433706128288,4.03892508679186
Acnat2,625.9350967993901,1326.8527314280605,370.244484129675,700.2974544688896,973.8093885735104,213.3128689267525,203.55042917806549,341.95266571332354,336.73727526179,642.3846769538685
Aco1,1023.58732284638,640.1393054144539,833.819780579101,680.4634915517121,706.5700495516029,844.004857202126,1076.07502340073,1208.79989296301,1187.45305890162,1120.8388529631698
Aco2,86.28155957671079,27.2830201532936,94.3232511940594,55.4765135576124,72.2045821021076,109.826562664208,146.697705931147,175.326096106717,86.09487303033372,108.58335387908
Acod1,0.4798449365033075,0.2612525520170135,0.2579251928849455,0.0,0.0,2.1925977980278697,2.8573422638962302,3.243443077824405,0.58477343602597,1.3420903767361898
Acot1,0.0,0.0,0.708910005712376,0.0,0.0,0.0,0.0,0.7516699397546099,0.0,0.0
Acot11,0.0,0.0,3.20323878963977,1.3108634963649,1.3441266776356202,1.34555734529288,3.5790725707277407,2.1066548142423303,1.95465398216588,5.56383648969239
Acot12,243.439780408578,428.570075040111,279.318422235164,295.682297045774,426.820625412124,361.092382275611,339.325501505808,388.759982248092,235.967001972872,345.666087830336
Acot13,250.46833944241,264.443718860004,276.968982274288,236.62288134552892,280.719462292089,373.46852576804,359.821413712074,345.711249042026,227.54291050368,376.73397735022695
Acot2,107.676953636702,130.049333241429,135.753938487037,138.171338124381,182.453130836913,189.17784305007496,235.024317822173,275.403372791017,142.086510552201,239.369598858336
Acot3,46.1746391050966,52.3187566955358,64.39844545440411,59.3320534919024,68.66653248823421,68.9112224195216,121.111272714185,89.4109984687065,89.2304527200887,86.6432180495315
Acot4,162.358504377242,101.495772423195,176.82230961429002,141.708064701296,196.513862527516,122.986653501449,167.24307037317,224.686616707989,146.565248422657,191.778612785102
Acot5,533.486860731952,428.825393131943,639.528260577659,373.807189654348,820.813342014166,555.867192227144,822.551862287503,1106.0399400026402,751.3215467494521,804.0039811799229
Acot6,8.44518334233427,0.0,2.60595353233558,0.0,2.7354260864970805,1.34940581849116,2.7995820045440096,0.0,5.2132856360140005,5.530479273791469
Acot7,186.50936140125208,109.10935980889496,147.35683293855195,99.403122707407,106.39670924029198,130.4676483483157,107.62191571126112,152.668775519528,159.86556684659766,140.8455533872805
Acot8,80.8068752599843,88.50372924985051,95.76207613228672,99.3868522955676,79.4824270889643,67.0179921312613,68.0209384286683,86.34926450402658,80.5246238863528,61.3850294859816
Acot9,25.9355375307458,23.9577512859704,35.4913622972456,53.3478165550594,28.3695526171,141.03662409665702,131.694555046215,180.676317685217,67.7438919469024,154.397283080279
Acox1,1239.77107923039,1430.3725269888787,1403.1974579814396,1489.2211657667767,1496.6861276547963,1618.6792451418498,1820.27278142706,1991.8779615743751,1425.3849926895175,1833.244053669995
Acox2,2605.42699516462,3424.64491557458,2412.66241902716,2508.4096671154803,3153.82707832842,933.303093232906,884.3476016352139,1393.59402060743,938.546617894212,1493.5480091894
