symbol,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 4,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 7,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 12,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 2,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 9,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 1,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 6,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 10,BLOOD-DERIVED IMMUNE-CELL MIXTURE FROM DONOR 5
ABCG4,0.26183847579657,0.0,0.0,0.0,0.0,0.0,2.37840282288329,0.0,0.0
ABCG5,2.87495692151912,0.0,0.4902071074941599,0.0,0.0,0.0,0.0,2.43259171845731,0.0
ABCG8,20.802061807078896,3.76182125434268,0.378215395662909,5.2170551615084415,2.17387084007246,1.51826063358317,0.0867323190256569,1.91076479525484,5.74421230906212
ABHD1,72.89597295306909,48.303759479291,47.4711111448938,33.383127020360305,20.4827616956395,11.9825935207267,16.8648155225833,28.0170457712069,72.518838183545
ABHD10,332.854503725475,376.736881436678,619.160865602837,221.838496189138,305.35988046528803,762.9664698894251,225.987681833649,1193.99751047358,622.2070594042859
ABHD11,725.04531817435,601.300214241902,546.42119064569,293.865520550778,482.98808095276,738.5166627919231,305.433762364009,1559.9865406441102,1112.96604869105
ABHD11-AS1,10.754901396951,54.2171329621361,18.5029269504902,0.0,12.718217954345803,18.0871809234752,0.0,68.00780149830611,11.8367793383332
ABHD12,816.585385157888,1575.7819997406698,1403.091843945,941.791653111059,1624.31425862654,1409.4394009757502,910.8570804993228,3666.64373625988,1444.6119360611
ABHD12B,45.916976448016605,72.94949816648679,31.070716423023896,11.3559992837076,8.68617301406457,9.17641096033019,21.6356497591037,37.10098031813,65.14496441960439
ABHD13,165.297146211682,259.167518371502,307.646734638745,104.02333348633002,268.714262719011,347.191035682917,150.0327163166,653.860503065341,317.402644499919
ABHD14A,644.0419859695929,1731.51861888459,1250.69110150018,854.172205510352,1287.43971122044,1482.4579943684698,919.2146134409172,3282.71955263319,877.280438667312
ABHD14A-ACY1,35.1814062703972,178.94281612367698,1.70213858012305,124.87144212326,4.31496546129059,132.211708846748,0.0,61.7962555598353,47.621695614288505
ABHD14B,1664.18106461964,4343.22084996851,4176.8223992019,2376.44896026195,4037.68339995952,5409.43505987268,2402.80499980947,10352.9124117177,2682.18923162124
ABHD15,452.359330953334,722.9054891994859,707.971054933398,371.949750793844,767.030973699915,792.765709949652,367.832433015942,1601.83991310349,747.131746569361
ABHD15-AS1,1271.08258198866,285.212488149291,0.0,488.9850229096711,1011.82268180717,194.826000722416,0.0,753.801392789712,1111.8949302992696
ABHD16A,2381.68322540884,1891.0040176127,1312.51772166573,949.004654413772,1845.62517855008,1340.25757235421,833.919835284451,3845.55123868521,3048.7563857531604
ABHD16B,116.859211782197,170.74919822914,0.0,112.183496576267,0.0,205.810780247466,77.916407448083,132.147262789327,144.469220414697
ABHD17A,10317.5272932623,14179.104160793,10446.4115698419,6166.81420599954,11298.990957331102,9009.665659703647,5232.38544943346,19726.7783215815,11953.0663899365
ABHD17AP1,42.8765160307586,50.544016621332,5.536013576758862,0.0,7.721127126753321,13.7924475778649,0.0,6.66716927509009,29.1131908828413
ABHD17AP3,18.3831546811524,25.93072043592861,3.61666355857157,4.887977155946981,5.75806912621065,5.6366572909304296,0.0,27.4216593073565,21.3542057560908
ABHD17AP4,10.938836985541,28.5231026721744,3.94231141602798,0.0,5.79331543692068,37.3615324350287,0.0,1.36620128676119,11.339643554041
ABHD17AP5,25.8793005960349,34.3416276447959,181.176094349311,32.796691192645,41.9395946142168,130.03406434317802,35.1231377267135,103.746369960557,34.7812581661816
ABHD17AP6,2.46193675035215,54.8438876063972,36.1892370876499,5.4158225269525095,13.2103362548255,16.729877762528602,1.09228166341618,84.0529205752122,16.5382083285526
ABHD17AP8,0.0,0.0,0.0,0.0,3.16770279785579,2.2537541445397,0.0,0.0,0.0
ABHD17AP9,0.0,0.0,0.0,0.0,3.6334101161861496,0.0,0.0,0.0,0.0
ABHD17B,136.93253157680098,229.990607673173,364.96566724063103,146.327995956358,271.565033731075,319.890656016278,129.962813158854,663.749134405413,377.372817534378
ABHD17C,40.35331023308979,147.77322445147,174.447110859598,18.5559467540962,113.903725755535,94.8466811354408,37.0654851869986,115.951681015641,52.9926393928824
ABHD18,219.558530185648,172.603594386408,157.48032419225402,46.0532373894685,118.273128241184,150.674195060655,92.2834101193427,327.071575013794,304.335614193011
ABHD2,367.751850251342,643.478376696723,761.439351874293,314.141765079796,789.804555584641,826.267845699589,474.614447348378,1601.63729000516,772.3999645519859
ABHD3,1112.2461091028802,479.706148653707,467.278941904666,416.3135794185991,571.665993632067,488.237055324213,441.619201895372,1443.49943533563,1479.54258936415
ABHD4,391.757307038616,489.028571602302,323.98279549743097,152.071454495767,569.979110901697,535.533386290154,312.62241308315,1453.90454381413,494.6954590324
ABHD5,405.745467259581,643.5768898084771,388.206444615304,253.097795048144,795.382973030117,433.412685691001,452.638826939538,1693.32435345344,870.0942080024719
ABHD6,141.836174731693,246.28030039207405,198.228292685013,74.32503011126941,108.203608784401,237.352066005023,58.387996759632905,294.296341501161,237.52660024239495
ABHD8,340.08849004796,586.228570402587,609.997099341089,423.217007569862,597.7266027519851,690.1542725609621,439.87798657157,1961.52979460987,514.7871311362001
ABI1,761.410039116455,998.875528939485,1127.96198325378,435.01850682881,983.81459526611,1393.69501636001,677.6803025944461,2541.51133029471,1303.43730387913
ABI1P1,9.948449167228802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI2,214.023764464738,250.238393393141,326.204345372941,261.828759724758,167.589177164753,425.021051637158,226.713995419226,1277.1496610374002,388.889314051386
ABI3,1554.18893133255,3730.62590267736,2961.48571826474,1258.3220418230098,3137.68861671378,2426.00214599379,1049.34309757629,5677.85140937709,2693.02989717263
ABI3BP,7.56338773096262,2.5473291938896,0.0,0.0,0.431886060613995,0.0,2.4035652158227,1.3450250553625402,18.4363950411899
ABITRAM,262.394649748102,252.807386849025,379.935226055408,167.434145464808,300.256005666703,427.306175886299,206.6075177213,780.2061471745351,293.161858016435
ABL1,725.888955706375,648.731582991932,890.939693870569,325.188722472672,965.18088733152,962.95813942421,385.520760217182,1974.1198443533103,1317.85231168056
ABL2,111.226377051589,110.436647313968,95.2737109848225,66.8910243915377,79.9287523229231,126.472727342757,53.5157335852019,207.670620264862,143.035360454531
ABLIM1,856.889757221108,1107.59951394953,1939.8219846002896,714.183135351621,1109.4966690249,2688.21995697349,1130.28700851468,3808.07153818659,1374.7103638250303
ABLIM2,44.6865860827209,28.42135608848,25.3192690544203,26.5338874521164,13.0378098390589,20.732056483607305,43.913886911348,74.9799085055367,41.52693546791711
ABLIM3,34.1389333395338,27.4661884775699,70.0430702919194,30.0651008844881,67.2186096688747,38.8893176964715,42.620361773427504,320.642471161165,29.596729341111693
ABO,185.402449219664,56.134905169417,98.7067690838612,45.576620720897,13.0010434718222,101.191131872819,68.6035942789668,353.589343601977,55.9892268740255
ABR,2339.07458484596,2506.1276477428896,1820.9219163108,770.5395652689972,2574.43661097398,2005.17437730825,1222.16136274172,3872.2963731263,4186.529220588929
ABRA,0.0,0.0,0.221443929063154,0.0,1.16037315097654,0.0,0.0,0.0,0.0
ABRACL,2322.9483660776,4658.07069522031,4276.2806893875295,3058.16319222213,4783.121020664071,6658.33441158145,3004.00599047293,13767.163333168,2215.11932828022
ABRAXAS1,217.736321926198,407.438913066442,626.00412634952,190.682641361862,587.588775755038,769.311270154431,425.63818759028,1257.53913331606,372.976144096414
ABRAXAS2,152.53077043112802,252.105615655769,269.169158967622,133.182407334288,223.181349479496,306.291060307093,185.822434780164,651.0683612285051,269.666204998943
ABT1,523.665840958773,789.453682967467,955.781117374644,530.619993423732,886.3370753544418,869.356825226888,425.75514818224,2047.2228700338296,771.0894454975412
ABT1P1,15.482636878258,0.0,70.85867130741,0.0,0.0,0.0,0.0,1.17338612718403,0.0
ABTB1,5507.027861654959,5379.679993301671,3674.186751189071,4063.60077808224,5506.554683104,4073.34071109409,2610.9931834270496,9183.32775243124,6854.67776563542
ABTB2,9.12960183673916,4.82056774971281,15.846700249392,6.98364850455599,16.421170656622902,8.4733361368591,6.80509123384747,37.7659139840476,38.1789229026245
ACAA1,3760.8110749609496,4364.436306057561,3313.06300067797,2397.4780769808103,4738.187199703089,4114.59126268067,2396.081797690689,8489.40806097523,5067.30829510398
ACAA2,846.836559818897,1569.85968031879,2382.33450542482,1176.8227924341302,2329.47190143329,1944.56750998138,1416.75589758786,5032.68341493934,1216.73399836374
ACACA,106.948269033871,107.763212714441,124.636701939605,100.328947149909,156.467303573913,176.145758796343,63.63118255387649,458.4469084417151,171.612728967431
ACACB,277.746399500122,104.526291738267,100.556367650386,111.489821998123,116.218581838448,179.386753725817,32.8645346153471,346.99551095983594,291.460437770035
ACAD10,628.987076402791,375.395098364209,331.02472937160303,192.727084008037,295.530434936171,456.654962216101,198.047460917951,752.770667589845,777.0937614946962
ACAD11,1063.1828964295,146.61176133082398,106.700844133149,40.732510513108295,77.3903529270706,120.438045465584,34.8164571455118,178.968802042533,1089.54548800307
ACAD8,911.828119211599,491.32077986017,599.0346937044429,227.28050227511292,527.949927955945,624.976807208178,329.244845732153,1238.63589172343,1289.69251266355
ACAD9,511.751259071888,502.1628268379029,432.623898154302,222.28596941810292,402.448550916751,558.634890563128,273.460766958672,1226.07860941173,716.429072136919
ACADL,13.2421421353983,2.07664346190535,0.0,0.117408596541417,0.964190855515053,0.2953508455545969,0.0,0.0,2.52304963684996
ACADM,243.769565820365,827.688626392143,1011.00733712703,413.834565587035,678.361896349168,1281.80344568742,485.191448086656,2614.9333368924,532.489007398163
ACADS,514.219875047524,588.592022825521,493.53045942650704,418.4881809161431,711.758013255753,620.440550271706,361.592326574002,1827.51724019587,611.629743354303
ACADSB,230.62542847134495,190.701660178639,376.3398942514711,122.821155610289,272.751627857135,443.366708241446,196.09726412712504,815.500014777414,319.15424326557303
ACADVL,18061.9796377392,7357.8280197654,7012.065947041329,4876.40167013373,8711.11609662685,5408.79455049459,4261.22229640298,16173.743060606,22253.656678699
ACAN,6.20371582242959,0.8341279779771359,0.175733026274888,0.6101907667698729,0.0948135258453072,1.3743426328055302,0.0,2.52019444413803,2.34944248719154
ACAP1,13962.345657475,6316.687563540721,5699.71930266178,7511.9900729785795,5230.99997600832,7629.88428962646,2925.39171630386,14639.9252150936,12916.768625608203
ACAP2,536.05278536454,715.990386109803,993.781860609829,344.061224660623,1299.26622601488,1906.74800897193,1110.0956912441,2040.2309242414,1308.10092353054
ACAP2-IT1,21.91087742754189,18.18407614582,17.740062772846,11.3602493686503,5.78790023554474,0.0,3.41045061647549,41.6975599778302,35.149438664977104
ACAP3,3726.212238426621,788.514036021866,664.155038365346,457.88882106034,680.067399771989,735.0012012926599,401.927419779828,2293.1901475139,4066.28411896775
ACAT1,677.588523405093,880.0289444582312,839.803245520616,530.862855420457,1181.9525384525698,1062.38704037919,520.095695262401,1838.24155249924,1092.13038354215
ACAT2,387.744441332657,766.440308697698,713.532209506691,433.663488675837,739.358914654759,1030.4248359757598,422.192554158898,1454.76073228573,524.4390394945469
ACBD3,626.655705662077,549.290249225626,615.927411779307,468.014193070021,867.920640499619,749.452333685256,388.876710871959,1468.54556729546,799.209505232689
ACBD3-AS1,21.486361282088,18.236027261646896,0.0,0.0,8.63325604623307,0.0,0.0,0.0,38.8036981021532
ACBD4,815.393849901215,310.612703622356,346.143187219722,219.650613176148,269.760251616362,416.966362216586,168.214660637737,847.9718709117999,729.669183245381
ACBD5,370.754418909777,346.8239247425351,357.42768542138606,155.745121668092,297.27963998413,399.695590449921,180.07032288801796,612.161605641318,629.284950084372
ACBD6,919.5907919046408,1584.28635428859,1327.51809301498,964.937160342627,1314.3413866172198,1546.90975298388,782.421657993298,3194.95811667083,1181.1037407057
ACBD7,16.018259367378302,0.468637866422611,1.6427990563182802,1.75460203195929,5.49737943190251,2.07933985822994,1.48302245111906,0.0,5.2374268095286505
ACCS,927.2231554813252,149.878106901647,92.7174557211187,60.920489885192005,156.741388766361,131.542975112716,93.55583670212152,475.977038608914,5304.58645904126
ACCSL,0.0,0.0,4.0560807740787705,0.634704649564235,0.0,0.0,2.0639285801516203,0.0,0.0
ACD,765.584876035551,1197.8495959455804,1105.54459467804,934.368879758676,1427.66359574781,1260.33213827086,796.538317122415,3243.77936089116,1303.48379796166
ACE,200.713995173339,89.8574307202084,83.66381887516279,96.09593844137792,54.667217918320894,97.0043151823148,60.8581421125253,136.816510358879,144.517819889639
ACE2,1.2544098869900902,0.413668843452158,0.0,0.655044341789897,0.0,0.297622775135787,0.0,0.0,0.0
ACE3P,0.7172460381888871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,60.4479521699456,16.243130722973,38.5595166968615,13.5717355319472,10.2617116038627,36.20241143908729,16.3477060800741,19.6292519680519,33.7441769517996
ACER2,11.7980165610148,10.5655851269111,11.1102888721479,4.42342769283772,15.0906461782025,18.43810666186189,11.6500209239129,55.78443491960871,27.1963188125096
ACER3,294.05456293415403,261.666022139106,311.94508319760104,179.134477523246,272.406385018536,277.329550588977,174.021105484549,691.094782187433,430.0534202262329
ACHE,4.03643566441364,0.0,3.58407337787994,0.0,1.35104524152917,1.4210045711268795,0.0,4.4726429790933695,1.52254961570071
ACIN1,5291.492023343239,2176.4455433577,1745.3792318647104,1615.6125666002,1875.80742094182,2040.53346596318,961.005840965584,4664.19246875599,6323.81719154656
ACKR1,0.0,0.0,0.946808236456947,0.0,0.0,1.90466342619928,1.62976596392499,0.0,0.0
ACKR2,25.1723945123722,20.2154510005732,16.7398404999828,16.2543739688894,1.93379691240604,12.5822081663468,1.61685075338972,45.725502097552,7.62713492668138
ACKR3,55.540006052610906,50.3243560942461,64.5233094805964,35.0216865545097,37.35918928197261,107.484726340341,19.1288185280097,71.11647226762759,76.0076488666758
ACKR4,7.28286026903488,0.0,2.57521682337892,3.1608488873671203,0.0,0.8494395176438579,0.0,0.0,7.1678084811980405
