,liver-apap_1,liver-apap_2,liver-apap_3,liver-apap_4,liver-apap_5,liver-ctrl_1,liver-ctrl_2,liver-ctrl_3,liver-ctrl_4,liver-ctrl_5
Abca4,7.56540778360502,6.891542838656,11.604160162874598,21.966278493778,9.649461601391051,0.789336791822146,0.347836955217901,0.683262412890172,0.0,0.1776499943401649
Abca5,13.2638199845047,13.84680962950116,11.763974234115947,11.3418503977404,9.883536387923044,2.1708012348308148,4.57606120053319,4.1094495534423405,5.59671931236385,6.11793126014065
Abca6,258.42603612270403,182.581657328583,258.995329120033,263.935723011888,493.809616659232,315.35369208655,361.477133710725,357.30192330269097,450.470243949264,503.87173771125
Abca7,1.8226361906934447,1.7766985087608,3.683702112335135,0.0,0.0,0.0,3.684466224680605,0.0,1.9260413785099093,3.66451091619274
Abca8,40.9092237771598,57.3965899663309,38.8690976303981,53.616805991532495,32.5301264265425,37.4746639791732,28.8508919524032,23.6109179781032,22.339902995919104,63.8882380852534
Abca8a,131.28746630703952,87.65194893799101,179.02857724376,56.337321304911,69.6445325635655,148.54044588232148,185.9615313982167,152.931031073456,188.190372180907,257.425639876376
Abca9,19.049021513747352,12.22886321930305,17.36684289018515,11.4113733222152,13.144744389690402,7.55659480856375,17.6620387003822,5.1840322469341,9.545557393646,37.02775085419115
Abcb10,50.5601440288724,67.7196281646709,71.63466281547629,60.379417839306605,87.7856252892485,49.4820675620119,72.8888538878515,64.6949612401094,83.69660728731459,87.3786115733256
Abcb11,902.014597708538,489.8098909439991,803.854307324969,660.377489160877,949.283391944554,1232.67687135647,1693.4217525544102,1880.61153801584,2070.14922626909,2198.49593093401
Abcb4,92.5269868783774,122.027074573913,217.080271499357,140.474652839247,105.3211613586,16.3477554793013,10.1177932801176,19.928330195805,20.2100764205946,27.477772390777
Abcb5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcb6,299.479727893965,287.934204782686,235.921233512379,235.2191931525005,247.61534223390493,180.5216857053795,148.824439713596,135.02265585020848,123.7266239489635,158.3013795458255
Abcb7,7.02350809654788,3.51325776836398,3.20047449134104,32.5688910774686,22.7141912937123,0.0,2.02001265878901,5.5329285983127,14.487455383517,26.7411812099233
Abcb8,85.040849575509,88.71274488924699,83.443828988694,54.7827184575275,78.2218989697365,47.47284663737376,57.97030250083155,40.47912897513445,54.06993873606186,62.6516301691965
Abcb9,1.86483097461344,0.519284434172836,0.530714099271979,2.61185359787836,2.3877787577333303,7.39600245119845,8.14948172234378,3.58218071881325,5.735514140428599,4.8697848608555
Abcc1,28.721226073439,36.385976780893294,20.4192555439327,12.7326754885221,17.0142054102508,11.0077954133162,7.729886029476709,7.168389264092211,10.6198438533461,12.3063254548195
Abcc10,24.8570810632588,15.2039456378576,23.2626671267413,12.6215788838836,12.8110228998575,14.380441262565698,18.8509071433882,10.3868108263909,12.1635476683692,22.266879638681804
Abcc12,0.290817207492048,0.142860576216594,0.1450509828878215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcc2,2493.87493750429,1669.40419092509,1765.06846076545,2657.8718644868104,2196.28535680532,1969.81600092617,2044.13277942204,2652.3627888086303,2413.02398977294,3600.020212909289
Abcc3,85.96793494149745,66.55696860759485,22.144906244314377,66.13186805102215,36.16645101731862,1.790258063203831,1.6238350168482152,0.5100282316263,1.1077800038477847,0.3640012370694245
Abcc4,56.29076608054385,144.354621373427,91.818582501277,86.33914432966299,72.7887738314605,15.03162098021475,11.10487959190525,15.6729879996309,11.984510384093,18.53398484730045
Abcc5,25.581905207956,18.257643733183897,18.3962290721133,6.78827393779355,5.20841130821464,7.44034777683933,9.67550823770744,2.5930168062104904,3.7891461569454106,17.690686389571603
Abcc6,676.708066297396,350.56196291764803,467.033229385834,249.50510357316003,365.65828085180704,813.339968657072,1227.01778479121,605.596959540484,661.688702779732,1351.03075395274
Abcc8,0.427778413085469,0.2844161532471505,1.716169711095815,0.4296348205383335,1.2844408050169251,4.54749684116516,6.684404000369151,6.958666237462901,4.460836907141285,3.589996481383485
Abcc9,72.01143433802847,53.644522609015645,44.8753684036896,24.67516105590245,22.2120460731754,22.59513145856968,35.13477755726839,38.39130951834064,46.728959392611095,39.65595434141024
Abcd1,107.003126073986,67.0120028802293,89.8493903445422,108.567351234791,164.97359644183902,290.84233232642896,206.617762142518,246.356183621501,208.21973977772,212.704155163209
Abcd2,0.45699157800293,1.1263511119806202,10.8904652998681,2.83093890371579,2.03707074966702,1.25337448308854,0.911411459510813,4.486421486493951,1.3772344540575798,2.3027329654465
Abcd3,757.179138772503,795.1284792585769,828.5530880855549,1039.5013388592802,1078.58153536367,676.4741863464981,967.921874321104,1117.66483982669,1149.60242430122,1093.48691570223
Abcd4,49.0989310644911,27.8176152300497,41.3900856930476,34.8972798063606,35.782798773557,28.958135435829,32.4716885490338,14.5404911844802,28.5043353143747,30.926499454815502
Abce1,526.351047862255,517.3305872866649,841.9016338029469,661.5513464786229,582.906047186456,134.871068035045,211.137702851633,225.597807480108,270.770767602979,322.759392841223
Abcf1,67.4741022408091,57.6678298374738,34.173690099938,18.124417393126603,46.3835167015238,7.41827515987482,17.9085127689515,3.4899547857197004,7.995777846291599,18.0688501078516
Abcf2,7.710551087194915,16.53700230639425,21.54753403486715,5.04897517386331,4.40704899295206,0.9878777929148348,5.42789739012545,7.577357949441596,1.13979027061877,7.84089690610142
Abcf3,530.21679673247,427.514102501172,459.587729297329,387.490982356724,375.739047392037,264.815140285919,226.55303985357892,264.592638485515,236.611197683731,287.371646649373
Abcg1,0.0,0.0,0.0,18.8017105331658,0.0,0.0,0.0,0.0,0.0,0.0
Abcg2,61.701906448765,41.82107738281025,17.63101190430865,21.24619149317555,97.72207143113664,39.59515465420329,66.40394630788735,70.81215053537905,98.22362624239756,166.9782537775872
Abcg3l1,7.81585113097585,7.90462212612602,7.446932719563921,1.4094123231475602,1.3873661041831598,1.29102924211412,3.6136039470064505,5.694468280305389,5.6319927893634905,8.06376496048402
Abcg3l3,112.61083576924,99.1062056847918,102.658393228167,77.8573584870613,89.84594015305059,76.73289545493479,115.613360413591,83.1049890745287,95.7394389968754,149.743604021593
Abcg4,0.7874229224418751,0.0,2.37555853903469,1.54492347910085,1.57858738165434,0.0,0.759474599885716,0.0,1.533069857215,0.0
Abcg5,236.357187345606,165.837591643275,260.643891457284,355.690990967504,342.093723540148,51.6690574669054,40.4767091540003,23.4785392578125,29.0480477515295,129.064651866329
Abcg8,71.93170561156745,44.06337118584415,45.033551837953006,114.35669685652756,44.75300314466399,30.4251515913896,13.4886400598547,7.553046691568291,11.189405251245748,40.2331450488815
Abhd1,103.184588572461,78.6393982892002,79.7314626077689,90.8425292433949,111.124558677856,126.228156564198,93.8774982818354,145.51814270469802,94.2162500489542,108.319300123291
Abhd11,169.920046942259,199.973097327848,239.123769594756,168.321226903654,110.143139269319,71.54161603659341,94.5819480636056,65.91091311390021,70.0324735362793,124.144092940674
Abhd12,311.03634740343,294.113318045542,197.375234951745,220.003953943514,292.227490116892,250.511334148996,153.969454178272,235.580882031231,135.104867524998,173.891576281726
Abhd12b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhd13,74.019503278747,74.6627921404842,117.006356349315,92.7308979391992,102.882485226433,41.2705663276657,48.9311130867931,38.701803493088896,75.05114254021859,67.3200957446546
Abhd14a,19.2669294147003,5.115744147882349,15.736101085620898,0.0,8.2695006016624,0.0,0.0,0.0,8.605142422102691,22.740845937932
Abhd14b,808.42332307662,555.62516221179,681.60073006817,607.527541928045,652.68942828492,1242.66266708713,1039.567437830275,1019.968196133365,1007.6342497971848,1030.94921917004
Abhd15,47.5615046007173,64.1184513382411,70.4014237164965,64.1131479755733,80.8110909158811,60.2733262259,61.3780771405921,85.1881658653028,54.4745939191545,84.79450072940699
Abhd16a,13.9160182114659,10.59899816734535,22.0357758645683,6.391075123574001,5.457652426999656,1.48010965695545,20.33850121385815,0.0,0.0,16.9712370826716
Abhd16b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhd17a,1078.06084732388,770.144617140072,819.451641203771,861.6849744986099,764.651945191197,962.413508882715,758.0683425199969,888.244022738803,632.779250184313,820.58072429685
Abhd17b,65.4096690760145,102.752373410579,282.479821112804,133.654577607809,145.90022932909,35.0084460903796,35.9417330810939,43.74957349234551,89.5970276425502,64.6941075514434
Abhd17c,521.201969782333,372.61663859703697,413.568731120299,515.946584676428,391.05624027687696,332.311939884467,310.34655869646,316.39323479102296,314.13892282046004,349.862780544675
Abhd18,25.66258660315935,22.35745127683,26.9639568236238,19.411899222885552,26.3855064162238,8.941517086468,24.14694628034655,16.83369842166065,21.58490340137165,32.8004071788561
Abhd2,1148.28244621779,734.3553038781531,1066.530531532252,822.7213203980646,708.166560228122,766.3981904344384,491.44920363571,546.368863016,447.9842539512378,685.865763673155
Abhd3,7.339347932400599,8.03433273070589,4.81360541654397,4.6705222701782105,4.84092593372009,0.0,3.22928998298062,3.94409535666591,2.44031075973794,0.0
Abhd4,797.0703817324601,594.718575549951,866.378310159736,608.6772199759,701.4242239277929,257.984384414992,208.8339370197,314.783434265811,300.602989874072,352.89141915517195
Abhd5,418.446082143954,271.397555036556,628.002315740824,337.93621710387697,452.3221402184751,154.142838734143,226.62686411889,238.532563609081,328.816865248618,382.09303383232
Abhd6,121.0961296373244,98.29368582867924,123.85575961943698,110.27854207624137,121.76731046591716,81.67616744929249,87.53564159858573,109.67588896445947,95.7453664014689,116.6733989102145
Abhd8,42.2404155468496,60.7335570785231,24.634126004412305,57.4145655046451,38.518696579173294,46.18519394289721,17.5498448996495,41.057203633314,21.446513622129,33.068878304271806
Abi1,95.41582218964656,117.771851098978,192.25184927532447,100.57012474569424,116.69912696396447,31.97532461182585,48.2460970893936,47.89287059062055,73.43264161102081,74.38087745821865
Abi2,34.651420167546604,33.0652484892177,38.29830480369071,12.458545273176,12.9382550304393,3.13738801903059,11.0890106776107,14.345674880097802,10.2974135811375,7.797503205830151
Abi3,109.803224512585,79.1517157115895,65.0857102322357,62.3475414656275,55.71925059510921,79.846647640502,43.5524266310856,66.77931751900739,60.9304331929945,75.4669875396468
Abi3bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9443000172875732,0.0
Abitram,112.750986606256,107.497676700805,88.61364705306059,128.511829107985,73.0856111178082,28.7104218965468,64.6046200766317,66.7199415849396,62.8224904048399,74.0530376380421
Abl1,22.4617703673991,22.0119159076723,35.4843145709262,26.1801797114401,18.9157684011517,4.31302687206168,16.0811079433909,28.514552019068,19.5157771002306,39.0659871922948
Abl2,20.3107890562216,25.6969599801789,31.3629029040944,17.114961601335,15.4194850758383,3.12747097356155,6.540697796655031,5.42180575974447,5.52915602785685,13.422691476868
Ablim2,0.0,0.0,0.272269785681593,0.0,0.0,1.43382594285593,0.9389291110245844,0.0,0.0,0.0
Ablim3,45.2499684586994,14.03408753688442,30.511826875699747,27.3283858824881,33.5117606396363,26.10527783106275,6.85837490253806,11.625693705995191,10.687213170811564,9.473876598674096
Abo,2.86141895195454,6.517986821652941,5.734379528336941,6.52547006068636,2.86309601968917,4.24226944045533,10.2033187072076,22.8120406335772,11.1897076116341,6.68131488116192
Abo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abo3,0.0,1.5839795967067052,0.0,0.0,0.0,0.0,0.0,17.6945490836764,11.0930207463276,19.40104736802256
Abr,16.1305690577775,13.7812176341223,10.4343994319631,7.710090135589185,9.292134221327624,4.9974655839414295,5.04363060820355,8.51389661532401,6.597788918786705,11.4595322819446
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abracl,225.562220466146,233.870766910765,347.88888665775704,340.243452391401,327.225890482414,81.5037821866593,93.2446709338586,73.3456784778078,118.788736512923,104.790917246906
Abraxas1,49.7589857938027,81.36406820265341,75.2875575363361,59.5377122299916,50.16759291079761,6.3683814420155,29.5593993951129,20.424555906832303,8.94830434810666,39.7440803955511
Abraxas2,140.592971785042,117.142220564276,193.23165826942105,157.973352968778,165.541098775126,60.3038402119586,72.2189728609073,73.06438310799949,84.7716182709641,100.486044204543
Abt1,228.133943706723,233.97498793447,249.59335584322105,207.635340890286,151.557469105769,97.1419749385104,97.3397315544642,96.66974243462508,92.7693586073233,91.1828992488688
Abtb1,262.625243170957,200.939628136287,212.253236622559,205.207718117771,269.978271549905,185.343814673938,196.356241688862,177.37285451774798,182.93684331911203,204.157989201156
Abtb2,47.53830892570445,54.678218778787496,66.43925539796349,46.861925600730046,66.80501417034951,61.6994799021795,50.890166467281,62.188084710183,67.5351592859735,99.4322158138705
Ac1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acaa1a,4150.151131991261,2053.60165540369,2299.68855291207,4001.19911869974,4127.22952977566,4793.824507733811,2888.2404669932,4148.263822382821,3049.644084035689,2825.0118061522603
Acaa2,7776.17021074419,7554.542323572949,6852.812716566185,10757.57244673022,8585.77733296215,4085.6069655981896,2887.776666911387,3529.3059413421183,3650.596103877295,3559.3807509538456
Acaca,66.0276496123859,47.454011651655605,40.53404204557384,64.4607571262862,87.9072781541078,132.47991580252895,281.7294330992958,460.688361240932,354.8811065899488,287.66985246976026
Acacb,0.0,0.0,0.0,0.0,0.0,0.0,0.290825246280528,0.0,0.0,0.3380159568223485
Acad10,75.6132758779498,59.08597981987101,128.8937232130298,56.9228328035886,95.84874958668956,88.0022920229093,156.817025212944,77.59218706079875,99.38937957202106,269.264022973138
Acad11,442.9501632608575,268.99508310762246,392.41517062669953,303.51741763566747,478.42313799935545,245.373554252113,275.51635210508897,261.64871768856545,324.292087676717,346.2123254912645
Acad8,237.30007615953,153.06501735180902,260.566541027497,157.438180751162,209.941946807342,95.2591494471075,195.347666549954,90.55072116843952,165.956922861328,205.185696076923
Acad9,159.8482038746775,122.82606558765752,141.07447661129,125.909457898594,199.3084824899815,87.92348715276668,134.83224602812652,132.27909746137348,160.848549805579,182.11660753808525
Acadl,2939.68589867356,2811.9206225003804,4175.46670027889,2646.6837075744697,3543.7278747755,2801.9848122666804,3227.56780473178,2747.61496218675,3250.25810227787,3212.00607728175
Acadm,1491.09742310739,1138.45166431221,1983.01955064804,1327.17328043039,2106.91609057459,1542.04375689552,2521.78726744712,1967.4702354969893,3274.34584228532,3186.59216519132
Acads,963.114477807592,704.1396737123571,990.618230380056,734.672883893311,933.7863963402568,721.636373895317,1219.16406146623,858.0935332396069,987.380622070849,1271.57023102752
Acadsb,203.504996659525,143.106252837552,334.378430335867,131.375630807577,164.922597317878,117.350737607051,291.627457381679,92.8682396634932,305.92757913203496,358.409574370805
Acadvl,2392.8741671668804,1810.2987963921,2217.2772898474104,1699.71117632758,2081.14159006713,1715.23198756825,1884.23485194303,1880.73094236676,1748.31539130345,2124.36392458016
Acan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acap1,12.2005512247441,6.49166583000554,11.683164524454,1.0840235876945,2.78121026157614,5.415432158552151,5.92981536947009,0.0,3.81254771001877,12.7380116240483
Acap2,45.56383663202825,57.2766458072725,109.66110549273,42.4740802803564,65.75671705891051,11.62261471520075,26.15073878028935,15.0843857825581,22.379917255611065,37.23042063967875
Acap3,41.1832908975227,33.22255877416355,46.59492168651455,28.2568665633634,30.328781065766663,25.953752129391045,26.4565102686095,18.2328222915467,19.17687103931509,34.6619234722432
Acat1,1002.6157174789698,1240.48023676296,1335.55625812557,1160.6841844909402,1448.14824165207,937.775678654967,1203.79324340059,1173.3067403536302,1523.69817986428,1684.1231073009803
Acat2,51.2311363600745,61.4774750217795,45.14354412581596,58.4550127842554,59.301953185232,182.6579586141825,156.8841391345825,280.0984905084369,242.925252755101,175.557246369029
Acat2l1,22.62327786698193,20.2796294679847,23.00101977623005,20.3821833936859,26.56192313753745,50.67348239595,52.688045780682,75.90351767810999,61.429002653682005,44.9335546900732
Acbd3,107.818158301311,107.45640083945376,135.968748403859,79.370010109673,92.887538759354,33.5996878873001,47.72407953376701,51.591688882368544,59.6587396291995,82.50331217043446
Acbd4,373.104283653946,290.310118925764,353.56406241639,390.24899496283206,441.716888783812,167.767683669798,136.533758515441,128.135750172115,120.236015888637,154.708468827405
Acbd5,183.40969162555697,180.437480520803,391.587208877466,307.799161977882,405.425658930059,99.0723597286759,193.270762758716,130.702077922585,307.04299230946,291.383911338829
Acbd6,107.398344922458,94.754401745903,116.79209065041849,97.249116525861,80.47374035959051,55.1191763258405,34.04142142002145,57.6517796594695,45.0019510183974,56.2239782984245
Acbd7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accs,31.14140262938536,24.117021671274053,23.17342469442218,26.000101876764354,24.637534336111848,19.481898260880147,23.7264226727685,24.79522443648432,26.87750521221565,38.9223247835616
Accsl,0.626723382425329,2.45889209535507,0.0,1.82309178025377,1.87818321073004,0.0,0.0,0.0,0.0,0.0
Acd,235.735721729911,255.429006165924,234.784283526944,169.555360038809,159.358605329811,157.67980990175698,140.80626578654,90.014003881073,87.28866011037941,132.02262615192498
Ace,9.5402117024764,16.16024167445455,10.18190111963855,7.23333337064845,7.6124812957479,1.38957441020498,0.764690843599985,0.3760245782286786,1.9105639495757345,0.7856415810648348
Ace2,0.1840519833035075,0.0,2.164676411867596,0.35169100980771,1.313416809164885,0.837921560608055,0.5285182010594199,0.51826582687472,0.92436134639743,1.295484981399245
Ace3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acer1,1.22264782854552,0.600520633503632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23040035423835
Acer2,246.327926935513,235.05850560542493,214.228566962775,185.933847014892,211.383217549753,60.9562642499408,45.6562556763105,33.2748657052308,46.894373344674,53.807110305605896
Acer3,62.98128027432671,73.9678169287977,83.6193321171442,77.2118009807348,74.15634399991879,16.542832392632402,22.9126991382544,26.8193138913486,29.4237847306902,30.6415676287372
Ache,1.04326874571901,0.0,0.0,0.0,0.0,0.0,0.703244016891485,4.42133632799651,0.9059059528839492,2.49570047396923
Acin1,281.138466901238,242.523900787766,258.960188893159,186.383639434499,177.108957261361,92.5132283565983,153.998696597808,100.200816183984,102.429385080057,197.32978966543092
Ackr2,8.76288827461381,1.2205636338628998,1.2516885916441,8.57654406753909,3.7534609071932,5.5275335401215,8.45805268216481,11.9338726216066,1.22073728099366,9.9562657537509
Ackr3,45.334140962775294,97.0551995043821,83.527865030091,38.1498101889668,32.672937540236305,15.5251284289185,13.670406494087,18.9391035444723,19.4045312969809,26.3482804555697
Ackr4,25.5352606168721,7.46936280083478,18.5935827360674,1.33831356030911,30.3716345748275,87.59153500279172,65.31819173183189,94.6902602167877,78.0490857248,116.375068701661
Acly,241.870582835362,107.348064858638,232.226932259688,193.519451391413,265.67841568349604,719.883820614067,2300.4844214528302,3217.6336265887,2615.3202841666102,1267.39023185755
Acmsd,162.906511719762,96.1428051137897,176.407561249923,107.667536585815,314.238275625946,67.554613597543,161.714878847316,154.983447064913,103.745702473237,195.75187246777
Acnat1,398.971675948075,267.960492381957,582.027426294046,420.569088092096,0.0,1037.24280682541,2.61271424858593,847.6812128455999,937.039134922462,1221.79872300065
Acnat2,108.19150797555,41.6246171222833,179.57312263882648,105.69772221625,302.303875774716,625.9350967993901,1326.8527314280605,370.244484129675,700.2974544688896,973.8093885735104
Aco1,883.9867285547681,725.8234559940499,619.8843875522609,819.1913330302319,836.070469449993,1023.58732284638,640.1393054144539,833.819780579101,680.4634915517121,706.5700495516029
Aco2,150.117621221543,96.2608443950041,130.640333422281,106.943066784764,134.280297696111,86.28155957671079,27.2830201532936,94.3232511940594,55.4765135576124,72.2045821021076
Acod1,10.171511512594634,7.532476350178845,13.48940945746836,36.6600629392382,8.1763149933169,0.4798449365033075,0.2612525520170135,0.2579251928849455,0.0,0.0
Acot1,59.5314255761131,30.8761860239497,58.5126708113501,42.2271387484446,20.9839971170426,0.0,0.0,0.708910005712376,0.0,0.0
Acot11,4.0450194211594,0.656214631023851,2.03636275281723,1.32300385287321,2.02545999810246,0.0,0.0,3.20323878963977,1.3108634963649,1.3441266776356202
Acot12,364.435058393538,234.04092196592492,326.174462751906,424.52567898028,455.15378432886297,243.439780408578,428.570075040111,279.318422235164,295.682297045774,426.820625412124
Acot13,122.472814354239,89.60294903158359,126.992307317541,162.240373071282,206.5436821929,250.46833944241,264.443718860004,276.968982274288,236.62288134552892,280.719462292089
Acot2,406.564855834386,287.20858840059503,399.2214551961631,390.527239867239,482.35205466010905,107.676953636702,130.049333241429,135.753938487037,138.171338124381,182.453130836913
Acot3,93.9368160261587,77.07894551249659,77.6077326551571,69.3654938449253,84.891699162922,46.1746391050966,52.3187566955358,64.39844545440411,59.3320534919024,68.66653248823421
Acot4,322.08208322590804,197.822227137146,291.022099280052,299.717004366977,422.129460450381,162.358504377242,101.495772423195,176.82230961429002,141.708064701296,196.513862527516
Acot5,484.348112132421,91.0098328718142,264.8539864809,369.751441597278,429.412261973613,533.486860731952,428.825393131943,639.528260577659,373.807189654348,820.813342014166
Acot6,3.99797687984134,0.0,1.3298776347344698,2.6192403402080497,0.0,8.44518334233427,0.0,2.60595353233558,0.0,2.7354260864970805
Acot7,385.2015306156285,314.961243086485,338.5653237247685,266.726571055567,298.0658214403682,186.50936140125208,109.10935980889496,147.35683293855195,99.403122707407,106.39670924029198
Acot8,84.47294444360391,66.8612018049332,90.84239002704928,76.3964031174355,76.8074505331552,80.8068752599843,88.50372924985051,95.76207613228672,99.3868522955676,79.4824270889643
Acot9,101.781488401367,96.0746189063192,154.119374428583,133.470883005222,94.53884313620132,25.9355375307458,23.9577512859704,35.4913622972456,53.3478165550594,28.3695526171
Acox1,1666.127814306785,929.476051147862,948.416425246814,1593.9960925310188,1347.1109049566494,1239.77107923039,1430.3725269888787,1403.1974579814396,1489.2211657667767,1496.6861276547963
