,liver-apap_1,liver-apap_2,liver-apap_3,liver-apap_4,liver-apap_5,liver-ctrl_1,liver-ctrl_2,liver-ctrl_3,liver-ctrl_4,liver-ctrl_5
FZD9,0.5299153806210332,1.3177744267326736,0.5335685696125886,0.0,1.1358514916650782,0.0,0.0,0.8553864029236461,0.0,0.0
FZR1,5.08208201506264,4.963130014148289,5.215171365175495,4.781033274679805,5.086575704957962,4.7002060893379864,4.577440255481936,4.668860648949548,4.582430781905962,4.752754349091594
G0S2,7.540882353931014,6.34968616307051,7.4334463111149125,7.6610304650655365,8.32144930707452,7.2720082431544375,7.674937989236173,7.5732832924022375,6.847869375876221,7.421008865438523
G2E3,2.6157645349118455,2.6794002527039185,3.165612821943734,2.570181566973072,2.6701394523873834,1.8367795808173393,2.012266518562215,2.003110275183368,2.094594933290028,2.4935292316868463
G3BP1,6.144874345913822,6.134119944246025,5.972818688329738,5.989195085712769,5.85794073182532,5.253178662788267,5.1868081611640315,5.383505507377468,5.339660827001325,5.4286454200076575
G3BP2,6.266099100373766,6.086532641802664,6.15143524678895,6.371561687097968,6.062472714894185,5.296895762792356,5.273837403193966,5.6824042239588906,5.775417871470546,5.748208062508717
G4,3.383128437177497,3.4203281599423523,3.549938155947165,3.271972231965711,3.5020139153849033,3.001739885196827,3.521158905947839,2.934558447926213,3.665364026785989,4.079887888688631
G6PC,3.3594351808283953,2.6416880607333244,2.3292357568644126,4.70277370132901,6.086727438074255,3.988930641090922,4.540797207850422,5.252063721495994,6.07265304766612,6.872538429110967
G6PC3,5.364095925954587,5.10048284826279,4.934372983023142,4.980841719659409,4.870386456719856,4.176339287410606,4.014292470025451,3.835914540655176,3.9226267801561514,4.431582508741101
G6PD,7.748481732615359,7.595464801846424,7.308560116868774,8.004286795911478,7.539058451839225,5.293537332039893,6.321421513192246,7.217924325125639,6.34113113683132,6.139752856875736
GAA,6.482011549489059,6.100428357993905,6.386061303556495,6.234965836293695,6.233371223668856,5.93182179842343,5.724032454413722,5.891607247347888,5.785812138432429,6.019940655873733
GAB1,2.8509298479855074,2.991988867995607,2.998043434744791,2.4750270420825244,3.0772120975929638,2.9647641272751093,2.776359988683613,2.967663446294702,3.1547820271552975,3.064897577511699
GAB2,2.9043115984286816,3.255821777160231,2.9495139435051625,2.620865217990164,2.407068088743904,2.0640696229539226,1.6209393531686616,2.4224641581771347,1.3609827218523973,2.459432933028509
GABARAP,8.839000717027018,8.558950481064677,8.614016675138418,8.560175859203309,8.578458080687088,8.621784106512388,8.35676589354037,8.488709695505193,8.273912227182478,8.41346613372285
GABARAPL1,7.422723082355896,7.321652418842328,8.106458816169468,7.571383737617688,7.769828810894867,6.710936652953543,6.956713916666043,6.71489605293926,6.900281643123476,7.259778736737892
GABARAPL2,6.977665183212191,6.927322245423851,7.0605465121712685,6.95289969240173,7.100473725579617,6.933722553211399,6.930668822155381,6.889763944025169,7.084928479883618,7.094813138593628
GABBR1,1.4484852659384717,0.36514759772376887,1.6101212010133137,0.0,0.0,0.0,0.843994787288169,0.0,0.0,1.439592491455721
GABBR2,0.7849214725546184,0.0,1.0707114466354768,0.8737486896992092,0.389171875744835,0.0,0.21196913589458197,0.2083294368844125,0.0,0.2161888114325157
GABPA,4.08204419779285,4.160126526985119,4.9147197716115425,4.414562348237945,4.443153762234828,3.1022870344327202,3.8375135233655095,3.7803763275837285,4.233786087519271,4.374993755183064
GABPB1,4.331848560256798,4.347216344648697,4.643703354095707,4.412029136004205,4.455907358199932,3.4422355338510324,3.2000750136136324,3.868241733101228,3.964402355219939,4.113386534687308
GABPB1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3698357780358201,0.0,0.0
GABPB2,3.762887650475361,3.720578225209471,4.202942886720542,3.2835845492686246,3.721242724972014,2.3179732081851228,3.3814488764555612,2.539388985633324,3.1737333168599595,3.4876001588809813
GABRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRA3,0.0,0.3203523574666293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRD,0.0,0.0,0.0,0.0,0.0,0.0,0.9786660737193411,0.0,0.0,0.0
GABRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRP,0.0,1.1407137619539844,0.0,0.0,0.0,0.0,0.7369487864397763,0.7235259787835906,0.7343447964186416,0.7458868719612429
GABRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRR1,0.0,0.2708706679356222,0.48810620169812263,0.0,0.0,0.7638213619908059,0.48443316059667624,0.268161124151468,0.2729531372204582,0.4902044982291491
GABRR2,1.9931956825279942,1.7619074371986287,1.5503286020429212,1.8474890463316447,1.3932049428621878,1.7371969267723155,1.8154755772602102,1.7104135240702485,1.7760349192042804,1.8985568383512235
GABRR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADD45A,5.352053987545467,5.368491567442481,7.052850004709302,5.5165084796801445,5.843924015940855,3.4907338831965755,3.6157445463415394,4.543106452565007,4.7643116577994595,4.8621188573660445
GADD45B,5.581539617200922,5.94834328529291,6.728328616787944,5.505017023937484,6.493606654925288,2.5482326321987094,2.717422968283646,1.9102697622624731,2.3404705102666212,2.6601284526796807
GADD45G,4.484656971019792,4.932778264456416,6.120544267301837,4.673985945424217,5.453173449319317,3.7530188348817677,5.533143352654419,4.791835108226634,5.371438798489215,6.656609274975267
GADD45GIP1,6.489866757672532,6.3724801320450375,6.443256815668467,6.283195662398872,6.170613122972073,6.308304845088415,5.949017888178126,6.341798845434801,5.941050011569372,6.030181358900764
GAK,6.279871876879773,6.041803156945165,6.252646863219641,6.164906193357639,6.159402671989356,5.612040353594678,5.541881889715656,5.683912253376545,5.459592174149785,5.719419275621537
GAL,0.0,0.0,1.7268479757855646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST1,0.8995635351402851,0.3872040406365214,0.0,0.0,0.9027332602847897,0.0,0.0,0.0,0.0,0.6979089271778701
GAL3ST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST4,0.0,1.0678322292190687,0.834519091995282,0.0,0.5007675806454926,0.0,0.0,0.0,1.2698310059714155,0.0
GALC,3.005573420517944,3.597926171227492,3.706701898019405,3.377842193913786,3.425752529036708,3.0241300956675783,3.226075843609977,3.2706850247186336,3.160178221197329,3.3472138941188856
GALE,5.022504185701575,4.888494039240885,4.934800662714602,4.253049518726691,4.6533852218882625,4.597987751809272,4.397828241741446,4.690930318549683,4.639164529041826,4.714727504862171
GALK1,7.52752373511674,7.1425057546474084,7.303277650379165,7.50314257381348,7.422597943760836,7.688976951969064,6.927272052512061,7.324598883595836,6.845783826866255,7.010317690621835
GALK2,1.524464309768382,2.014257460224272,3.592487648749483,2.738951761228047,3.749193661076211,2.024609136447333,1.97021467934547,2.4877504471918512,1.5611401095355426,2.4257953474339784
GALM,5.816489402886228,5.35926913756868,5.695777176469292,5.653385238929267,5.994017166540897,6.019288968148034,6.08909856462301,6.131561074863941,6.115124789471108,6.319957718300505
GALNS,2.3571863905364903,2.0186770111292818,1.8854161004482914,1.6123135710596106,2.0556784828764103,2.3110208091431383,2.02347645456253,1.9818458313053802,1.6583531169510222,1.8498167271361332
GALNT1,5.640342199506687,5.727420407735083,6.129625160646014,6.008098582809797,6.282209459682309,5.135278054401589,5.448686502022652,5.4237404480328735,5.815477706980096,5.874930397981116
GALNT10,4.048211760797084,4.0861310403167135,4.139131069779488,4.122919084680533,4.208711152102646,3.9897698388581397,3.6680149259956654,3.747907934962839,3.8983083310832773,3.8190166011652287
GALNT11,4.443478578361678,4.4120350773348616,4.962863057916074,4.360004815057624,5.05282548746845,4.499569801872489,4.725846999294371,4.8904061892512205,4.816345126022495,5.049761149423787
GALNT12,1.808410930130298,2.662055441913645,0.6191466129049459,0.0,2.059192546526055,0.9283334885402351,1.2661391427140554,0.6043342168736264,1.2642390804905244,2.357671089696293
GALNT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT14,0.0,0.4550831702710518,0.0,0.0,0.0,0.0,0.0,0.4527646583138721,0.4605945064466181,0.7861618413630389
GALNT15,0.0,0.8861466218256575,0.0,0.0,0.0,0.0,0.0,0.0,0.5417635656695288,0.0
GALNT16,0.0,0.0,0.0,0.0,0.0,0.2694481457206811,0.8585585548495962,0.5117106593831416,0.2929345854326075,0.0
GALNT17,0.6395762655384277,0.0,0.0,0.8394777159027448,0.0,0.5940465365498399,0.6384259054483951,0.0,0.0,0.0
GALNT18,3.6267532573319636,4.262850599645118,3.9996703920971646,3.3835311157017123,3.8237201406835397,2.6002999504217157,2.4510064215848826,3.0292427828935877,2.825345878654651,2.970491172521704
GALNT2,5.120291041376556,5.121955061112871,5.065215834296442,4.834097694088767,4.980308890987587,4.6263296177688265,4.630087436290976,4.662969771942093,4.475781438907374,4.804177451497712
GALNT3,0.6238294173014226,0.0,1.2772657949740243,0.6020329524502104,0.6194200456058032,0.5845322074728891,0.357488834571832,0.6156382721545067,0.36137923777761366,0.0
GALNT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3087946957358302,0.0
GALNT6,1.2620231941817963,1.3448018430994153,0.9058820688527139,1.0091869749135538,0.6689600094860425,0.7815325574891505,1.0129858534086815,1.3723948568708124,0.5584427127776181,1.0008336840576135
GALNT7,1.4335003316157355,1.2427297375252437,1.5505386427197445,0.7827810137712046,1.6849679956647086,0.23372887592942518,0.7848924637928665,1.0179763385319867,0.5282183530163825,1.0346090685473686
GALNT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38677429982068723,0.0
GALNTL5,0.0,0.0,0.0,0.6123663313367999,0.631607278764801,0.0,0.0,0.0,0.0,1.8540258023069576
GALNTL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALR2,0.4700604179338337,0.6138232007298161,1.384250897173517,0.6295657325944808,1.0156999954450139,0.5811493932490237,1.2892091622442254,0.0,1.0221845872957682,0.0
GALR3,0.0,0.9985013581440971,1.036951821362625,0.0,1.0290358039346015,0.0,1.0120526005158106,0.0,0.0,1.049737850608525
GALT,6.216804493518134,5.478456075447787,6.073860635980283,5.539834557480188,5.863261770197539,6.022742365861056,5.979915355145877,5.7023507595953085,5.683214997254442,6.063556492129082
GAMT,7.131607959743793,7.194549126752818,7.237850594488625,7.234390870600423,7.6731700575278845,8.534837986576782,8.257773490908232,8.336155249169728,8.241288996511676,8.120407752986601
GAN,3.670272142347683,3.700987226450694,3.510016676825697,2.8086370855496936,3.1286086183243706,2.968279387713296,3.2453373622975468,2.7541839452052486,3.1476838799570754,3.3876267514774394
GANAB,7.36130698381859,7.150249800839589,6.967901869200331,6.939365427605803,7.123166854826404,6.968184215582805,6.980478756982102,6.964371087415953,6.811181127485559,7.031366658030492
GANC,3.7597675475856653,3.4590512383778336,3.5870049166087026,3.4065108208887973,3.6293980419656937,3.1196516868159865,4.176233929130115,3.692751414678695,3.841545875595615,4.1346417158453
GAP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDH,10.152881434436603,9.97489055626167,9.734492655717268,9.946435944383989,9.69671730428208,9.721522826519568,9.322166587516923,9.813486474749649,9.470999146448644,9.401326648614898
GAPDHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPT,1.8242211193752496,1.809862703515797,1.9295503590086458,1.8970992925621153,1.5409104791906858,2.6334692654662866,2.283346666267585,2.531547621628025,2.2137394033438498,2.7142955215735722
GAPVD1,5.033629496623283,4.975309339045529,4.9231025154911165,4.98882054735415,4.885945433355426,4.398997740894072,4.43153151134736,4.443199454173572,4.3314253955998705,4.666096512494957
GAR1,5.039957798824375,5.152888691696977,5.146581071257712,4.943558065605623,4.5373153959028425,3.2286566068548908,2.8964875868202222,2.806170076050747,3.2385233944515273,3.2349280392993487
GAREM2,1.6667592783118705,1.221211925810459,1.4076899870551964,1.051702554640158,0.4824920968670954,0.0,0.47992742793218257,0.0,0.4763851815148633,1.0750775136772852
GARNL3,1.6325094458735736,0.7939052183610656,1.9135599207850296,2.1021563978171156,2.2217213183265714,2.261271012595741,2.3426519414831084,2.2447794909524657,1.9672829351604124,2.7730849524153385
GARS,7.123175577944241,6.792610820989442,6.752303445763956,7.003626718397988,6.747858322250674,6.297688791942554,6.089180034919382,6.6603177526240005,6.338260538026851,6.381818481965318
GART,5.500375646774402,5.522112536938355,5.386768358387817,5.32702798153395,5.189693445507786,4.521913732777909,4.332816443413768,4.711725937013445,4.484072875413885,4.694130230779321
GAS1,2.434556065113379,0.9914740704436834,2.1127200497397323,2.3090335400617708,3.0343258264100377,3.635786253922982,3.2569035219467017,2.9040922666089335,3.723870564810392,3.5535997050124655
GAS2,4.079268648183334,4.10300931831967,4.784679475287289,4.659895477457403,5.012817363609885,4.977339628163712,4.970876390866339,5.116946040244691,5.3894241616512275,5.292209610403314
GAS2L1,4.752571998913759,4.801467813835345,4.646303164407787,4.320605910498627,4.372098413438068,4.064477677131394,3.8126657154025234,3.962403006992656,3.8643769251794935,3.866096181509434
GAS2L3,2.198818411312055,2.496614081639698,2.573607690408541,2.2366110421492014,2.270493124993645,0.17216482782650844,1.1086161011253886,1.0333272989474729,1.354899532785922,1.629305539801406
GAS6,4.614847636188218,3.9872551309691286,4.9100944379475004,4.339991058446432,5.011228395961473,2.1046190289523055,2.8124693977915616,3.440343381260096,2.162680303392342,2.192820639061309
GAS7,1.703196224624683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS8,2.7832841729030138,2.956930996999126,2.9862969642077566,2.5259140510750466,1.985451187570199,1.892493656084364,1.6469642637798534,1.3160214453220094,1.1285902887974133,2.3964114800474836
GASK1A,0.8572558444809683,0.8429254906024429,0.520552576784888,0.0,1.114297493617317,0.7895595395399004,0.5120551885693251,2.0129732833726033,1.9406878957285008,1.6374942453471668
GASK1B,2.58773430965496,2.218983167843981,2.2875728219334657,2.109606828888252,2.028325254338429,1.8425442722725902,2.073584306947612,2.2697550216704827,2.3988303823022976,2.7043793952326998
GAST,0.0,0.0,0.0,0.0,0.0,0.0,2.5788490691259676,0.0,0.0,0.0
GATA1,0.0,0.0,0.0,0.4821352520125176,0.0,0.5363363727126989,0.32878082439656214,0.4688709223605164,0.5791285047887288,0.0
GATA2,1.5754591542068181,2.1396040787987087,2.3808879314254603,1.3711085186972156,1.940692803135666,1.3045978045766313,1.7336532462195005,1.8491493458313408,1.7996395736071593,1.8305452699227054
GATA3,0.728237616020972,0.0,0.0,0.717108581773206,0.4277118711526807,0.6767476596585975,0.7251173839548034,0.0,0.0,0.4355361288979321
GATA4,5.15115673998612,4.966233797630058,4.8735830309960795,4.671425302400106,4.804509520410617,4.888108956809432,4.923381913084917,5.176884282021598,5.12594588418313,5.211184985674352
GATA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428647576469099,0.560861391479296
GATA6,3.473675666362166,3.1944571090002056,3.6569440094970322,3.7046894029069066,3.390779742443029,3.022948786364067,3.768400167282357,3.07359819005262,3.5578654209230436,3.7262056714705034
GATAD1,5.975734936793494,5.738384248888639,5.941086401243461,5.613721625393755,5.863249689329946,5.355707297877455,5.393964306495185,5.085235913335871,5.568319191419548,5.8523658797304545
GATAD2A,5.825491385660529,5.923809300567809,5.8441954581152595,5.680565831025899,5.624752096685161,5.440974971798428,5.320515986197956,5.447862740945577,5.179812468229554,5.527344102876454
GATAD2B,3.6622165273021836,3.3817138389193127,3.661357639066506,3.407848639716316,3.494027901924516,2.7039698974236597,2.9344297067651377,3.0662967162699664,3.0221389333732636,3.5658980607322204
GATB,1.8457584155935078,2.000914542672816,2.40287672981283,0.0,2.351050846718866,1.863826765961744,2.339402114781175,2.7029106453893195,1.6941947300637992,2.657111353945923
GATC,5.503075572448602,5.833452694448409,5.728083754611725,5.804905084484893,5.694602876030784,5.743562411445953,5.297700226531855,5.535977060800574,5.327907300869155,5.434751403328701
GATD1,4.534032118961095,4.921247717324651,4.96259737704661,4.332129686001023,4.324076691361271,4.027682015114362,4.2702968582396945,3.9836967443960747,4.240815516901366,4.059905698184716
GATD3A,7.129505417282289,6.9253204963796104,7.042270246551099,6.955027307293189,7.052549718777448,6.821026895320209,6.874123515674571,6.948309166065944,6.974859258057431,7.088930085557724
GATM,3.89293374043318,4.015035341118252,3.935923286310857,4.057188680162147,4.11633284159436,4.2403741995424005,4.271679301101065,5.024003279594632,4.993339235611445,4.951868961281473
GBA,5.72816441797582,5.461074020383333,5.45492659268552,5.495879083686925,5.4859746885708525,5.352508295124407,4.974880183136605,5.26816019373008,5.152950034391414,5.169508568994372
GBA2,3.2836246771998594,3.392313235887882,3.447373785769689,2.5468850246178043,2.9965205241926416,2.68238311269327,3.0045365066645213,2.315888672868955,2.497724561072379,3.0068252823977586
GBA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44471139665494064,0.2763860393078486
GBE1,6.74535417310303,6.311602379089837,6.690743080097001,7.259260289434673,7.509897864285451,6.471106017873107,7.087518106110582,7.271127111165622,7.314216464911641,7.333245881296317
GBF1,5.204854210810309,4.797160711270427,4.7418358434311685,4.871299892299765,4.963044514802318,4.767074892347518,4.6709138134517785,4.884252124277901,4.557540708605722,4.8566073104886875
GBP1,1.5145982331869776,0.5293121625959903,1.142441157947497,2.287664323380254,2.512143669643877,0.0,0.0,0.5331205803926662,0.0,0.54517518810747
GBP2,4.927858988893357,4.386082171009882,4.8653092479268265,5.706627219620936,5.440771775771279,4.447780744994254,4.012998059043187,4.292228420645104,3.990227989303496,4.188262285368518
GBP3,3.4317661561752404,3.171693271121334,2.6604126051022217,2.8341444533406954,3.2166262172077777,2.1140829990844123,2.460683288444589,1.4539045476672046,1.4687043865935148,2.679493157579851
GBP4,2.2578557391106004,2.0810891730901786,2.0370057933637367,3.044602889746758,2.9681157965041938,2.1707704084429285,1.9019786853825704,1.88908799786729,1.9068773481378056,2.214806725987085
GBP5,4.163151111094365,3.480996768006972,3.6316076970594056,5.182810055157573,4.225202817072365,3.2207689155121395,2.834442210969476,3.0859726793042475,3.069342744616832,3.150078621023302
GBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GC,10.768004431572042,10.721780255193435,11.000504253295132,10.800307541359386,11.093831759574423,10.707014684182807,11.146103094668403,11.211938528330133,11.305121237308004,11.269617366740597
GCA,3.3241483549686714,3.281163630424248,3.222163618087818,3.087823653449762,3.254222782690922,1.9308330709237946,2.5008181629306936,3.0311327225804616,2.840516357504778,2.933316379530501
GCAT,5.277693877564787,5.415346283823934,5.567788827572512,5.209353369025974,5.583101327148407,5.858419370149594,6.166399191615288,6.296340425482345,6.331101493287318,6.47327494621972
GCC1,4.060994732236824,3.8625823422086385,4.427313868224804,3.9866678037068826,4.102212965207143,3.298043944198068,3.7746465259482034,3.837095615582908,3.8723170018363384,4.045538889687128
GCC2,3.9035182849239383,3.6704620987231085,4.866954734190898,3.906147249864694,4.291679538633408,3.0168357281305647,3.5192807859144537,2.7608095726121333,3.8459495118150966,3.5378013385605898
GCDH,7.119610298968417,6.862817350724004,7.16658319111884,7.004417511872813,7.258818849734189,7.302889118783263,7.727900903518865,7.513155611846701,7.634731773448129,7.670935271739937
GCFC2,3.239664885078055,3.3496889830902288,3.515339933719335,2.893138522551474,3.0258512572769805,2.1951497310839634,2.273255066737897,2.0358815532509724,2.053985433243019,2.7182691560200762
GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCGR,5.501800339329741,5.516047219275554,5.230237758693542,5.067104850948944,5.258323836679496,5.5953824195632995,5.94600182526789,5.418181061986038,5.1969426362529765,6.0682365673599925
GCH1,6.805607251031024,6.8189437706418445,6.9077052826932075,7.206748895509134,6.877297268838864,6.029187846621922,6.230292857079303,6.397333372139316,6.427594501717853,6.795057135471177
GCHFR,6.678145725116449,6.094047386860928,6.905350982472798,6.677279432109229,7.124866823175103,7.462922991843414,7.580942315698976,7.460187020364129,7.461352632240681,7.534668040206794
GCK,0.0,0.0,0.0,2.921946030470488,0.0,0.0,2.998468364137812,1.2067794085074202,0.0,1.6363440136200784
GCKR,4.957383186058808,4.562681783818449,5.122582444585654,4.62748057166963,5.474896657420014,6.616157521978372,7.057200933264005,6.876381917589569,6.916985390779646,7.283345106679072
GCLC,6.555732726593286,7.347208413052194,7.538495808825692,8.126808586803163,7.227873597293207,5.994673880786179,5.941861566336636,6.05771062884554,6.305291989685391,6.485618675849976
GCLM,7.628300396347171,8.045269475950107,8.246048636170254,8.784801646402808,8.197830736295607,5.7851593426740004,5.921864229066159,6.24655381259822,6.495179745851191,6.874244756730744
GCM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCM2,0.0,0.0,0.0,0.0,0.0,0.3206137556415569,0.0,0.0,0.0,0.0
GCN1,5.744526347690396,5.713517806291812,5.63787786459898,5.6386835959014,5.473963334612739,5.259621661956374,5.070347513369912,5.240840536785289,4.9599519048279035,5.182851632152198
GCNT1,2.243219050039427,1.9316214984924045,2.389930489585443,2.1041388266440517,2.199880355560684,1.171319045506131,2.2596264322857618,1.8390156041874834,2.2708421335136078,2.2945415548839097
GCNT2,2.201446340806914,2.2982429272221165,2.6023788304523543,2.348037358442273,2.302066603712024,1.2504759862466186,1.6025010386008363,1.4926791141926266,1.6522161627025072,1.5673093253502801
GCNT3,0.8682124494254562,2.527127812893779,1.4925552232058812,2.037712984982604,1.3233362323452245,0.8094274822607069,1.116326724697336,0.85235193032221,0.8631357163016433,1.3323667777314483
GCNT4,2.8200054459528086,3.072292313011511,1.8328440050311263,2.310136539164341,2.6793506384973864,2.5195695830338916,3.1759566896550386,4.343378916883372,3.736570959755633,4.709458776982948
GCNT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCSAM,1.4907377553176784,0.0,0.4357094733395875,1.0166523896434148,1.713364203677167,1.1708440921743881,0.916407244641449,0.7274862936783909,0.6519670481679518,1.4404303005800736
GCSH,7.320091198800237,7.263813749150977,7.488732320550371,7.549307856807399,7.669125970067641,7.611704844913768,7.677033349171978,7.750239590281171,7.7085252705999565,7.708168607876529
GDA,6.254881856055153,6.100506640652265,6.263773833960949,6.213932508144255,6.474284700188457,5.089666170395991,5.21927259159155,5.365341488791118,5.783428714490167,5.661910192754074
GDAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDAP1L1,0.0,0.0,0.872725765195,0.8561093806810296,0.0,0.0,0.0,0.0,0.0,0.0
GDAP2,4.3343471289874875,4.110811582985539,4.593539272039878,4.154126213154697,4.246908551287575,3.6640730899657554,3.7014942507430115,3.8760008403535697,3.755836208734483,3.912928956250941
GDE1,7.095434992421363,7.203046792113764,7.358703054835192,6.964611611843279,6.88429713941885,6.191338975236647,5.700359158378696,6.122466676177802,5.618737169662783,5.790455067377294
GDF1,2.153367077898221,1.4083818742258931,1.8978684409811248,1.4336745078639517,1.6988224191849717,1.191571419364601,1.2584420298847743,0.0,1.2590175035939168,0.0
GDF10,0.0,0.0,0.2693568220540775,0.0,0.5202919966758821,0.24412821478282817,1.3191125326656634,1.0251322437211954,1.367920016780605,1.337663326398096
GDF11,0.6867053578517264,2.006830175259469,0.8426312245139249,0.4941145054373494,0.9711552698612216,1.0198035388909077,1.8281267745940586,1.2690846196394532,0.5016638830895991,1.0975718257275366
GDF15,4.426931663131593,5.474512187069246,5.926037500927039,4.631304575822568,5.122395898050784,3.282753736187052,3.5263605920958474,3.9750926464788336,3.4427148199837188,5.5894353175636455
GDF2,3.7090852460628763,3.5742178735293244,4.198435064256349,4.199589110812654,4.6624209233658895,4.814738308819915,4.990074455559372,4.94163338979298,4.982449842666512,5.281725900935882
GDF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF6,0.0,0.3303216190899554,0.33379467875826846,0.0,0.0,0.0,0.33463525678029005,1.416181313215719,0.5869559093578108,0.5930671608578323
GDF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF9,0.0,0.0,0.0,0.0,0.0,0.6830901154052027,0.0,0.0,0.0,0.0
GDI1,7.387735170467579,7.059099443485458,7.015653903770618,6.864592617554803,6.794520153615887,6.235905366708444,6.502525066471786,6.26791431341034,6.169517003839117,6.658904898516708
GDI2,7.109715451827632,6.991910948727572,7.396655527679963,7.348866659930009,7.371358518813278,6.501936476588807,6.61779462447197,7.013260580991857,7.023883846753305,7.044708735719347
GDNF,2.928539342749224,3.4201749975367637,4.581770880738254,3.2476841319632372,4.0889432142826605,2.7253750578553504,3.5384658679134233,3.04928236142223,2.938999982031615,4.023358732598614
GDPD1,4.414593668261323,3.702172751736757,3.58061981626459,3.9611029868434864,3.780369052645742,3.2564589663497467,3.506616762730329,3.8383728208713874,3.6882607157124023,4.042719556609958
GDPD2,0.0,0.0,0.0,0.260156504640414,0.6767849989856635,0.0,0.0,0.0,0.0,0.0
GDPD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDPD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDPD5,1.6689591591454085,2.325448674393447,2.664310760631261,1.726290229396277,1.4886877328667412,1.1867546897266368,0.9824730829283321,1.9073211647749697,1.722525584802004,1.7457066073089864
GEM,1.8810849456921488,3.349502444367795,4.089827382973223,2.776543089973846,2.965887689271765,0.615713902133061,0.0,1.0340280195049598,0.0,1.055633519413217
GEMIN2,4.00664956118493,4.504568212954822,4.317681063694371,4.038820492585524,3.886758334532136,3.0814461709010175,3.3637956845639354,3.2282863239067274,3.4952498985214455,3.731589672339162
GEMIN4,4.425478315047242,4.356939433706523,4.321035293485645,4.185532816986594,4.043732938426272,3.833575508030127,3.641101975141237,3.740285946138687,3.643116327808675,3.7863171771340727
