,B,Basophil,CD4,CD8,Cholangiocyte,Eosinophil,Hepatocyte,Kupffer,LSEC,Monocyte,NK,Neutrophil,Stellate
ALMS1-PS2,0.0,0.0,0.0,2.900397741178994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD-PS3,0.0,5.141083623797104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMER2,0.0,0.0,0.0,0.23066425876469582,4.38045174839274,0.0,4.474243935946259,0.0,0.7925768744507137,0.07628428824734854,1.0864661933652677,7.226840070968512,0.04536977386892193
ANGPTL2,0.4607746504500107,0.0,3.93527983587197,2.8080616506779874,6.708532833299299,2.4496935269432267,3.209317548672833,2.9166259498162797,4.070898143113506,5.539756582504818,0.0,0.0,11.493312336475315
ANGPTL6,6.7848741099934005,5.092781468970912,5.684459211257586,5.905257466428753,6.208245886566943,2.9811364319937144,6.937513415252829,7.142606177529354,5.568328816325855,3.017962077613557,5.771817256234371,0.0,12.968863237939617
ANGPTL7,0.0,0.5315527864485032,0.7367391121463209,0.0,1.903327911487744,0.6920733716166231,0.31076619592377736,8.097554888743517,1.8606830479354746,0.0,2.550293072880663,0.0,1.7933590037356513
ANKRD1,0.0,0.0,0.0,0.0,12.388865843283615,0.0,0.6211287812713926,0.6149102596226877,4.117027640809803,0.0,0.4451626963766458,0.0,1.4325348641077444
ANKRD22,0.84131951114127,0.0,0.0,2.125781463443401,0.0,1.7066376474857445,0.0,0.0,1.1009735442488928,0.6691011928612856,0.0,7.782400980504649,0.0
ANKRD63,0.9611315523876517,0.0,0.0,0.21881459192618163,1.2882846752224422,6.118134752170234,0.0,0.0,0.0,0.0,0.0,0.0,0.12346783263814257
ANXA13,1.6136185765592717,0.0,0.0,0.0,13.014170367860917,0.0,0.0,2.649695139403156,5.743970110377101,0.0,0.0,0.0,2.009938121003907
ANXA8,0.0,0.0,0.0,0.0,2.3220093913662043,0.0,0.7671690738996717,0.0,0.642777048896571,0.0,7.509162711408689,0.0,0.17520653097822203
APBA1,1.3651761361108923,0.0,0.0,1.0223251854828521,0.8587017567263342,0.45092233038065765,0.6606698040588316,3.803789356099421,4.232266468233773,7.9194208744125545,0.0,0.0,4.357426267392968
APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814859470642068,3.9138701599400854,0.0,1.3409172199660464,0.0
APOA4,0.0,0.0,0.0,0.0,10.176024790096813,0.0,13.603399918240545,4.480564345323362,5.963256427201783,0.0,0.0,0.0,5.381359623186716
APOC2,0.0,5.857962391874927,0.0,4.318733775250088,9.88073177189861,4.01026331491078,14.512819659893879,9.517674293073028,6.383438490805897,8.434081878276382,4.825539914326587,7.353022981188541,6.83177989751762
APOM,2.9764847235538396,0.0,2.831719214647523,2.7261892054201784,11.247400561035233,2.8857501676906856,14.690902979278878,6.492976968464463,5.360719989004184,0.0,2.0910149108514604,0.0,6.418804933873927
APOO-PS,0.0,0.0,0.0,0.0,7.179021628201299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,0.0,0.0,0.0,2.6848201261974003,7.274681436681373,0.0,8.927259140617796,6.424084521162401,15.373707108087466,2.53312425401003,0.3708259777608534,0.6800107687293576,10.071846862621156
AREG,0.0,0.0,4.097690813508766,0.0,0.0,0.0,0.5155595967284766,0.0,0.0,0.0,0.0,0.0,0.0
ARG2,1.537662904791962,0.0,0.9841385820943178,2.6102922540063602,7.426240178177905,6.312988312445716,0.8410181084168431,7.829000651855695,3.564370210745037,2.631498064345102,4.057552335933467,11.752337142046077,3.2377544174297173
ARHGAP20,0.0,0.0,3.5268027748250024,0.6119753154008836,0.0,0.0,0.18971705572042738,0.0,0.5640970915967665,0.0,0.9126277198430883,0.0,0.7639208548347163
ARHGEF15,1.441701441153268,2.3032498320963457,0.0,0.12325154445680955,3.393234360311339,0.6094619436801479,3.865986917259255,4.497505600841171,10.354221820723945,0.0,3.9391206878294014,0.0,6.347161411585867
ARHGEF37,0.3064243736973589,0.4124193185588496,0.30160159256185776,2.607595278527314,5.899490957824449,0.0,5.022524969874959,4.592612886989567,1.310685308894496,9.372242776701633,1.7356632160909724,0.0,1.7222612959968615
ARHGEF38,0.0,0.0,0.0,0.0,7.357378077231904,0.0,0.0,0.0,0.09759950353004505,0.0,0.0,0.0,0.04638883569046404
ASB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9558174076079595,0.0,0.0,0.0,0.0,0.9241980738535832
ASPRV1,1.8333732769769397,0.0,0.9672519931749967,3.834262472425414,0.9998248398964965,5.780318129135429,0.0,2.630464235305059,3.9857110905057627,1.0035607106329614,5.067861491171385,11.531973213089351,1.7947631736188918
ASTN2,0.0,0.0,0.0,0.0,0.9388909127194645,0.0,1.381895743942281,0.0,1.1194581018550103,0.0,0.22964549371935122,0.0,6.915565647584822
ATP8A2,0.10618577967104151,10.213640785554743,2.866134951465113,3.009860942107117,4.712209714766488,5.461753918767599,0.4108727745271017,3.326710613059789,1.2489908982218425,0.19188053370913122,3.022689999207239,0.3236343352339863,2.355501411362108
AU021092,0.0,0.0,0.0,0.0,1.2613936286877716,0.0,2.347458785322924,1.614536220055229,9.424225664555497,0.0,0.6332430224965686,0.0,4.556445520670234
B3GALNT1,1.4230633345319672,0.0,0.0,0.0,3.6601955062722786,4.937150539275572,2.618023302429548,10.15512606244956,2.5763097891692923,0.35535700926161895,0.0,0.0,4.497123895182732
B430119L08RIK,0.0,0.0,0.0,0.0,3.236383896385844,0.0,9.67478355697093,0.0,0.0,0.0,0.0,0.0,0.7208596195955878
BACH2OS,2.7272692742777798,0.0,5.193521390734103,0.0,3.0420406546249223,0.0,3.044652804138636,11.182014942695282,4.0993494316961545,0.0,5.167655290836608,0.0,5.77653135378519
BANF2OS,7.224056118879981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF3,8.221820806766202,0.0,0.0,4.3258006455396405,3.9449084605903453,6.7092275047089105,1.5719692387958508,11.904044532553334,5.403811439164452,5.761845304457191,7.656933571193428,4.2266090033743104,7.366546203959182
BC048671,0.0,0.0,0.0,0.0,0.0,5.19241273556359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL6B,4.570914204722698,0.0,1.8634366454615878,0.3889954596667294,1.4985050676183742,0.414595372445405,2.8499802712714364,4.3923797975125485,8.560144902051327,0.0,3.497298914923741,0.0,5.3207595967585855
BDKRB2,0.0,0.0,0.0,0.0,9.116430030935245,0.0,0.14876354156927987,0.0,1.9974291401373527,0.0,0.0,0.0,2.2009074889651434
BEX4,0.0,0.0,0.0,0.0,11.657134731065662,0.0,4.25232647457838,0.9000443474163625,4.59176517753369,0.0,2.300975330987827,0.0,0.9199415409320666
BEX6,0.0,0.0,0.0,1.5642660583276147,0.0,4.363428086363827,0.0,0.0,0.0,8.50172705095039,1.3206053020753306,2.704991645748457,1.0037325362564662
BHLHE22,0.0,0.0,0.0,0.0,0.0,0.0,0.4983281770515325,0.7308438148023123,4.452278527771059,0.0,0.0,0.0,0.6544681663204016
BICDL2,0.0,0.0,1.2412182847233417,0.2956304545359811,9.479925548687648,2.4361390957138602,0.0,0.0,2.5920481129381887,0.0,1.780525526318507,2.0358734872135047,0.3487937860524098
BMP10,0.0,0.0,0.0,0.0,2.1037997487070528,0.0,1.0173484354022992,0.0,2.0351322422307905,0.0,0.0,0.0,9.624133547400103
BMP5,0.0,0.0,0.0,0.0,3.2791909706242692,0.0,1.5462769700109713,1.6960368837321433,3.83495191395808,0.0,0.0,0.0,10.724627778108736
BST1,3.6383858530156123,0.0,0.0,3.560191796430981,6.129078381726053,7.399884743594508,0.5594118626605626,4.455147820621086,4.21427548499307,7.251276408570892,2.631914120890804,10.174728839640132,2.182924447351432
C1QA,3.4373201060947856,5.999878579111375,1.297230782667583,5.778140255703697,8.223043920989467,1.3047867110292968,8.421389499678433,16.212220133689208,8.937249437536444,2.715426920051986,4.177969765028449,6.035285607704813,10.12002316983272
C1QB,2.959800087125577,6.232720496441253,1.2190596453319174,5.904163790426068,8.523915853242794,3.9978019073636712,8.321326147790034,17.499088323174163,9.851753017741217,3.445885644790726,5.897220634863704,7.288245362431487,10.3485063576726
C1QC,1.2688962115145825,0.0,0.0,5.805724503564121,8.023649846827835,2.7848929896423558,8.273309858823408,16.690520092483915,8.98889608945624,2.382539275771867,5.43862232408263,7.2967982498890365,10.0859210215717
C230034O21RIK,0.0,0.0,0.0,0.0,0.5953335452445766,0.0,0.0,0.0,5.110802001499075,0.0,0.0,0.0,1.421939523960614
C2CD4B,0.0,0.0,1.7171055519636855,1.3941470902247315,10.54192431765862,0.0,0.0,1.6290091241033964,1.3757228706804785,0.0,0.0,0.0,0.0
C86187,0.0,0.0,4.055991673400698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4851870581378453,0.0,0.0
CACNA1E,10.43474949930972,1.0513341151594509,1.3817985352199722,1.8226416071904077,0.44043717326386256,0.9129952653732515,0.1901465470893227,0.362949621091958,0.44631977149631186,0.6985089538795748,2.1619258351979846,0.0,2.1184821726141543
CACNA1F,0.0,0.7572642837372325,0.24930724850970729,0.0,0.0,2.5456476241862256,0.09150439360887427,6.119720192868989,0.1841404579905271,2.43661905953007,0.0,0.9565321145841543,1.0755493755080343
CACNA2D2,3.617861111638756,1.5010491820280332,1.8261424722753794,3.7670014222592116,0.3725568923190849,7.741937741292189,0.19973989652895144,0.0,0.0,1.12975309563112,3.614420412997278,0.0,0.14064041853890752
CAMP,0.0,7.814730733184252,0.0,9.5266603127312,0.0,6.794660079106103,0.7461263030287623,0.0,4.626039742869288,7.308495614906716,1.029077613620836,13.572210451563969,0.7388671575686915
CAR4,0.0,0.0,0.0,0.0,4.99776257652074,13.517569677939607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035408451613737
CCDC198,0.0,0.0,0.0,0.0,11.68879957593559,0.0,0.4022658889346337,1.0303699380210614,4.146555565338612,0.0,1.5533569395636748,0.0,1.624635408810537
CCDC3,0.0,0.0,0.0,0.0,1.8460911695137474,0.0,2.2978614206645043,1.2942277057350329,2.4927773357720446,0.0,0.0,0.0,8.594480627034365
CCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.468283521467198,0.0,0.0,3.7013200423523838,0.0,1.3734874820456642
CCL24,0.0,0.0,0.0,0.0,5.378580287256462,3.284683745787691,4.31273190636876,13.177459215741745,5.688464937892288,4.168264738420465,0.0,0.0,6.411422138448495
CCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.077520956527291,2.2260002222352187,1.2617150678569324,1.1878740634659488,0.0,3.362276029516458
CCM2L,0.0,0.0,0.0,0.0,3.2773128966838017,4.836687613966246,4.02990740525874,7.341088525279177,10.602202247705236,2.602694657804946,0.0,0.0,5.732849374886121
CCN3,0.0,0.0,0.0,0.0,1.9774807377621366,8.790122762840078,0.8138868149480709,0.0,0.9994609600872831,0.0,0.0,0.0,0.9749316376972681
CCR4,1.2289992870244446,0.0,6.185061820058151,2.1476277321123556,0.0,0.5153126151165173,0.0,0.0,0.0,0.0,1.8920763420312376,0.0,0.7552292119561251
CCR6,12.261416266828984,0.0,4.524527139247325,4.253546274254205,0.0,0.0,0.0,2.7186108398660647,1.092907211287117,0.0,0.0,0.0,1.8641312417645652
CCR8,0.0,0.0,9.163665994641566,1.7368584432335645,0.0,0.0,0.0,1.0585181123445555,0.0,0.0,0.0,0.0,0.45433400784213845
CCR9,5.126161076442637,0.22520568410515923,5.418266796919438,8.523115685469918,0.5574404958623065,2.962802081298618,0.5395736448968894,3.210282451924769,1.9579813463183755,0.4577586351503165,3.7621018852332164,0.0,3.8940648287297406
CD101,2.3894899460110905,0.0,6.581529700622828,6.083582658018621,0.0,6.367618980048973,0.0,0.5992049164372746,1.9542630332649253,3.3820527103048192,4.227617936688328,10.985145494447888,1.0491707084548045
CD109,0.29772381050953345,0.0,0.0,0.0,0.0,0.2846558696440785,0.35187572655370086,0.6351237832155014,0.15288939857853615,3.544838271424933,0.17375277855665827,0.0,0.19798191207052315
CD163,0.0,2.306295925144278,0.7391751467952246,1.1981155904179432,5.158834216794772,0.0,4.129345401887957,11.608247043160734,3.591508301494411,3.1277822826038806,6.548098129846429,1.581474605569122,5.212538657996549
CD163L1,0.0,0.0,0.9360828663392022,7.268425939718258,0.0,1.3434736020567906,0.0,0.36536725621792004,0.265092136268912,0.0,3.959350770412464,0.0,0.9893280534532555
CD200R3,1.0345394478421346,15.350805821925952,6.01218960306264,2.6092796529170883,0.0,9.345195897343784,0.0,0.0,1.7224297526664296,0.1961284029632375,2.1489552736036903,0.0,5.6202530027228255
CD207,0.0,0.0,0.0,0.0,3.094484292201983,0.0,3.1345323874525843,12.530213300364192,4.120439530344706,0.0,0.0,0.0,5.637916667134592
CD209A,0.0,0.0,0.0,4.144192572160112,1.577828377672013,2.2602192433949897,1.2348623313276246,2.821164575096839,2.015569828710797,6.246992321897299,1.5271017011008954,1.5832364703475272,2.8063642205889434
CD209F,0.0,0.0,0.0,0.0,3.704090161315466,0.0,2.4672006554173693,10.018685606423233,0.4234961017953968,0.0,0.5812851740416357,0.0,4.077840344945349
CD209G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600084695686931,0.0,0.0,0.6668848211732745,0.0,1.725022852327895
CD248,0.0,0.0,0.0,0.4482812319426448,1.2851004902697323,0.0,1.1587250729768281,0.2889862292095373,2.4128573596862735,0.0,0.0,0.0,8.5456817607695
CD300E,0.0,0.0,0.0,4.18933754175072,3.7068447448166357,1.1234528889050042,2.846726008721749,10.266230216673549,3.568584074319368,0.0,3.1587828798033053,2.267566204295453,5.5234267048506
CD300LG,0.0,0.0,0.0,2.1578001672423532,4.700289069803731,1.0172765530750165,5.932699595547128,5.8968322945131675,12.55047517802408,9.443980061173225,0.0,0.0,7.72004666774967
CD4,0.8121167144084536,0.0,12.0085973353798,4.601936079758371,2.4893138178786707,0.4602708440733848,3.6851954111470038,6.048211625813504,2.3246548995053233,0.0,0.0,0.0,3.046458282102913
CD40LG,0.0,0.0,11.406615048247996,3.953839439434793,0.0,0.0,0.0,1.9578888210169856,0.8452168423797906,0.0,0.0,0.0,2.0513365026254866
CD5,3.771936207628995,0.0,13.2606220595036,11.663926408584572,0.0,0.9732466501804645,0.5963057125115216,2.195094158244594,2.2758742903897238,1.5164580387935271,3.234198987199241,0.9855965444262239,3.2985159671810784
CD5L,4.81437100317433,0.0,0.7000949825354374,3.7155115004647006,8.175501024867991,0.643546338789452,8.21480622656279,15.844509846226877,8.672134986635804,1.525878755025953,2.1147030833716656,3.6880028315689497,9.876161028479576
CD8A,0.0,0.0,3.755606268056455,12.987487235067302,0.0,0.0,0.25034073962458137,3.2964387861919215,3.0960396817610705,0.0,1.0166582729542806,0.7456714102804999,2.9142271567312217
CD8B1,1.9647392099696275,0.937338201778825,7.49316008126147,14.16544930300099,0.0,0.890527491095658,0.0,4.05038816545354,2.373872093378014,0.0,2.541825985767443,1.6418776107217616,4.0017906926484015
CDC20B,0.0,0.0,0.0,2.5208778771155718,0.0,0.0,0.0,0.0,0.0,0.0,10.10805670499282,0.0,0.0
CDH13,0.9643406715480791,0.0,0.434298284374461,1.1624725469992567,3.056788054477345,0.0,2.4637994738758704,3.375475856618999,8.983483143673606,0.0,1.1489453343675913,0.0,5.180757233556884
CDH22,0.0,0.0,0.0,0.42304155569798535,0.0,0.0,0.0,0.0,0.0,0.0,9.521815293349135,0.0,1.0292476435754903
CDH6,0.0,0.44982660065129176,0.0,0.0,9.152716869758285,0.0,0.32400736105701117,0.39088782780666176,2.220516597727593,0.0,1.2814783711565405,0.0,1.3503456303047856
CDKN2A,8.97033861262204,0.0,0.0,4.455791029083647,1.6573687389867446,12.800721898701465,0.0,4.1667466173799825,4.322912673615485,0.0,0.9164910854014594,0.0,3.8211005902184203
CEACAM10,0.0,0.0,0.0,1.9579538020462568,0.0,3.0713661757784654,0.0,0.0,2.7616310663558887,0.6371061259405315,0.0,10.254592663420915,0.0
CEACAM19,0.0,0.0,0.0,0.28160780565420973,0.0,0.41393118621923664,0.0,1.356438347495624,0.0,4.340698150762403,1.0000814658860804,0.0,0.0
