,liver-ctrl_1,liver-ctrl_2,liver-ctrl_3,liver-ctrl_4,liver-ctrl_5,liver-mda_1,liver-mda_2,liver-mda_3,liver-mda_4,liver-mda_5
ABCA17,0.1983081159083049,0.5448320101395573,0.21272100047561326,0.21671573637519076,0.5530967436259702,0.2185236437240451,0.2305133893187287,0.5609225748145696,0.387358187105343,0.40226596175079077
ABCA2,4.2772138629836824,4.470267501639889,4.235179759368691,4.164518850214833,4.597750840485525,5.248652228420056,5.545923557986204,5.528146839285865,5.291128599936184,5.272964995453655
ABCA3,4.587798541009358,4.43307785516448,4.5873640957455555,4.456659524436328,4.703201081166394,5.0389444086109,5.061630031876759,5.103063421987081,5.028419869655989,5.04859544251978
ABCA4,0.5818450438359228,0.2985010520722516,0.5207338227752916,0.0,0.16352092252419534,1.4695990870920368,1.0588314364058453,1.4090026221723841,1.4460757039239482,1.308266855871195
ABCA5,1.1539843114190416,1.7184826491033687,1.631091678930545,1.8865724515659368,1.9626171298540491,2.0976568620681895,2.380890527389937,2.566095919383694,1.6794622797353804,2.6099409647549106
ABCA6,5.756860866416365,5.892961392886449,5.881375992152184,6.112509465810942,6.224304412285578,6.181854528913434,6.207722351163462,6.545979708275446,5.763028345920396,6.32509140531267
ABCA7,0.0,1.5442519763672327,0.0,1.0736504441622974,1.539982987686853,1.2495777676462547,2.082021940285387,1.9853347176785683,1.032608992524828,0.0
ABCA8,3.6499999462020285,3.396214720544714,3.2031901647273395,3.1501644707194862,4.17266637593363,4.829534239374292,5.049906961072113,5.005352060683853,4.467482883609941,4.891031692400048
ABCA8A,5.007566897259991,5.230902881244428,5.036504651926426,5.242753768329899,5.554607992513691,4.902534202738228,4.8939772857241906,4.941993852673382,4.443166576846383,5.01855852770549
ABCA9,2.146702308271272,2.926491444562879,1.821970525846897,2.3557046711061767,3.638316178834193,3.2066163168474895,3.201165560498528,3.41094960328167,2.3956726041915872,2.8138341485827887
ABCB10,3.921618175437225,4.302561989621272,4.185022229096037,4.439075545216027,4.481629989840855,4.710272005378823,4.7935537101324615,4.904451483499984,4.481743370078628,4.864901661405724
ABCB11,7.117754315521017,7.435096812674564,7.539883889709231,7.635858913975539,7.69598349079116,8.205229722467031,8.384229933864384,8.54088234775935,7.747515371973086,8.283791422163423
ABCB4,2.8534631308369667,2.408546823096827,3.0411037528550713,3.0544763716155785,3.34912386686872,5.825810969660204,5.945706205409347,6.0339892767514165,5.196196546733675,5.4353828926986685
ABCB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB6,5.2013751270380935,5.00946420673169,4.912821458995842,4.826124333898567,5.070797876927629,5.644482028702726,5.914204927892748,5.890312971444505,5.78324816510109,5.643474957589306
ABCB7,0.0,1.1052610230299833,1.8768553264115766,2.7400303661451066,3.322917995448156,2.297635463447607,2.790572942499312,2.036558020810718,2.508892389534986,2.623186515196126
ABCB8,3.881003778014613,4.077033969740337,3.725190384470033,4.0086039907998625,4.153424936131795,4.124996091439153,4.536640804586478,4.567980210690641,4.32000593892678,4.444856223831229
ABCB9,2.1277556939067064,2.2136972353163906,1.5221750242865362,1.9073941455423895,1.7698179825474858,1.21886160117699,1.185103007415514,0.0,0.9352742537824253,0.24170749625604385
ABCC1,2.4855560566540587,2.1667523147235337,2.1002717369369095,2.4527143135835727,2.588239520273504,2.978475992472238,2.8932916758369065,2.970685747478749,2.768947962301001,3.1790694315482377
ABCC10,2.733096654339901,2.988249706007791,2.4324557405694445,2.577451469230416,3.1470308745833298,3.108620222629088,2.955175513208818,3.0569108827881197,2.877616986266533,3.0194919080201776
ABCC12,0.0,0.0,0.0,0.0,0.0,0.25611495426241604,0.0,0.0,0.0,0.0
ABCC2,7.586202949637341,7.623217995181851,7.883583091418485,7.789050339376507,8.18897247677094,7.4649701192873215,8.099980136735644,8.231503696429845,7.924453695039451,7.953304338856823
ABCC3,1.0261340873277867,0.9646369944283999,0.41212834709331503,0.7456352627319203,0.31042246636325244,4.545962471321571,5.229272889388652,5.300332020498055,5.339356876342551,5.367677151156364
ABCC4,2.77456308316932,2.493608643368659,2.8137899248294214,2.563757138134502,2.972155761315987,3.2424571530154025,3.6665771493217703,3.901295838382904,3.7721777454757803,3.814331161849453
ABCC5,2.1330235135455813,2.367952168071054,1.2789921856073585,1.566352140198466,2.9280253457568293,1.764455548536146,2.567395726715348,2.928023432937404,0.5206495915718463,1.871637978398021
ABCC6,6.702377930723121,7.1131565913312125,6.407864582944662,6.496305351687266,7.209363003350664,6.691765180538564,6.798844302082638,6.749547358156494,6.430086954864281,6.401371289246338
ABCC8,1.7133468064085255,2.039192820355164,2.074261427709188,1.6976020577068873,1.5238792574890412,1.6046448377448335,1.1388699322858171,1.666924737383273,1.1355303961467729,1.0678581330337054
ABCC9,3.1610403966216003,3.5872557688357807,3.673545221374124,3.865538328823531,3.7051453035304007,2.6870539347692284,2.69635143850176,3.0959785528170016,2.6686384819507243,3.0895070936557554
ABCD1,5.6762136986523775,5.335698707085094,5.510829336841733,5.343385086141397,5.364592606044396,5.305406977423582,5.226390045640161,5.334846889797142,5.434884525429527,5.512726877301119
ABCD2,0.8124288629457032,0.6478419531813545,1.7022762190381033,0.86593781795135,1.1947502970751895,1.122165509428687,2.624398692026568,2.2672238783576835,1.621046796220207,2.9262275519703724
ABCD3,6.518371450694399,6.876183983584771,7.019891145866423,7.048040931415692,6.998040962302361,6.637042251161659,6.709716722026426,6.985385971995843,6.172659292795237,6.76885317280763
ABCD4,3.3998009215931413,3.5106999635782365,2.7434489521928955,3.384537212357551,3.4634363688599774,3.888325039523022,3.855819854481359,3.998079209454472,3.6630206876474976,3.7964951938969653
ABCE1,4.911706406918114,5.357235605564058,5.423176672819417,5.604958944803421,5.780000625229872,5.840419665247156,5.969570936925174,6.323122195842866,5.218074296910248,5.95412335148987
ABCF1,2.1304049568983707,2.93961223171662,1.5018426317078477,2.1967553390713404,2.948056119307232,4.420874902791609,3.925376794115898,3.616307901952745,2.0831689571466914,3.646883506851161
ABCF2,0.6870676339680346,1.8606474847928864,2.1491259347787794,0.7607078198472642,2.179388331469062,2.6519027882763035,1.0045082963583214,1.9466227621431225,1.5148891176247916,0.8591499122701648
ABCF3,5.582801105853001,5.427383353431116,5.5819637006726674,5.470635714676518,5.664250087988935,5.715505755871995,5.893360554102042,5.957258674296205,5.626860554646982,5.812231727174241
ABCG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG2,3.703648715993156,4.210703566766371,4.274053689249062,4.597376153699492,5.12383452922487,4.584783520807083,3.382940408507154,5.2462858525283576,4.878099331093091,3.4421040612173863
ABCG3L1,0.8290011672982898,1.5290093188342302,1.90128155557175,1.8919053305832307,2.2042845922866663,0.869291231542222,4.825931864941896,2.458713663642984,0.0,1.4957824244218798
ABCG3L3,4.353278532708332,4.758863850659182,4.432065888340981,4.572021168296726,5.015580406989755,5.283322579080773,5.486464399233292,5.544062532858343,4.542892237540928,5.384086645679464
ABCG4,0.0,0.5650152416910551,0.0,0.9294319494844916,0.0,0.5800323314246938,0.0,0.5986627140196149,0.5626452119099704,0.5950106799704049
ABCG5,3.9640281382697795,3.7251320444860268,3.1977967850227573,3.4027976921995595,4.868031648880643,1.8932277824157313,0.46666966040598573,2.5338975511359325,1.68285069862768,2.2589350789088085
ABCG8,3.447608578375244,2.6733648982258273,2.1462875576704143,2.5005671524133124,3.7192424244033706,0.13381615109250183,0.0,0.0,0.0,1.2775711111104004
ABHD1,4.845981983047033,4.552586567720465,4.98714926177716,4.5561506210223275,4.694272958947268,4.112619211928811,4.39771524333677,4.118558109021489,4.215693098795105,4.192465723102654
ABHD11,4.28416041147528,4.559983974440592,4.203362079598936,4.263137146228236,4.82946581692903,5.270634284078759,5.377078808359592,5.4758629562561305,5.031831386413871,5.181048268883699
ABHD12,5.527488054723134,5.043228027680839,5.466290145368443,4.913425673345578,5.16416621780994,5.741863684418633,5.683041457736106,5.727969478955408,5.550335102470012,5.60615246211982
ABHD12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD13,3.74409101235187,3.91064431721002,3.6813966146988264,4.33140604213247,4.224203950894066,4.207811673472718,4.509114023172135,4.747129885519704,3.6640556571923084,4.292187607311501
ABHD14A,0.0,0.0,0.0,2.2622986240234133,3.167197021989463,3.1887854500034956,0.0,0.0,2.5666548183881943,2.428058188090538
ABHD14B,7.125816068590061,6.947521456640944,6.9285066679570395,6.916352466826519,6.93920473860026,7.152253187164035,7.201864073844028,7.184218134057582,7.19545444031528,7.286104995501576
ABHD15,4.115344613266308,4.133213885770159,4.456532881299489,4.0159251487225465,4.451954910376949,4.918314490510542,4.862681538514979,4.8927816857339845,4.557958634725677,4.718077150134957
ABHD16A,0.9083027757136638,3.060513009754726,0.0,0.0,2.888772539977004,2.1176406035963797,1.839909132629084,3.444543937639433,3.0917506815895353,1.9998071139031977
ABHD16B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17A,6.870482716189066,6.632091816187862,6.790371689117813,6.451700707977307,6.711230197161976,7.02529344161917,7.016916919098623,7.107602283511139,6.963351902246741,7.057724227300774
ABHD17B,3.5837535245602936,3.6093418897803105,3.801081913778138,4.506421405033386,4.185009234275785,4.511359197769361,4.510627818382771,4.934542281144957,3.7655544735043858,4.801394056871047
ABHD17C,5.809078807907782,5.740906628411578,5.7601414934071276,5.753013566429625,5.860395208410282,6.158470857462584,6.26885533363215,6.58812474033415,6.241954355347052,6.42086553872375
ABHD18,2.296719633415724,3.2247364689091604,2.881089837266951,3.1172816919830373,3.5204728491281307,3.2321154685363465,3.6375764259884225,3.336505109437934,2.768281599271142,3.319332908542231
ABHD2,6.643005819762689,6.1993913154668965,6.305122913395775,6.106987817976399,6.532138878185808,6.397091936981582,6.701569009774917,6.648352058052917,6.450266919016256,6.655845794762447
ABHD3,0.0,1.442034126246084,1.59819400732091,1.235561804438276,0.0,0.5956518187496619,0.617225122325608,1.6389585618239642,0.9527879327225394,0.5934411378508827
ABHD4,5.556767768047904,5.346316441792456,5.755056644035938,5.709111549460234,5.86899014053351,6.0834925698976,6.197092662088916,6.192636997259579,6.1436532470739555,6.207631113865179
ABHD5,5.044346232782024,5.427707727443739,5.478689372573419,5.798537546624609,5.948277867861612,5.6735384256434065,5.644346096921514,5.875644386534054,5.042715587452079,5.687660397594288
ABHD6,4.414931379715148,4.483405200867476,4.706606010792493,4.572082438271732,4.767912981162899,4.713798771800646,4.839928931831919,4.998575281358424,4.7358706870586715,4.947564268621974
ABHD8,3.8540801557307645,2.9204614278136103,3.739030682883955,3.111135306900604,3.5283843078632615,2.6273480046615085,2.979387075947915,3.234615816795051,3.1575603367834053,3.05259360902704
ABI1,3.495759542734632,3.896830117562029,3.88963159015877,4.3098945769555215,4.322553628235801,4.754094542229576,4.870991598062894,5.06075670231382,4.035604055319595,4.9027447962870765
ABI2,1.420064675450054,2.492296831469585,2.730833667560619,2.4245738128947534,2.174467954615941,3.1291972566972355,2.549404623952757,3.110948518668419,1.9412455231674104,3.279058007295406
ABI3,4.3925541212240935,3.796666622266962,4.216257097066651,4.126011709806734,4.336859112264827,4.355706397918924,4.397486981380222,4.764468556875121,4.608458364871444,4.46061748590823
ABI3BP,0.0,0.0,0.0,0.6649020240110554,0.0,0.0,0.0,0.0,0.0,0.0
ABITRAM,3.3914978898633166,4.183646121467543,4.2153806946676875,4.156105642414661,4.318195032117709,4.715236007563659,4.724341359722452,4.767333070637855,4.376535192429741,4.366450144390399
ABL1,1.6701617052504216,2.837973054136623,3.3848834305008255,3.021194204788268,3.6905277746942273,3.1036820143436414,3.0292122170076916,3.1151283612413327,3.073687599952393,3.3621828196228445
ABL2,1.4176648643371579,2.020314723713218,1.8596993491408365,1.876277689584268,2.668802763321344,2.639591996773189,2.812793535548122,2.8759604508730674,1.9143807427161452,2.6613427913208203
ABLIM2,0.8894644812671249,0.6621358160380899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM3,3.2997284628373285,2.061579829661988,2.535733920661412,2.4584953527788174,2.3488842141069766,4.6914226776692765,4.758901334210232,4.726948399669291,4.506559617851295,4.526509067167034
ABO,1.6567545038960458,2.4162100475525152,3.1701913617224613,2.500591957285423,2.0387907409897057,2.5930007163550384,2.4901737644016864,2.2919287959809207,2.8366237112628796,2.1769404877894125
ABO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABO3,0.0,0.0,2.9282319885167127,2.4926284883666714,3.0155862411019707,3.452161374590993,0.0,1.470549907996108,3.158736035806467,0.0
ABR,1.7913369773144858,1.7990049254354785,2.252753531367488,2.0278572732248454,2.5224859750901163,2.555921703159367,2.467214500974976,2.6516245279713164,2.5606958178320456,2.4975174416798764
ABRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRACL,4.412844136976579,4.545894282913747,4.308725547179342,4.785729662170485,4.6614646674111,5.871083101551074,5.94792527982228,6.068378597012521,5.344045905510825,5.8799441601544435
ABRAXAS1,1.9971980677019467,3.4196723108039118,3.0645377364665602,2.297402119372115,3.707310562767847,3.91075206197223,3.695099739842208,3.8408249042883478,2.980144105308929,3.393574504941101
ABRAXAS2,4.115842487178321,4.293454579471697,4.304934756937012,4.451688162388337,4.619921293506723,4.969631269877003,5.006947660338032,5.408331343220073,4.433654289412001,5.0219661091852945
ABT1,4.586415154144936,4.588428132210535,4.581591812357773,4.540838135345469,4.523774638835822,5.177709281342356,5.031100371489466,5.079798739627182,4.805085106319921,5.106039792238836
ABTB1,5.227593433391241,5.285010429117519,5.183876047793329,5.214592455856769,5.323780361347846,5.607410970944778,5.8972940265430305,5.835711995545232,5.546915349369291,5.780714571006643
ABTB2,4.13835315258341,3.949129301454691,4.146115750311495,4.2273468878357985,4.609483030428516,4.45121813079494,5.14425699115731,5.276741545767908,4.3252758147641845,4.605576258392071
AC1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1A,8.475292387635017,7.968748932375572,8.330686205291977,8.023108022400804,7.94662174092586,7.904709980398338,8.203593514137165,7.841035566479186,7.762850688144641,8.181472953243771
ACAA2,8.315470311971058,7.968588392843737,8.169139815107252,8.202919639727188,8.17762277064219,8.592160852463278,8.667185268302152,8.698769535400483,8.811394660918115,8.534936342628205
ACACA,4.893951023095807,5.6444903735329355,6.134890120706861,5.874596704818593,5.665283656102804,4.7252305110167585,4.9061573684293265,5.017618121262964,4.749251644213984,4.871246640973808
ACACB,0.0,0.2552817396351181,0.0,0.0,0.2911878875111186,0.0,0.0,0.9244701068800394,0.791401843891556,0.5542296000737711
ACAD10,4.488662122466932,5.061436293675245,4.364272293232426,4.6090564205072395,5.5993993440654135,5.215105737558583,5.000092651624706,4.824762576704977,4.42068745420946,4.794467236186107
ACAD11,5.506848897376978,5.622269958834286,5.5708174651819435,5.784723510025537,5.849936481842918,5.870697695985576,6.187376233700463,6.231659264773394,5.66757585478344,6.048558807976069
ACAD8,4.567044027840782,5.279886896817695,4.516893148407238,5.117735832204566,5.328777200005626,5.639547470998786,5.731748405578841,5.850907138963958,4.928990636798788,5.81234032674653
ACAD9,4.487776305069804,4.911420639279861,4.892445406647206,5.086661020218296,5.210123149577583,5.493756401071347,5.558281662957823,5.789942461913819,5.132318537673413,5.634089292788055
ACADL,7.9384401327650504,8.079793913776225,7.918852413672387,8.086797308809851,8.074962250580533,8.10403776558299,8.17745288116756,8.33322166408966,7.626955773825056,8.268469758578615
ACADM,7.3415122102861,7.83311962778418,7.585011989871708,8.094178743191799,8.067021103618488,7.685598773455034,7.738525757264466,7.989709865687496,6.982432452808324,7.727256167578883
ACADS,6.582906154971306,7.106740605297797,6.755877802249374,6.896067868571042,7.148793938278915,7.105507096664506,7.206928614193521,7.294866790365445,6.849584245429822,7.281758072736892
ACADSB,4.773652568361788,5.678900323491932,4.541892093254059,5.726611821166028,5.884462613868872,6.716448848932291,6.88146510051083,7.115944831889793,5.684571411469839,6.322521628877501
ACADVL,7.447886461801031,7.541807682011637,7.539947346251697,7.466979785407476,7.661698325321391,7.460701614737513,7.6383066577545105,7.688699910237854,7.370233571305649,7.611339839489478
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.10130909245918147,0.0,0.0,0.0
ACAP1,1.8587063626811957,1.9358331706347935,0.0,1.5712266133348953,2.6201665619150982,2.036230065106234,2.088517902943096,2.2666299941932615,2.462023242752362,1.7174830730642325
ACAP2,2.5354900238618057,3.301404257070111,2.7778489742334598,3.1518774169277823,3.6436315505167087,3.88465676614151,4.093963420733661,4.077437000425298,2.9747446380762543,3.9203541655048175
ACAP3,3.2941225132443974,3.3126033080909503,2.9566183138627844,3.004536950342377,3.574083550190737,3.543517829373858,3.680880499135036,3.904722326341168,3.4657043609172713,3.5841414438924204
ACAT1,6.844576556797402,7.094063248962664,7.068433244245246,7.32955175461069,7.429593900830406,6.850039979308834,6.786712827915359,6.919314337760714,6.528002388135208,6.968143586106285
ACAT2,5.213075107096829,5.061861467416927,5.638705107952984,5.496861837193543,5.1736451658200036,5.829908406911347,6.263078000057062,6.18494376543703,6.182419812275796,6.320576669746519
ACAT2L1,3.9449447368917774,3.9831903655727925,4.342551619003886,4.134029953512471,3.827195888987062,4.506652056530755,4.94618697651131,4.954075949288374,4.863217746663719,5.228706056704121
ACBD3,3.5438446614247296,3.886173354168845,3.962558101220774,4.105263724418456,4.424886297781897,4.756942484267117,4.719406761668854,5.042220236686983,4.237039343799546,4.773382552992637
ACBD4,5.12852311637965,4.923869403448323,4.8608641779694635,4.7977391902890245,5.0479854693158375,5.705151969283203,5.965152841662348,5.951538880686028,5.8446447946849895,6.052347414061765
ACBD5,4.605893521604555,5.269252870324528,4.8805423863209345,5.730239358652761,5.678067703580792,5.767923866290929,5.800408462604526,6.259649828419372,4.671048728845312,5.90612946442124
ACBD6,4.027477578110167,3.556530830885309,4.071617918364093,3.828683809033092,4.046973011566959,4.151644346951987,4.372716542059719,4.3622433317516505,3.8617112373794056,4.451339054086753
ACBD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,3.01954148439553,3.2078724157025023,3.250189375433498,3.327820098825909,3.686935685808772,3.7195807096199913,3.844940260283246,3.840947823228792,3.645543827993442,3.6532047560303207
ACCSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47900546978327924,0.0
ACD,5.066888397647913,4.954461800615018,4.511013383480183,4.480611674791758,4.890519235195787,5.167129003059145,5.239350007650394,5.35419317141041,5.122858745066552,5.096180501201026
ACE,0.871115279042947,0.5679755156096186,0.3191986014364223,1.0683468595122314,0.5797777798203877,2.498102094582267,2.69836679541001,2.7093429433969254,2.691635672917627,2.80802724610903
ACE2,0.6086353465310189,0.4242987700694283,0.41756878016059135,0.654594144587303,0.8309441420585291,0.3161477468584629,0.6791895766275553,0.23998541149076527,0.0,0.17002888194072793
ACE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,0.0,0.0,0.0,0.0,0.8021811004068448,0.0,0.0,0.0,0.0,0.0
ACER2,4.1264287207990975,3.842807016401838,3.5344123072855105,3.8689980308088483,4.00381993563945,4.55822606171526,4.3875156158509006,5.038111474609241,4.405205787668494,5.17461098121212
ACER3,2.864645455813304,3.174409662520693,3.3257305237666093,3.4152246949596625,3.4544716874602552,4.181090290854183,4.162130918057248,4.481891340080187,3.272659978716228,4.0879348865338265
ACHE,0.0,0.5325346779054442,1.6903423400427766,0.6449574613514255,1.251533777340567,0.0,0.0,0.8668047002695612,0.0,0.0
ACIN1,4.5381029060370395,5.0434167078374905,4.617106821879974,4.638889110095591,5.289931249484778,5.320005934664627,5.606155359269005,5.761626254694134,5.166150320283633,5.41360217293975
ACKR2,1.876029159857762,2.246866514322983,2.5598496546387017,0.7978392493040515,2.3939115075643795,1.25206614958197,0.0,0.0,1.229149947561426,0.8259522681076562
ACKR3,2.80488215750292,2.685832300979382,2.992682805873734,3.015756998585667,3.308653655065869,3.4700760456165813,4.138469966543344,3.8740598763247553,3.1187560196435125,4.017519510339272
ACKR4,4.48403631131742,4.194464244650614,4.561116519160321,4.370068997804916,4.765374522845922,3.087290202487394,2.9227541278469102,3.644052939570158,3.7924316123476025,3.069228875099059
ACLY,6.58047798784347,7.741309594367488,8.076712208912214,7.869524137868209,7.14550384148155,6.473715672023,6.807198983327069,6.846575592371444,6.669896483532235,6.976586848104547
ACMSD,4.227630706406519,5.091999459627729,5.049749893061375,4.65153553145216,5.2819434042421625,6.613078153007516,6.501742166879939,6.7408712182816455,5.568710164429883,6.418176241269829
ACNAT1,6.945284954314853,1.2844593592469657,6.7436836303403735,6.843791669801638,7.108897545692164,7.447003277959679,7.449545171179501,6.791777252461734,6.387609197933583,1.6171927829064385
ACNAT2,6.440843021398419,7.191318428878082,5.91686083244337,6.552932125804193,6.882241952986483,5.367436951664655,5.3208145425304565,5.8375924368071574,5.82226830110998,6.466742798782857
ACO1,6.932045198645404,6.463246758448537,6.727215869914059,6.5242426789777985,6.561836634583159,6.7393423755088495,6.982004334340976,7.098210247197864,7.080407789934116,7.022724450957602
ACO2,4.469139210025928,3.3422616299971466,4.557273759853437,4.033824862483872,4.293258016031482,4.707966480817817,4.9951676574678086,5.172335099474847,4.466998019098794,4.69668548231355
ACOD1,0.39193730965408763,0.2321053160866185,0.2294636913948231,0.0,0.0,1.1608349421367556,1.3499784136598887,1.4453749863690641,0.4604414545416151,0.851043853985276
ACOT1,0.0,0.0,0.5358557437137853,0.0,0.0,0.0,0.0,0.560569584215449,0.0,0.0
ACOT11,0.0,0.0,1.4358553685037594,0.8376212626350895,0.8519129136143827,0.8525230475571588,1.5214964821468244,1.1335465248640642,1.0833815482880769,1.881575262754935
ACOT12,5.4989689816814336,6.062784883040582,5.635926179290277,5.692661859341331,6.058704008230671,5.891899378924262,5.829902517005937,5.9655311195357354,5.467920899259457,5.84836203374573
ACOT13,5.527317094706466,5.581402836515799,5.627509532912812,5.4706848848110505,5.640911761214622,5.925507756082418,5.88838313707051,5.848492298204495,5.431723984842166,5.934190184237981
